staging_record_id,ucr_id,source_system,source_record_id,deterministic_cluster_id,probabilistic_cluster_id,resolution_status,match_method,cluster_size,deterministic_cluster_count,cluster_confidence,cluster_confidence_type,deterministic_linking_rules
STG017278,UCR008935,ECOMMERCE,TXN009278,DCL008965,PCL008935,unresolved_singleton,Unresolved,1,1,,,
STG017345,UCR008942,ECOMMERCE,TXN009345,DCL008972,PCL008942,unresolved_singleton,Unresolved,1,1,,,
STG017449,UCR008952,ECOMMERCE,TXN009449,DCL008982,PCL008952,unresolved_singleton,Unresolved,1,1,,,
STG017665,UCR008968,ECOMMERCE,TXN009665,DCL008998,PCL008968,unresolved_singleton,Unresolved,1,1,,,
STG017683,UCR008972,ECOMMERCE,TXN009683,DCL009002,PCL008972,unresolved_singleton,Unresolved,1,1,,,
STG017702,UCR008973,ECOMMERCE,TXN009702,DCL009003,PCL008973,unresolved_singleton,Unresolved,1,1,,,
STG017726,UCR008977,ECOMMERCE,TXN009726,DCL009007,PCL008977,unresolved_singleton,Unresolved,1,1,,,
STG017973,UCR008999,ECOMMERCE,TXN009973,DCL009030,PCL008999,unresolved_singleton,Unresolved,1,1,,,
STG018059,UCR009006,ECOMMERCE,TXN010059,DCL009038,PCL009006,unresolved_singleton,Unresolved,1,1,,,
STG018101,UCR009013,ECOMMERCE,TXN010101,DCL009045,PCL009013,unresolved_singleton,Unresolved,1,1,,,
STG018111,UCR009014,ECOMMERCE,TXN010111,DCL009046,PCL009014,unresolved_singleton,Unresolved,1,1,,,
STG018267,UCR009031,ECOMMERCE,TXN010267,DCL009065,PCL009031,unresolved_singleton,Unresolved,1,1,,,
STG018273,UCR009032,ECOMMERCE,TXN010273,DCL009066,PCL009032,unresolved_singleton,Unresolved,1,1,,,
STG018320,UCR009037,ECOMMERCE,TXN010320,DCL009071,PCL009037,unresolved_singleton,Unresolved,1,1,,,
STG018468,UCR009055,ECOMMERCE,TXN010468,DCL009089,PCL009055,unresolved_singleton,Unresolved,1,1,,,
STG018580,UCR009065,ECOMMERCE,TXN010580,DCL009100,PCL009065,unresolved_singleton,Unresolved,1,1,,,
STG018609,UCR009075,ECOMMERCE,TXN010609,DCL009110,PCL009075,unresolved_singleton,Unresolved,1,1,,,
STG018618,UCR009077,ECOMMERCE,TXN010618,DCL009112,PCL009077,unresolved_singleton,Unresolved,1,1,,,
STG018857,UCR009099,ECOMMERCE,TXN010857,DCL009134,PCL009099,unresolved_singleton,Unresolved,1,1,,,
STG018943,UCR009108,ECOMMERCE,TXN010943,DCL009143,PCL009108,unresolved_singleton,Unresolved,1,1,,,
STG019016,UCR009112,ECOMMERCE,TXN011016,DCL009147,PCL009112,unresolved_singleton,Unresolved,1,1,,,
STG019153,UCR009124,ECOMMERCE,TXN011153,DCL009159,PCL009124,unresolved_singleton,Unresolved,1,1,,,
STG019218,UCR009130,ECOMMERCE,TXN011218,DCL009165,PCL009130,unresolved_singleton,Unresolved,1,1,,,
STG019239,UCR009133,ECOMMERCE,TXN011239,DCL009168,PCL009133,unresolved_singleton,Unresolved,1,1,,,
STG019349,UCR009148,ECOMMERCE,TXN011349,DCL009183,PCL009148,unresolved_singleton,Unresolved,1,1,,,
STG019390,UCR009158,ECOMMERCE,TXN011390,DCL009194,PCL009158,unresolved_singleton,Unresolved,1,1,,,
STG019602,UCR009186,ECOMMERCE,TXN011602,DCL009223,PCL009186,unresolved_singleton,Unresolved,1,1,,,
STG019614,UCR009190,ECOMMERCE,TXN011614,DCL009227,PCL009190,unresolved_singleton,Unresolved,1,1,,,
STG019628,UCR009192,ECOMMERCE,TXN011628,DCL009229,PCL009192,unresolved_singleton,Unresolved,1,1,,,
STG019813,UCR009222,ECOMMERCE,TXN011813,DCL009259,PCL009222,unresolved_singleton,Unresolved,1,1,,,
STG019847,UCR009227,ECOMMERCE,TXN011847,DCL009264,PCL009227,unresolved_singleton,Unresolved,1,1,,,
STG019936,UCR009238,ECOMMERCE,TXN011936,DCL009275,PCL009238,unresolved_singleton,Unresolved,1,1,,,
STG019992,UCR009248,ECOMMERCE,TXN011992,DCL009285,PCL009248,unresolved_singleton,Unresolved,1,1,,,
STG020022,UCR009254,ECOMMERCE,TXN012022,DCL009292,PCL009254,unresolved_singleton,Unresolved,1,1,,,
STG020156,UCR009272,ECOMMERCE,TXN012156,DCL009312,PCL009272,unresolved_singleton,Unresolved,1,1,,,
STG020364,UCR009300,ECOMMERCE,TXN012364,DCL009341,PCL009300,unresolved_singleton,Unresolved,1,1,,,
STG020368,UCR009301,ECOMMERCE,TXN012368,DCL009342,PCL009301,unresolved_singleton,Unresolved,1,1,,,
STG020375,UCR009302,ECOMMERCE,TXN012375,DCL009343,PCL009302,unresolved_singleton,Unresolved,1,1,,,
STG020439,UCR009310,ECOMMERCE,TXN012439,DCL009352,PCL009310,unresolved_singleton,Unresolved,1,1,,,
STG020460,UCR009314,ECOMMERCE,TXN012460,DCL009358,PCL009314,unresolved_singleton,Unresolved,1,1,,,
STG020496,UCR009324,ECOMMERCE,TXN012496,DCL009368,PCL009324,unresolved_singleton,Unresolved,1,1,,,
STG020502,UCR009325,ECOMMERCE,TXN012502,DCL009369,PCL009325,unresolved_singleton,Unresolved,1,1,,,
STG020519,UCR009331,ECOMMERCE,TXN012519,DCL009375,PCL009331,unresolved_singleton,Unresolved,1,1,,,
STG020580,UCR009339,ECOMMERCE,TXN012580,DCL009383,PCL009339,unresolved_singleton,Unresolved,1,1,,,
STG020672,UCR009359,ECOMMERCE,TXN012672,DCL009403,PCL009359,unresolved_singleton,Unresolved,1,1,,,
STG020712,UCR009366,ECOMMERCE,TXN012712,DCL009410,PCL009366,unresolved_singleton,Unresolved,1,1,,,
STG020738,UCR009369,ECOMMERCE,TXN012738,DCL009413,PCL009369,unresolved_singleton,Unresolved,1,1,,,
STG020796,UCR009382,ECOMMERCE,TXN012796,DCL009426,PCL009382,unresolved_singleton,Unresolved,1,1,,,
STG020798,UCR009383,ECOMMERCE,TXN012798,DCL009427,PCL009383,unresolved_singleton,Unresolved,1,1,,,
STG020904,UCR009408,ECOMMERCE,TXN012904,DCL009452,PCL009408,unresolved_singleton,Unresolved,1,1,,,
STG020999,UCR009426,ECOMMERCE,TXN012999,DCL009470,PCL009426,unresolved_singleton,Unresolved,1,1,,,
STG021038,UCR009434,ECOMMERCE,TXN013038,DCL009478,PCL009434,unresolved_singleton,Unresolved,1,1,,,
STG021063,UCR009437,ECOMMERCE,TXN013063,DCL009481,PCL009437,unresolved_singleton,Unresolved,1,1,,,
STG021064,UCR009438,ECOMMERCE,TXN013064,DCL009482,PCL009438,unresolved_singleton,Unresolved,1,1,,,
STG021078,UCR009442,ECOMMERCE,TXN013078,DCL009486,PCL009442,unresolved_singleton,Unresolved,1,1,,,
STG021117,UCR009456,ECOMMERCE,TXN013117,DCL009500,PCL009456,unresolved_singleton,Unresolved,1,1,,,
STG021130,UCR009458,ECOMMERCE,TXN013130,DCL009502,PCL009458,unresolved_singleton,Unresolved,1,1,,,
STG021208,UCR009475,ECOMMERCE,TXN013208,DCL009519,PCL009475,unresolved_singleton,Unresolved,1,1,,,
STG021243,UCR009483,ECOMMERCE,TXN013243,DCL009527,PCL009483,unresolved_singleton,Unresolved,1,1,,,
STG021286,UCR009496,ECOMMERCE,TXN013286,DCL009540,PCL009496,unresolved_singleton,Unresolved,1,1,,,
STG021371,UCR009503,MARKETING,MKT000069,DCL009547,PCL009503,unresolved_singleton,Unresolved,1,1,,,
STG021387,UCR009504,MARKETING,MKT000085,DCL009548,PCL009504,unresolved_singleton,Unresolved,1,1,,,
STG021443,UCR009506,MARKETING,MKT000141,DCL009550,PCL009506,unresolved_singleton,Unresolved,1,1,,,
STG021462,UCR009507,MARKETING,MKT000160,DCL009551,PCL009507,unresolved_singleton,Unresolved,1,1,,,
STG021475,UCR009508,MARKETING,MKT000173,DCL009552,PCL009508,unresolved_singleton,Unresolved,1,1,,,
STG021494,UCR009509,MARKETING,MKT000192,DCL009553,PCL009509,unresolved_singleton,Unresolved,1,1,,,
STG021524,UCR009511,MARKETING,MKT000222,DCL009555,PCL009511,unresolved_singleton,Unresolved,1,1,,,
STG021529,UCR009512,MARKETING,MKT000227,DCL009556,PCL009512,unresolved_singleton,Unresolved,1,1,,,
STG021534,UCR009513,MARKETING,MKT000232,DCL009557,PCL009513,unresolved_singleton,Unresolved,1,1,,,
STG021554,UCR009514,MARKETING,MKT000252,DCL009558,PCL009514,unresolved_singleton,Unresolved,1,1,,,
STG021566,UCR009515,MARKETING,MKT000264,DCL009559,PCL009515,unresolved_singleton,Unresolved,1,1,,,
STG021590,UCR009517,MARKETING,MKT000288,DCL009561,PCL009517,unresolved_singleton,Unresolved,1,1,,,
STG021605,UCR009518,MARKETING,MKT000303,DCL009562,PCL009518,unresolved_singleton,Unresolved,1,1,,,
STG021621,UCR009520,MARKETING,MKT000319,DCL009564,PCL009520,unresolved_singleton,Unresolved,1,1,,,
STG021641,UCR009521,MARKETING,MKT000339,DCL009565,PCL009521,unresolved_singleton,Unresolved,1,1,,,
STG021661,UCR009523,MARKETING,MKT000359,DCL009567,PCL009523,unresolved_singleton,Unresolved,1,1,,,
STG021669,UCR009524,MARKETING,MKT000367,DCL009568,PCL009524,unresolved_singleton,Unresolved,1,1,,,
STG021671,UCR009525,MARKETING,MKT000369,DCL009569,PCL009525,unresolved_singleton,Unresolved,1,1,,,
STG021697,UCR009527,MARKETING,MKT000395,DCL009573,PCL009527,unresolved_singleton,Unresolved,1,1,,,
STG021722,UCR009530,MARKETING,MKT000420,DCL009576,PCL009530,unresolved_singleton,Unresolved,1,1,,,
STG021742,UCR009531,MARKETING,MKT000440,DCL009577,PCL009531,unresolved_singleton,Unresolved,1,1,,,
STG021754,UCR009533,MARKETING,MKT000452,DCL009579,PCL009533,unresolved_singleton,Unresolved,1,1,,,
STG021763,UCR009535,MARKETING,MKT000461,DCL009581,PCL009535,unresolved_singleton,Unresolved,1,1,,,
STG021780,UCR009536,MARKETING,MKT000478,DCL009582,PCL009536,unresolved_singleton,Unresolved,1,1,,,
STG021801,UCR009537,MARKETING,MKT000499,DCL009583,PCL009537,unresolved_singleton,Unresolved,1,1,,,
STG021833,UCR009538,MARKETING,MKT000531,DCL009584,PCL009538,unresolved_singleton,Unresolved,1,1,,,
STG021839,UCR009539,MARKETING,MKT000537,DCL009585,PCL009539,unresolved_singleton,Unresolved,1,1,,,
STG021884,UCR009541,MARKETING,MKT000582,DCL009587,PCL009541,unresolved_singleton,Unresolved,1,1,,,
STG021885,UCR009542,MARKETING,MKT000583,DCL009588,PCL009542,unresolved_singleton,Unresolved,1,1,,,
STG021914,UCR009544,MARKETING,MKT000612,DCL009590,PCL009544,unresolved_singleton,Unresolved,1,1,,,
STG021921,UCR009545,MARKETING,MKT000619,DCL009591,PCL009545,unresolved_singleton,Unresolved,1,1,,,
STG021928,UCR009547,MARKETING,MKT000626,DCL009593,PCL009547,unresolved_singleton,Unresolved,1,1,,,
STG021952,UCR009549,MARKETING,MKT000650,DCL009596,PCL009549,unresolved_singleton,Unresolved,1,1,,,
STG021961,UCR009551,MARKETING,MKT000659,DCL009598,PCL009551,unresolved_singleton,Unresolved,1,1,,,
STG021963,UCR009552,MARKETING,MKT000661,DCL009599,PCL009552,unresolved_singleton,Unresolved,1,1,,,
STG021964,UCR009553,MARKETING,MKT000662,DCL009600,PCL009553,unresolved_singleton,Unresolved,1,1,,,
STG021971,UCR009554,MARKETING,MKT000669,DCL009601,PCL009554,unresolved_singleton,Unresolved,1,1,,,
STG021984,UCR009556,MARKETING,MKT000682,DCL009603,PCL009556,unresolved_singleton,Unresolved,1,1,,,
STG021991,UCR009557,MARKETING,MKT000689,DCL009604,PCL009557,unresolved_singleton,Unresolved,1,1,,,
STG022000,UCR009558,MARKETING,MKT000698,DCL009605,PCL009558,unresolved_singleton,Unresolved,1,1,,,
STG022001,UCR009559,MARKETING,MKT000699,DCL009606,PCL009559,unresolved_singleton,Unresolved,1,1,,,
STG022024,UCR009561,MARKETING,MKT000722,DCL009608,PCL009561,unresolved_singleton,Unresolved,1,1,,,
STG022074,UCR009564,MARKETING,MKT000772,DCL009611,PCL009564,unresolved_singleton,Unresolved,1,1,,,
STG022107,UCR009566,MARKETING,MKT000805,DCL009613,PCL009566,unresolved_singleton,Unresolved,1,1,,,
STG022108,UCR009567,MARKETING,MKT000806,DCL009614,PCL009567,unresolved_singleton,Unresolved,1,1,,,
STG022117,UCR009569,MARKETING,MKT000815,DCL009616,PCL009569,unresolved_singleton,Unresolved,1,1,,,
STG022129,UCR009570,MARKETING,MKT000827,DCL009617,PCL009570,unresolved_singleton,Unresolved,1,1,,,
STG022144,UCR009571,MARKETING,MKT000842,DCL009618,PCL009571,unresolved_singleton,Unresolved,1,1,,,
STG022146,UCR009572,MARKETING,MKT000844,DCL009619,PCL009572,unresolved_singleton,Unresolved,1,1,,,
STG022148,UCR009573,MARKETING,MKT000846,DCL009620,PCL009573,unresolved_singleton,Unresolved,1,1,,,
STG022149,UCR009574,MARKETING,MKT000847,DCL009621,PCL009574,unresolved_singleton,Unresolved,1,1,,,
STG022151,UCR009575,MARKETING,MKT000849,DCL009622,PCL009575,unresolved_singleton,Unresolved,1,1,,,
STG022158,UCR009577,MARKETING,MKT000856,DCL009624,PCL009577,unresolved_singleton,Unresolved,1,1,,,
STG022230,UCR009579,MARKETING,MKT000928,DCL009627,PCL009579,unresolved_singleton,Unresolved,1,1,,,
STG022231,UCR009580,MARKETING,MKT000929,DCL009628,PCL009580,unresolved_singleton,Unresolved,1,1,,,
STG022268,UCR009581,MARKETING,MKT000966,DCL009630,PCL009581,unresolved_singleton,Unresolved,1,1,,,
STG022283,UCR009582,MARKETING,MKT000981,DCL009631,PCL009582,unresolved_singleton,Unresolved,1,1,,,
STG022315,UCR009585,MARKETING,MKT001013,DCL009634,PCL009585,unresolved_singleton,Unresolved,1,1,,,
STG022322,UCR009587,MARKETING,MKT001020,DCL009637,PCL009587,unresolved_singleton,Unresolved,1,1,,,
STG022351,UCR009589,MARKETING,MKT001049,DCL009639,PCL009589,unresolved_singleton,Unresolved,1,1,,,
STG022375,UCR009591,MARKETING,MKT001073,DCL009641,PCL009591,unresolved_singleton,Unresolved,1,1,,,
STG022387,UCR009592,MARKETING,MKT001085,DCL009642,PCL009592,unresolved_singleton,Unresolved,1,1,,,
STG022408,UCR009594,MARKETING,MKT001106,DCL009644,PCL009594,unresolved_singleton,Unresolved,1,1,,,
STG022428,UCR009595,MARKETING,MKT001126,DCL009645,PCL009595,unresolved_singleton,Unresolved,1,1,,,
STG022463,UCR009598,MARKETING,MKT001161,DCL009648,PCL009598,unresolved_singleton,Unresolved,1,1,,,
STG022474,UCR009599,MARKETING,MKT001172,DCL009649,PCL009599,unresolved_singleton,Unresolved,1,1,,,
STG022512,UCR009600,MARKETING,MKT001210,DCL009651,PCL009600,unresolved_singleton,Unresolved,1,1,,,
STG022544,UCR009601,MARKETING,MKT001242,DCL009652,PCL009601,unresolved_singleton,Unresolved,1,1,,,
STG022547,UCR009602,MARKETING,MKT001245,DCL009653,PCL009602,unresolved_singleton,Unresolved,1,1,,,
STG022548,UCR009603,MARKETING,MKT001246,DCL009654,PCL009603,unresolved_singleton,Unresolved,1,1,,,
STG022576,UCR009606,MARKETING,MKT001274,DCL009657,PCL009606,unresolved_singleton,Unresolved,1,1,,,
STG022583,UCR009607,MARKETING,MKT001281,DCL009658,PCL009607,unresolved_singleton,Unresolved,1,1,,,
STG022590,UCR009608,MARKETING,MKT001288,DCL009659,PCL009608,unresolved_singleton,Unresolved,1,1,,,
STG022603,UCR009610,MARKETING,MKT001301,DCL009662,PCL009610,unresolved_singleton,Unresolved,1,1,,,
STG022611,UCR009611,MARKETING,MKT001309,DCL009663,PCL009611,unresolved_singleton,Unresolved,1,1,,,
STG022627,UCR009612,MARKETING,MKT001325,DCL009664,PCL009612,unresolved_singleton,Unresolved,1,1,,,
STG022638,UCR009614,MARKETING,MKT001336,DCL009666,PCL009614,unresolved_singleton,Unresolved,1,1,,,
STG022691,UCR009618,MARKETING,MKT001389,DCL009670,PCL009618,unresolved_singleton,Unresolved,1,1,,,
STG022715,UCR009620,MARKETING,MKT001413,DCL009672,PCL009620,unresolved_singleton,Unresolved,1,1,,,
STG022717,UCR009621,MARKETING,MKT001415,DCL009673,PCL009621,unresolved_singleton,Unresolved,1,1,,,
STG022743,UCR009623,MARKETING,MKT001441,DCL009675,PCL009623,unresolved_singleton,Unresolved,1,1,,,
STG022765,UCR009624,MARKETING,MKT001463,DCL009676,PCL009624,unresolved_singleton,Unresolved,1,1,,,
STG022795,UCR009627,MARKETING,MKT001493,DCL009680,PCL009627,unresolved_singleton,Unresolved,1,1,,,
STG022813,UCR009628,MARKETING,MKT001511,DCL009681,PCL009628,unresolved_singleton,Unresolved,1,1,,,
STG022822,UCR009629,MARKETING,MKT001520,DCL009682,PCL009629,unresolved_singleton,Unresolved,1,1,,,
STG022823,UCR009630,MARKETING,MKT001521,DCL009683,PCL009630,unresolved_singleton,Unresolved,1,1,,,
STG022847,UCR009633,MARKETING,MKT001545,DCL009686,PCL009633,unresolved_singleton,Unresolved,1,1,,,
STG022908,UCR009638,MARKETING,MKT001606,DCL009691,PCL009638,unresolved_singleton,Unresolved,1,1,,,
STG022937,UCR009641,MARKETING,MKT001635,DCL009694,PCL009641,unresolved_singleton,Unresolved,1,1,,,
STG022940,UCR009642,MARKETING,MKT001638,DCL009695,PCL009642,unresolved_singleton,Unresolved,1,1,,,
STG022943,UCR009643,MARKETING,MKT001641,DCL009696,PCL009643,unresolved_singleton,Unresolved,1,1,,,
STG022969,UCR009644,MARKETING,MKT001667,DCL009697,PCL009644,unresolved_singleton,Unresolved,1,1,,,
STG022973,UCR009645,MARKETING,MKT001671,DCL009698,PCL009645,unresolved_singleton,Unresolved,1,1,,,
STG022983,UCR009646,MARKETING,MKT001681,DCL009699,PCL009646,unresolved_singleton,Unresolved,1,1,,,
STG023000,UCR009647,MARKETING,MKT001698,DCL009700,PCL009647,unresolved_singleton,Unresolved,1,1,,,
STG023004,UCR009648,MARKETING,MKT001702,DCL009701,PCL009648,unresolved_singleton,Unresolved,1,1,,,
STG023016,UCR009649,MARKETING,MKT001714,DCL009702,PCL009649,unresolved_singleton,Unresolved,1,1,,,
STG023026,UCR009650,MARKETING,MKT001724,DCL009703,PCL009650,unresolved_singleton,Unresolved,1,1,,,
STG023031,UCR009651,MARKETING,MKT001729,DCL009704,PCL009651,unresolved_singleton,Unresolved,1,1,,,
STG023047,UCR009654,MARKETING,MKT001745,DCL009707,PCL009654,unresolved_singleton,Unresolved,1,1,,,
STG023096,UCR009656,MARKETING,MKT001794,DCL009709,PCL009656,unresolved_singleton,Unresolved,1,1,,,
STG023114,UCR009658,MARKETING,MKT001812,DCL009711,PCL009658,unresolved_singleton,Unresolved,1,1,,,
STG023118,UCR009659,MARKETING,MKT001816,DCL009712,PCL009659,unresolved_singleton,Unresolved,1,1,,,
STG023122,UCR009660,MARKETING,MKT001820,DCL009713,PCL009660,unresolved_singleton,Unresolved,1,1,,,
STG023126,UCR009661,MARKETING,MKT001824,DCL009714,PCL009661,unresolved_singleton,Unresolved,1,1,,,
STG023130,UCR009662,MARKETING,MKT001828,DCL009715,PCL009662,unresolved_singleton,Unresolved,1,1,,,
STG023146,UCR009664,MARKETING,MKT001844,DCL009717,PCL009664,unresolved_singleton,Unresolved,1,1,,,
STG023183,UCR009665,MARKETING,MKT001881,DCL009719,PCL009665,unresolved_singleton,Unresolved,1,1,,,
STG023197,UCR009666,MARKETING,MKT001895,DCL009720,PCL009666,unresolved_singleton,Unresolved,1,1,,,
STG023220,UCR009669,MARKETING,MKT001918,DCL009723,PCL009669,unresolved_singleton,Unresolved,1,1,,,
STG023273,UCR009670,MARKETING,MKT001971,DCL009725,PCL009670,unresolved_singleton,Unresolved,1,1,,,
STG023294,UCR009672,MARKETING,MKT001992,DCL009727,PCL009672,unresolved_singleton,Unresolved,1,1,,,
STG023304,UCR009674,MARKETING,MKT002002,DCL009729,PCL009674,unresolved_singleton,Unresolved,1,1,,,
STG023313,UCR009675,MARKETING,MKT002011,DCL009730,PCL009675,unresolved_singleton,Unresolved,1,1,,,
STG023353,UCR009676,MARKETING,MKT002051,DCL009731,PCL009676,unresolved_singleton,Unresolved,1,1,,,
STG023360,UCR009677,MARKETING,MKT002058,DCL009732,PCL009677,unresolved_singleton,Unresolved,1,1,,,
STG023393,UCR009678,MARKETING,MKT002091,DCL009733,PCL009678,unresolved_singleton,Unresolved,1,1,,,
STG023413,UCR009680,MARKETING,MKT002111,DCL009735,PCL009680,unresolved_singleton,Unresolved,1,1,,,
STG023428,UCR009681,MARKETING,MKT002126,DCL009736,PCL009681,unresolved_singleton,Unresolved,1,1,,,
STG023429,UCR009682,MARKETING,MKT002127,DCL009737,PCL009682,unresolved_singleton,Unresolved,1,1,,,
STG023519,UCR009684,MARKETING,MKT002217,DCL009739,PCL009684,unresolved_singleton,Unresolved,1,1,,,
STG023546,UCR009686,MARKETING,MKT002244,DCL009741,PCL009686,unresolved_singleton,Unresolved,1,1,,,
STG023572,UCR009687,MARKETING,MKT002270,DCL009742,PCL009687,unresolved_singleton,Unresolved,1,1,,,
STG023576,UCR009688,MARKETING,MKT002274,DCL009743,PCL009688,unresolved_singleton,Unresolved,1,1,,,
STG023594,UCR009690,MARKETING,MKT002292,DCL009745,PCL009690,unresolved_singleton,Unresolved,1,1,,,
STG023604,UCR009691,MARKETING,MKT002302,DCL009746,PCL009691,unresolved_singleton,Unresolved,1,1,,,
STG023637,UCR009693,MARKETING,MKT002335,DCL009749,PCL009693,unresolved_singleton,Unresolved,1,1,,,
STG023658,UCR009694,MARKETING,MKT002356,DCL009750,PCL009694,unresolved_singleton,Unresolved,1,1,,,
STG023672,UCR009696,MARKETING,MKT002370,DCL009752,PCL009696,unresolved_singleton,Unresolved,1,1,,,
STG023691,UCR009697,MARKETING,MKT002389,DCL009753,PCL009697,unresolved_singleton,Unresolved,1,1,,,
STG023698,UCR009698,MARKETING,MKT002396,DCL009754,PCL009698,unresolved_singleton,Unresolved,1,1,,,
STG023700,UCR009699,MARKETING,MKT002398,DCL009755,PCL009699,unresolved_singleton,Unresolved,1,1,,,
STG023713,UCR009700,MARKETING,MKT002411,DCL009756,PCL009700,unresolved_singleton,Unresolved,1,1,,,
STG023721,UCR009701,MARKETING,MKT002419,DCL009757,PCL009701,unresolved_singleton,Unresolved,1,1,,,
STG023723,UCR009702,MARKETING,MKT002421,DCL009758,PCL009702,unresolved_singleton,Unresolved,1,1,,,
STG023731,UCR009704,MARKETING,MKT002429,DCL009760,PCL009704,unresolved_singleton,Unresolved,1,1,,,
STG023753,UCR009705,MARKETING,MKT002451,DCL009761,PCL009705,unresolved_singleton,Unresolved,1,1,,,
STG023754,UCR009706,MARKETING,MKT002452,DCL009762,PCL009706,unresolved_singleton,Unresolved,1,1,,,
STG023843,UCR009710,MARKETING,MKT002541,DCL009766,PCL009710,unresolved_singleton,Unresolved,1,1,,,
STG023857,UCR009711,MARKETING,MKT002555,DCL009767,PCL009711,unresolved_singleton,Unresolved,1,1,,,
STG023858,UCR009712,MARKETING,MKT002556,DCL009768,PCL009712,unresolved_singleton,Unresolved,1,1,,,
STG023874,UCR009713,MARKETING,MKT002572,DCL009769,PCL009713,unresolved_singleton,Unresolved,1,1,,,
STG023888,UCR009715,MARKETING,MKT002586,DCL009771,PCL009715,unresolved_singleton,Unresolved,1,1,,,
STG023897,UCR009716,MARKETING,MKT002595,DCL009772,PCL009716,unresolved_singleton,Unresolved,1,1,,,
STG023907,UCR009717,MARKETING,MKT002605,DCL009773,PCL009717,unresolved_singleton,Unresolved,1,1,,,
STG023910,UCR009718,MARKETING,MKT002608,DCL009774,PCL009718,unresolved_singleton,Unresolved,1,1,,,
STG023915,UCR009719,MARKETING,MKT002613,DCL009775,PCL009719,unresolved_singleton,Unresolved,1,1,,,
STG023917,UCR009720,MARKETING,MKT002615,DCL009776,PCL009720,unresolved_singleton,Unresolved,1,1,,,
STG023921,UCR009721,MARKETING,MKT002619,DCL009777,PCL009721,unresolved_singleton,Unresolved,1,1,,,
STG023923,UCR009722,MARKETING,MKT002621,DCL009778,PCL009722,unresolved_singleton,Unresolved,1,1,,,
STG023951,UCR009724,MARKETING,MKT002649,DCL009780,PCL009724,unresolved_singleton,Unresolved,1,1,,,
STG023956,UCR009725,MARKETING,MKT002654,DCL009781,PCL009725,unresolved_singleton,Unresolved,1,1,,,
STG024012,UCR009727,MARKETING,MKT002710,DCL009783,PCL009727,unresolved_singleton,Unresolved,1,1,,,
STG024060,UCR009728,MARKETING,MKT002758,DCL009784,PCL009728,unresolved_singleton,Unresolved,1,1,,,
STG024069,UCR009729,MARKETING,MKT002767,DCL009785,PCL009729,unresolved_singleton,Unresolved,1,1,,,
STG024073,UCR009730,MARKETING,MKT002771,DCL009786,PCL009730,unresolved_singleton,Unresolved,1,1,,,
STG024095,UCR009732,MARKETING,MKT002793,DCL009788,PCL009732,unresolved_singleton,Unresolved,1,1,,,
STG024171,UCR009735,MARKETING,MKT002869,DCL009791,PCL009735,unresolved_singleton,Unresolved,1,1,,,
STG024178,UCR009736,MARKETING,MKT002876,DCL009792,PCL009736,unresolved_singleton,Unresolved,1,1,,,
STG024191,UCR009737,MARKETING,MKT002889,DCL009793,PCL009737,unresolved_singleton,Unresolved,1,1,,,
STG024214,UCR009738,MARKETING,MKT002912,DCL009794,PCL009738,unresolved_singleton,Unresolved,1,1,,,
STG024217,UCR009739,MARKETING,MKT002915,DCL009795,PCL009739,unresolved_singleton,Unresolved,1,1,,,
STG024267,UCR009741,MARKETING,MKT002965,DCL009797,PCL009741,unresolved_singleton,Unresolved,1,1,,,
STG024321,UCR009742,MARKETING,MKT003019,DCL009798,PCL009742,unresolved_singleton,Unresolved,1,1,,,
STG024328,UCR009743,MARKETING,MKT003026,DCL009799,PCL009743,unresolved_singleton,Unresolved,1,1,,,
STG024374,UCR009745,MARKETING,MKT003072,DCL009801,PCL009745,unresolved_singleton,Unresolved,1,1,,,
STG024375,UCR009746,MARKETING,MKT003073,DCL009802,PCL009746,unresolved_singleton,Unresolved,1,1,,,
STG024385,UCR009747,MARKETING,MKT003083,DCL009803,PCL009747,unresolved_singleton,Unresolved,1,1,,,
STG024392,UCR009748,MARKETING,MKT003090,DCL009804,PCL009748,unresolved_singleton,Unresolved,1,1,,,
STG024425,UCR009751,MARKETING,MKT003123,DCL009807,PCL009751,unresolved_singleton,Unresolved,1,1,,,
STG024485,UCR009753,MARKETING,MKT003183,DCL009810,PCL009753,unresolved_singleton,Unresolved,1,1,,,
STG024496,UCR009755,MARKETING,MKT003194,DCL009812,PCL009755,unresolved_singleton,Unresolved,1,1,,,
STG024529,UCR009757,MARKETING,MKT003227,DCL009814,PCL009757,unresolved_singleton,Unresolved,1,1,,,
STG024544,UCR009758,MARKETING,MKT003242,DCL009815,PCL009758,unresolved_singleton,Unresolved,1,1,,,
STG024547,UCR009759,MARKETING,MKT003245,DCL009816,PCL009759,unresolved_singleton,Unresolved,1,1,,,
STG024561,UCR009761,MARKETING,MKT003259,DCL009818,PCL009761,unresolved_singleton,Unresolved,1,1,,,
STG024563,UCR009762,MARKETING,MKT003261,DCL009819,PCL009762,unresolved_singleton,Unresolved,1,1,,,
STG024565,UCR009763,MARKETING,MKT003263,DCL009820,PCL009763,unresolved_singleton,Unresolved,1,1,,,
STG024611,UCR009764,MARKETING,MKT003309,DCL009821,PCL009764,unresolved_singleton,Unresolved,1,1,,,
STG024659,UCR009765,MARKETING,MKT003357,DCL009822,PCL009765,unresolved_singleton,Unresolved,1,1,,,
