ucr_id,probabilistic_cluster_id,minimum_staging_record_id,resolution_status,match_method,cluster_size,deterministic_cluster_count,deterministic_cluster_ids,source_system_count,source_systems,cluster_confidence,cluster_confidence_type,deterministic_linking_rules
UCR002525,PCL002525,STG002525,deterministically_linked,Deterministic,8,1,DCL002525,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002526,PCL002526,STG002526,deterministically_linked,Deterministic,4,1,DCL002526,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002527,PCL002527,STG002527,deterministically_linked,Deterministic,5,1,DCL002527,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002528,PCL002528,STG002528,deterministically_linked,Deterministic,8,1,DCL002528,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002529,PCL002529,STG002529,deterministically_linked,Deterministic,4,1,DCL002529,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D03 | D07
UCR002530,PCL002530,STG002530,deterministically_linked,Deterministic,4,1,DCL002530,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D08
UCR002531,PCL002531,STG002531,deterministically_linked,Deterministic,10,1,DCL002531,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D05
UCR002532,PCL002532,STG002532,deterministically_linked,Deterministic,7,1,DCL002532,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR002533,PCL002533,STG002533,deterministically_linked,Deterministic,7,1,DCL002533,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002534,PCL002534,STG002534,deterministically_linked,Deterministic,7,1,DCL002534,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002535,PCL002535,STG002535,deterministically_linked,Deterministic,5,1,DCL002535,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR002536,PCL002536,STG002536,deterministically_linked,Deterministic,12,1,DCL002536,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR002537,PCL002537,STG002537,deterministically_linked,Deterministic,8,1,DCL002537,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002538,PCL002538,STG002538,deterministically_linked,Deterministic,3,1,DCL002538,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D03 | D04
UCR002539,PCL002539,STG002539,deterministically_linked,Deterministic,8,1,DCL002539,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002540,PCL002540,STG002540,unresolved_singleton,Unresolved,1,1,DCL002540,1,CRM,,,
UCR002541,PCL002541,STG002541,deterministically_linked,Deterministic,7,1,DCL002541,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR002542,PCL002542,STG002542,deterministically_linked,Deterministic,4,1,DCL002542,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D08
UCR002543,PCL002543,STG002543,deterministically_linked,Deterministic,10,1,DCL002543,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002544,PCL002544,STG002544,deterministically_linked,Deterministic,9,1,DCL002544,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002545,PCL002545,STG002545,deterministically_linked,Deterministic,3,1,DCL002545,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002546,PCL002546,STG002546,deterministically_linked,Deterministic,4,1,DCL002546,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002547,PCL002547,STG002547,deterministically_linked,Deterministic,7,1,DCL002547,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR002548,PCL002548,STG002548,deterministically_linked,Deterministic,4,1,DCL002548,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR002549,PCL002549,STG002549,deterministically_linked,Deterministic,11,1,DCL002549,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002550,PCL002550,STG002550,deterministically_linked,Deterministic,14,1,DCL002550,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D08
UCR002551,PCL002551,STG002551,deterministically_linked,Deterministic,3,1,DCL002551,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002552,PCL002552,STG002552,deterministically_linked,Deterministic,10,1,DCL002552,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002553,PCL002553,STG002553,deterministically_linked,Deterministic,6,1,DCL002553,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002554,PCL002554,STG002554,deterministically_linked,Deterministic,2,1,DCL002554,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D04
UCR002555,PCL002555,STG002555,deterministically_linked,Deterministic,5,1,DCL002555,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D05
UCR002556,PCL002556,STG002556,deterministically_linked,Deterministic,13,1,DCL002556,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D05
UCR002557,PCL002557,STG002557,deterministically_linked,Deterministic,5,1,DCL002557,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D04
UCR002558,PCL002558,STG002558,deterministically_linked,Deterministic,11,1,DCL002558,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002559,PCL002559,STG002559,deterministically_linked,Deterministic,8,1,DCL002559,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR002560,PCL002560,STG002560,deterministically_linked,Deterministic,16,1,DCL002560,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D05
UCR002561,PCL002561,STG002561,deterministically_linked,Deterministic,11,1,DCL002561,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D04
UCR002562,PCL002562,STG002562,deterministically_linked,Deterministic,3,1,DCL002562,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002563,PCL002563,STG002563,deterministically_linked,Deterministic,5,1,DCL002563,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D07
UCR002564,PCL002564,STG002564,deterministically_linked,Deterministic,12,1,DCL002564,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D06
UCR002565,PCL002565,STG002565,deterministically_linked,Deterministic,4,1,DCL002565,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002566,PCL002566,STG002566,deterministically_linked,Deterministic,5,1,DCL002566,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002567,PCL002567,STG002567,deterministically_linked,Deterministic,10,1,DCL002567,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR002568,PCL002568,STG002568,deterministically_linked,Deterministic,8,1,DCL002568,4,CRM | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D06
UCR002569,PCL002569,STG002569,deterministically_linked,Deterministic,7,1,DCL002569,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002570,PCL002570,STG002570,deterministically_linked,Deterministic,5,1,DCL002570,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002571,PCL002571,STG002571,deterministically_linked,Deterministic,4,1,DCL002571,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D06
UCR002572,PCL002572,STG002572,deterministically_linked,Deterministic,2,1,DCL002572,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002573,PCL002573,STG002573,deterministically_linked,Deterministic,7,1,DCL002573,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002574,PCL002574,STG002574,deterministically_linked,Deterministic,10,1,DCL002574,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002575,PCL002575,STG002575,deterministically_linked,Deterministic,6,1,DCL002575,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002576,PCL002576,STG002576,deterministically_linked,Deterministic,13,1,DCL002576,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D06
UCR002577,PCL002577,STG002577,deterministically_linked,Deterministic,10,1,DCL002577,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03 | D08
UCR002578,PCL002578,STG002578,deterministically_linked,Deterministic,12,1,DCL002578,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002579,PCL002579,STG002579,deterministically_linked,Deterministic,9,1,DCL002579,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002580,PCL002580,STG002580,deterministically_linked,Deterministic,2,1,DCL002580,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002581,PCL002581,STG002581,deterministically_linked,Deterministic,3,1,DCL002581,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002582,PCL002582,STG002582,deterministically_linked,Deterministic,9,1,DCL002582,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D08
UCR002583,PCL002583,STG002583,deterministically_linked,Deterministic,4,1,DCL002583,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR002584,PCL002584,STG002584,deterministically_linked,Deterministic,8,1,DCL002584,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002585,PCL002585,STG002585,deterministically_linked,Deterministic,11,1,DCL002585,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002586,PCL002586,STG002586,deterministically_linked,Deterministic,7,1,DCL002586,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002587,PCL002587,STG002587,deterministically_linked,Deterministic,11,1,DCL002587,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D06
UCR002588,PCL002588,STG002588,deterministically_linked,Deterministic,11,1,DCL002588,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D05
UCR002589,PCL002589,STG002589,deterministically_linked,Deterministic,4,1,DCL002589,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002590,PCL002590,STG002590,deterministically_linked,Deterministic,6,1,DCL002590,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002591,PCL002591,STG002591,deterministically_linked,Deterministic,2,1,DCL002591,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D05
UCR002592,PCL002592,STG002592,deterministically_linked,Deterministic,13,1,DCL002592,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D05
UCR002593,PCL002593,STG002593,deterministically_linked,Deterministic,10,1,DCL002593,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D06
UCR002594,PCL002594,STG002594,deterministically_linked,Deterministic,4,1,DCL002594,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002595,PCL002595,STG002595,deterministically_linked,Deterministic,6,1,DCL002595,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002596,PCL002596,STG002596,deterministically_linked,Deterministic,5,1,DCL002596,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002597,PCL002597,STG002597,deterministically_linked,Deterministic,13,1,DCL002597,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002598,PCL002598,STG002598,deterministically_linked,Deterministic,3,1,DCL002598,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002599,PCL002599,STG002599,deterministically_linked,Deterministic,3,1,DCL002599,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002600,PCL002600,STG002600,deterministically_linked,Deterministic,6,1,DCL002600,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D08
UCR002601,PCL002601,STG002601,deterministically_linked,Deterministic,4,1,DCL002601,3,CRM | ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002602,PCL002602,STG002602,deterministically_linked,Deterministic,4,1,DCL002602,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR002603,PCL002603,STG002603,deterministically_linked,Deterministic,7,1,DCL002603,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D06
UCR002604,PCL002604,STG002604,deterministically_linked,Deterministic,3,1,DCL002604,3,CRM | ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002605,PCL002605,STG002605,deterministically_linked,Deterministic,3,1,DCL002605,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002606,PCL002606,STG002606,deterministically_linked,Deterministic,5,1,DCL002606,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D05 | D06
UCR002607,PCL002607,STG002607,deterministically_linked,Deterministic,5,1,DCL002607,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002608,PCL002608,STG002608,deterministically_linked,Deterministic,5,1,DCL002608,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002609,PCL002609,STG002609,deterministically_linked,Deterministic,3,1,DCL002609,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002610,PCL002610,STG002610,deterministically_linked,Deterministic,4,1,DCL002610,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002611,PCL002611,STG002611,deterministically_linked,Deterministic,7,1,DCL002611,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002612,PCL002612,STG002612,deterministically_linked,Deterministic,13,1,DCL002612,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D06 | D08
UCR002613,PCL002613,STG002613,deterministically_linked,Deterministic,9,1,DCL002613,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR002614,PCL002614,STG002614,deterministically_linked,Deterministic,8,1,DCL002614,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03 | D05 | D08
UCR002615,PCL002615,STG002615,unresolved_singleton,Unresolved,1,1,DCL002615,1,CRM,,,
UCR002616,PCL002616,STG002616,deterministically_linked,Deterministic,4,1,DCL002616,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002617,PCL002617,STG002617,probabilistically_linked,Hybrid,4,2,DCL002617 | DCL009213,4,CRM | ECOMMERCE | MARKETING | ONLINE,0.9235,Minimum accepted probabilistic score,D01 | D03
UCR002618,PCL002618,STG002618,deterministically_linked,Deterministic,9,1,DCL002618,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002619,PCL002619,STG002619,deterministically_linked,Deterministic,2,1,DCL002619,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002620,PCL002620,STG002620,deterministically_linked,Deterministic,3,1,DCL002620,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002621,PCL002621,STG002621,deterministically_linked,Deterministic,8,1,DCL002621,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D05
UCR002622,PCL002622,STG002622,deterministically_linked,Deterministic,3,1,DCL002622,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D08
UCR002623,PCL002623,STG002623,deterministically_linked,Deterministic,4,1,DCL002623,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D05
UCR002624,PCL002624,STG002624,deterministically_linked,Deterministic,9,1,DCL002624,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D05
UCR002625,PCL002625,STG002625,deterministically_linked,Deterministic,5,1,DCL002625,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D04
UCR002626,PCL002626,STG002626,deterministically_linked,Deterministic,3,1,DCL002626,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002627,PCL002627,STG002627,deterministically_linked,Deterministic,8,1,DCL002627,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR002628,PCL002628,STG002628,deterministically_linked,Deterministic,2,1,DCL002628,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002629,PCL002629,STG002629,deterministically_linked,Deterministic,2,1,DCL002629,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002630,PCL002630,STG002630,deterministically_linked,Deterministic,3,1,DCL002630,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002631,PCL002631,STG002631,deterministically_linked,Deterministic,12,1,DCL002631,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D05
UCR002632,PCL002632,STG002632,deterministically_linked,Deterministic,2,1,DCL002632,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002633,PCL002633,STG002633,deterministically_linked,Deterministic,7,1,DCL002633,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002634,PCL002634,STG002634,deterministically_linked,Deterministic,7,1,DCL002634,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002635,PCL002635,STG002635,deterministically_linked,Deterministic,5,1,DCL002635,2,CRM | ONLINE,1.0,Exact deterministic-rule confidence,D02
UCR002636,PCL002636,STG002636,deterministically_linked,Deterministic,4,1,DCL002636,3,CRM | ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR002637,PCL002637,STG002637,deterministically_linked,Deterministic,9,1,DCL002637,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002638,PCL002638,STG002638,deterministically_linked,Deterministic,6,1,DCL002638,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D04 | D06
UCR002639,PCL002639,STG002639,deterministically_linked,Deterministic,5,1,DCL002639,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002640,PCL002640,STG002640,deterministically_linked,Deterministic,11,1,DCL002640,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002641,PCL002641,STG002641,deterministically_linked,Deterministic,3,1,DCL002641,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR002642,PCL002642,STG002642,deterministically_linked,Deterministic,4,1,DCL002642,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR002643,PCL002643,STG002643,deterministically_linked,Deterministic,8,1,DCL002643,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002644,PCL002644,STG002644,deterministically_linked,Deterministic,12,1,DCL002644,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002645,PCL002645,STG002645,deterministically_linked,Deterministic,7,1,DCL002645,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002646,PCL002646,STG002646,deterministically_linked,Deterministic,6,1,DCL002646,3,CRM | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR002647,PCL002647,STG002647,deterministically_linked,Deterministic,9,1,DCL002647,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR002648,PCL002648,STG002648,deterministically_linked,Deterministic,14,1,DCL002648,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002649,PCL002649,STG002649,deterministically_linked,Deterministic,10,1,DCL002649,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D05
UCR002650,PCL002650,STG002650,deterministically_linked,Deterministic,6,1,DCL002650,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002651,PCL002651,STG002651,deterministically_linked,Deterministic,5,1,DCL002651,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D05 | D06
UCR002652,PCL002652,STG002652,deterministically_linked,Deterministic,7,1,DCL002652,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR002653,PCL002653,STG002653,deterministically_linked,Deterministic,8,1,DCL002653,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D05 | D08
UCR002654,PCL002654,STG002654,deterministically_linked,Deterministic,4,1,DCL002654,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002655,PCL002655,STG002655,deterministically_linked,Deterministic,6,1,DCL002655,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR002656,PCL002656,STG002656,deterministically_linked,Deterministic,11,1,DCL002656,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002657,PCL002657,STG002657,deterministically_linked,Deterministic,5,1,DCL002657,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D02
UCR002658,PCL002658,STG002658,deterministically_linked,Deterministic,6,1,DCL002658,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03 | D06
UCR002659,PCL002659,STG002659,deterministically_linked,Deterministic,5,1,DCL002659,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR002660,PCL002660,STG002660,deterministically_linked,Deterministic,3,1,DCL002660,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D05
UCR002661,PCL002661,STG002661,deterministically_linked,Deterministic,12,1,DCL002661,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002662,PCL002662,STG002662,unresolved_singleton,Unresolved,1,1,DCL002662,1,CRM,,,
UCR002663,PCL002663,STG002663,deterministically_linked,Deterministic,5,1,DCL002663,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D05
UCR002664,PCL002664,STG002664,deterministically_linked,Deterministic,4,1,DCL002664,2,CRM | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002665,PCL002665,STG002665,deterministically_linked,Deterministic,4,1,DCL002665,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D03 | D06
UCR002666,PCL002666,STG002666,unresolved_singleton,Unresolved,1,1,DCL002666,1,CRM,,,
UCR002667,PCL002667,STG002667,deterministically_linked,Deterministic,7,1,DCL002667,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002668,PCL002668,STG002668,deterministically_linked,Deterministic,7,1,DCL002668,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002669,PCL002669,STG002669,deterministically_linked,Deterministic,3,1,DCL002669,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR002670,PCL002670,STG002670,deterministically_linked,Deterministic,6,1,DCL002670,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002671,PCL002671,STG002671,deterministically_linked,Deterministic,5,1,DCL002671,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D04
UCR002672,PCL002672,STG002672,deterministically_linked,Deterministic,13,1,DCL002672,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002673,PCL002673,STG002673,deterministically_linked,Deterministic,8,1,DCL002673,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D06
UCR002674,PCL002674,STG002674,deterministically_linked,Deterministic,9,1,DCL002674,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR002675,PCL002675,STG002675,deterministically_linked,Deterministic,22,1,DCL002675,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR002676,PCL002676,STG002676,deterministically_linked,Deterministic,12,1,DCL002676,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
