staging_record_id,ucr_id,source_system,source_record_id,deterministic_cluster_id,probabilistic_cluster_id,resolution_status,match_method,cluster_size,deterministic_cluster_count,cluster_confidence,cluster_confidence_type,deterministic_linking_rules
STG044528,,ONLINE,SES011226,,,anonymous_unresolvable,Not applicable,,,,,
STG044531,,ONLINE,SES011229,,,anonymous_unresolvable,Not applicable,,,,,
STG044532,,ONLINE,SES011230,,,anonymous_unresolvable,Not applicable,,,,,
STG044536,,ONLINE,SES011234,,,anonymous_unresolvable,Not applicable,,,,,
STG044537,,ONLINE,SES011235,,,anonymous_unresolvable,Not applicable,,,,,
STG044538,,ONLINE,SES011236,,,anonymous_unresolvable,Not applicable,,,,,
STG044539,,ONLINE,SES011237,,,anonymous_unresolvable,Not applicable,,,,,
STG044540,,ONLINE,SES011238,,,anonymous_unresolvable,Not applicable,,,,,
STG044541,,ONLINE,SES011239,,,anonymous_unresolvable,Not applicable,,,,,
STG044543,,ONLINE,SES011241,,,anonymous_unresolvable,Not applicable,,,,,
STG044546,,ONLINE,SES011244,,,anonymous_unresolvable,Not applicable,,,,,
STG044549,,ONLINE,SES011247,,,anonymous_unresolvable,Not applicable,,,,,
STG044550,,ONLINE,SES011248,,,anonymous_unresolvable,Not applicable,,,,,
STG044553,,ONLINE,SES011251,,,anonymous_unresolvable,Not applicable,,,,,
STG044554,,ONLINE,SES011252,,,anonymous_unresolvable,Not applicable,,,,,
STG044555,,ONLINE,SES011253,,,anonymous_unresolvable,Not applicable,,,,,
STG044556,,ONLINE,SES011254,,,anonymous_unresolvable,Not applicable,,,,,
STG044558,,ONLINE,SES011256,,,anonymous_unresolvable,Not applicable,,,,,
STG044562,,ONLINE,SES011260,,,anonymous_unresolvable,Not applicable,,,,,
STG044563,,ONLINE,SES011261,,,anonymous_unresolvable,Not applicable,,,,,
STG044565,,ONLINE,SES011263,,,anonymous_unresolvable,Not applicable,,,,,
STG044566,,ONLINE,SES011264,,,anonymous_unresolvable,Not applicable,,,,,
STG044567,,ONLINE,SES011265,,,anonymous_unresolvable,Not applicable,,,,,
STG044568,,ONLINE,SES011266,,,anonymous_unresolvable,Not applicable,,,,,
STG044570,,ONLINE,SES011268,,,anonymous_unresolvable,Not applicable,,,,,
STG044574,,ONLINE,SES011272,,,anonymous_unresolvable,Not applicable,,,,,
STG044575,,ONLINE,SES011273,,,anonymous_unresolvable,Not applicable,,,,,
STG044576,,ONLINE,SES011274,,,anonymous_unresolvable,Not applicable,,,,,
STG044578,,ONLINE,SES011276,,,anonymous_unresolvable,Not applicable,,,,,
STG044580,,ONLINE,SES011278,,,anonymous_unresolvable,Not applicable,,,,,
STG044582,,ONLINE,SES011280,,,anonymous_unresolvable,Not applicable,,,,,
STG044585,,ONLINE,SES011283,,,anonymous_unresolvable,Not applicable,,,,,
STG044587,,ONLINE,SES011285,,,anonymous_unresolvable,Not applicable,,,,,
STG044588,,ONLINE,SES011286,,,anonymous_unresolvable,Not applicable,,,,,
STG044593,,ONLINE,SES011291,,,anonymous_unresolvable,Not applicable,,,,,
STG044594,,ONLINE,SES011292,,,anonymous_unresolvable,Not applicable,,,,,
STG044596,,ONLINE,SES011294,,,anonymous_unresolvable,Not applicable,,,,,
STG044598,,ONLINE,SES011296,,,anonymous_unresolvable,Not applicable,,,,,
STG044602,,ONLINE,SES011300,,,anonymous_unresolvable,Not applicable,,,,,
STG044603,,ONLINE,SES011301,,,anonymous_unresolvable,Not applicable,,,,,
STG044604,,ONLINE,SES011302,,,anonymous_unresolvable,Not applicable,,,,,
STG044605,,ONLINE,SES011303,,,anonymous_unresolvable,Not applicable,,,,,
STG044607,,ONLINE,SES011305,,,anonymous_unresolvable,Not applicable,,,,,
STG044608,,ONLINE,SES011306,,,anonymous_unresolvable,Not applicable,,,,,
STG044609,,ONLINE,SES011307,,,anonymous_unresolvable,Not applicable,,,,,
STG044613,,ONLINE,SES011311,,,anonymous_unresolvable,Not applicable,,,,,
STG044618,,ONLINE,SES011316,,,anonymous_unresolvable,Not applicable,,,,,
STG044621,,ONLINE,SES011319,,,anonymous_unresolvable,Not applicable,,,,,
STG044622,,ONLINE,SES011320,,,anonymous_unresolvable,Not applicable,,,,,
STG044623,,ONLINE,SES011321,,,anonymous_unresolvable,Not applicable,,,,,
STG044624,,ONLINE,SES011322,,,anonymous_unresolvable,Not applicable,,,,,
STG044625,,ONLINE,SES011323,,,anonymous_unresolvable,Not applicable,,,,,
STG044626,,ONLINE,SES011324,,,anonymous_unresolvable,Not applicable,,,,,
STG044627,,ONLINE,SES011325,,,anonymous_unresolvable,Not applicable,,,,,
STG044628,,ONLINE,SES011326,,,anonymous_unresolvable,Not applicable,,,,,
STG044632,,ONLINE,SES011330,,,anonymous_unresolvable,Not applicable,,,,,
STG044633,,ONLINE,SES011331,,,anonymous_unresolvable,Not applicable,,,,,
STG044634,,ONLINE,SES011332,,,anonymous_unresolvable,Not applicable,,,,,
STG044637,,ONLINE,SES011335,,,anonymous_unresolvable,Not applicable,,,,,
STG044638,,ONLINE,SES011336,,,anonymous_unresolvable,Not applicable,,,,,
STG044639,,ONLINE,SES011337,,,anonymous_unresolvable,Not applicable,,,,,
STG044640,,ONLINE,SES011338,,,anonymous_unresolvable,Not applicable,,,,,
STG044641,,ONLINE,SES011339,,,anonymous_unresolvable,Not applicable,,,,,
STG044642,,ONLINE,SES011340,,,anonymous_unresolvable,Not applicable,,,,,
STG044643,,ONLINE,SES011341,,,anonymous_unresolvable,Not applicable,,,,,
STG044644,,ONLINE,SES011342,,,anonymous_unresolvable,Not applicable,,,,,
STG044647,,ONLINE,SES011345,,,anonymous_unresolvable,Not applicable,,,,,
STG044650,,ONLINE,SES011348,,,anonymous_unresolvable,Not applicable,,,,,
STG044651,,ONLINE,SES011349,,,anonymous_unresolvable,Not applicable,,,,,
STG044652,,ONLINE,SES011350,,,anonymous_unresolvable,Not applicable,,,,,
STG044654,,ONLINE,SES011352,,,anonymous_unresolvable,Not applicable,,,,,
STG044655,,ONLINE,SES011353,,,anonymous_unresolvable,Not applicable,,,,,
STG044656,,ONLINE,SES011354,,,anonymous_unresolvable,Not applicable,,,,,
STG044657,,ONLINE,SES011355,,,anonymous_unresolvable,Not applicable,,,,,
STG044659,,ONLINE,SES011357,,,anonymous_unresolvable,Not applicable,,,,,
STG044663,,ONLINE,SES011361,,,anonymous_unresolvable,Not applicable,,,,,
STG044664,,ONLINE,SES011362,,,anonymous_unresolvable,Not applicable,,,,,
STG044665,,ONLINE,SES011363,,,anonymous_unresolvable,Not applicable,,,,,
STG044668,,ONLINE,SES011366,,,anonymous_unresolvable,Not applicable,,,,,
STG044669,,ONLINE,SES011367,,,anonymous_unresolvable,Not applicable,,,,,
STG044670,,ONLINE,SES011368,,,anonymous_unresolvable,Not applicable,,,,,
STG044673,,ONLINE,SES011371,,,anonymous_unresolvable,Not applicable,,,,,
STG044676,,ONLINE,SES011374,,,anonymous_unresolvable,Not applicable,,,,,
STG044680,,ONLINE,SES011378,,,anonymous_unresolvable,Not applicable,,,,,
STG044685,,ONLINE,SES011383,,,anonymous_unresolvable,Not applicable,,,,,
STG044688,,ONLINE,SES011386,,,anonymous_unresolvable,Not applicable,,,,,
STG044694,,ONLINE,SES011392,,,anonymous_unresolvable,Not applicable,,,,,
STG044695,,ONLINE,SES011393,,,anonymous_unresolvable,Not applicable,,,,,
STG044697,,ONLINE,SES011395,,,anonymous_unresolvable,Not applicable,,,,,
STG044698,,ONLINE,SES011396,,,anonymous_unresolvable,Not applicable,,,,,
STG044702,,ONLINE,SES011400,,,anonymous_unresolvable,Not applicable,,,,,
STG044704,,ONLINE,SES011402,,,anonymous_unresolvable,Not applicable,,,,,
STG044707,,ONLINE,SES011405,,,anonymous_unresolvable,Not applicable,,,,,
STG044708,,ONLINE,SES011406,,,anonymous_unresolvable,Not applicable,,,,,
STG044711,,ONLINE,SES011409,,,anonymous_unresolvable,Not applicable,,,,,
STG044712,,ONLINE,SES011410,,,anonymous_unresolvable,Not applicable,,,,,
STG044713,,ONLINE,SES011411,,,anonymous_unresolvable,Not applicable,,,,,
STG044715,,ONLINE,SES011413,,,anonymous_unresolvable,Not applicable,,,,,
STG044719,,ONLINE,SES011417,,,anonymous_unresolvable,Not applicable,,,,,
STG044720,,ONLINE,SES011418,,,anonymous_unresolvable,Not applicable,,,,,
STG044724,,ONLINE,SES011422,,,anonymous_unresolvable,Not applicable,,,,,
STG044725,,ONLINE,SES011423,,,anonymous_unresolvable,Not applicable,,,,,
STG044727,,ONLINE,SES011425,,,anonymous_unresolvable,Not applicable,,,,,
STG044730,,ONLINE,SES011428,,,anonymous_unresolvable,Not applicable,,,,,
STG044731,,ONLINE,SES011429,,,anonymous_unresolvable,Not applicable,,,,,
STG044732,,ONLINE,SES011430,,,anonymous_unresolvable,Not applicable,,,,,
STG044733,,ONLINE,SES011431,,,anonymous_unresolvable,Not applicable,,,,,
STG044736,,ONLINE,SES011434,,,anonymous_unresolvable,Not applicable,,,,,
STG044737,,ONLINE,SES011435,,,anonymous_unresolvable,Not applicable,,,,,
STG044742,,ONLINE,SES011440,,,anonymous_unresolvable,Not applicable,,,,,
STG044744,,ONLINE,SES011442,,,anonymous_unresolvable,Not applicable,,,,,
STG044745,,ONLINE,SES011443,,,anonymous_unresolvable,Not applicable,,,,,
STG044746,,ONLINE,SES011444,,,anonymous_unresolvable,Not applicable,,,,,
STG044748,,ONLINE,SES011446,,,anonymous_unresolvable,Not applicable,,,,,
STG044754,,ONLINE,SES011452,,,anonymous_unresolvable,Not applicable,,,,,
STG044755,,ONLINE,SES011453,,,anonymous_unresolvable,Not applicable,,,,,
STG044756,,ONLINE,SES011454,,,anonymous_unresolvable,Not applicable,,,,,
STG044758,,ONLINE,SES011456,,,anonymous_unresolvable,Not applicable,,,,,
STG044759,,ONLINE,SES011457,,,anonymous_unresolvable,Not applicable,,,,,
STG044760,,ONLINE,SES011458,,,anonymous_unresolvable,Not applicable,,,,,
STG044762,,ONLINE,SES011460,,,anonymous_unresolvable,Not applicable,,,,,
STG044763,,ONLINE,SES011461,,,anonymous_unresolvable,Not applicable,,,,,
STG044770,,ONLINE,SES011468,,,anonymous_unresolvable,Not applicable,,,,,
STG044771,,ONLINE,SES011469,,,anonymous_unresolvable,Not applicable,,,,,
STG044772,,ONLINE,SES011470,,,anonymous_unresolvable,Not applicable,,,,,
STG044774,,ONLINE,SES011472,,,anonymous_unresolvable,Not applicable,,,,,
STG044775,,ONLINE,SES011473,,,anonymous_unresolvable,Not applicable,,,,,
STG044778,,ONLINE,SES011476,,,anonymous_unresolvable,Not applicable,,,,,
STG044779,,ONLINE,SES011477,,,anonymous_unresolvable,Not applicable,,,,,
STG044780,,ONLINE,SES011478,,,anonymous_unresolvable,Not applicable,,,,,
STG044782,,ONLINE,SES011480,,,anonymous_unresolvable,Not applicable,,,,,
STG044783,,ONLINE,SES011481,,,anonymous_unresolvable,Not applicable,,,,,
STG044784,,ONLINE,SES011482,,,anonymous_unresolvable,Not applicable,,,,,
STG044785,,ONLINE,SES011483,,,anonymous_unresolvable,Not applicable,,,,,
STG044787,,ONLINE,SES011485,,,anonymous_unresolvable,Not applicable,,,,,
STG044789,,ONLINE,SES011487,,,anonymous_unresolvable,Not applicable,,,,,
STG044790,,ONLINE,SES011488,,,anonymous_unresolvable,Not applicable,,,,,
STG044791,,ONLINE,SES011489,,,anonymous_unresolvable,Not applicable,,,,,
STG044794,,ONLINE,SES011492,,,anonymous_unresolvable,Not applicable,,,,,
STG044795,,ONLINE,SES011493,,,anonymous_unresolvable,Not applicable,,,,,
STG044797,,ONLINE,SES011495,,,anonymous_unresolvable,Not applicable,,,,,
STG044799,,ONLINE,SES011497,,,anonymous_unresolvable,Not applicable,,,,,
STG044800,,ONLINE,SES011498,,,anonymous_unresolvable,Not applicable,,,,,
STG044801,,ONLINE,SES011499,,,anonymous_unresolvable,Not applicable,,,,,
STG044802,,ONLINE,SES011500,,,anonymous_unresolvable,Not applicable,,,,,
STG044804,,ONLINE,SES011502,,,anonymous_unresolvable,Not applicable,,,,,
STG044805,,ONLINE,SES011503,,,anonymous_unresolvable,Not applicable,,,,,
STG044809,,ONLINE,SES011507,,,anonymous_unresolvable,Not applicable,,,,,
STG044810,,ONLINE,SES011508,,,anonymous_unresolvable,Not applicable,,,,,
STG044812,,ONLINE,SES011510,,,anonymous_unresolvable,Not applicable,,,,,
STG044813,,ONLINE,SES011511,,,anonymous_unresolvable,Not applicable,,,,,
STG044815,,ONLINE,SES011513,,,anonymous_unresolvable,Not applicable,,,,,
STG044816,,ONLINE,SES011514,,,anonymous_unresolvable,Not applicable,,,,,
STG044817,,ONLINE,SES011515,,,anonymous_unresolvable,Not applicable,,,,,
STG044818,,ONLINE,SES011516,,,anonymous_unresolvable,Not applicable,,,,,
STG044821,,ONLINE,SES011519,,,anonymous_unresolvable,Not applicable,,,,,
STG044822,,ONLINE,SES011520,,,anonymous_unresolvable,Not applicable,,,,,
STG044823,,ONLINE,SES011521,,,anonymous_unresolvable,Not applicable,,,,,
STG044824,,ONLINE,SES011522,,,anonymous_unresolvable,Not applicable,,,,,
STG044825,,ONLINE,SES011523,,,anonymous_unresolvable,Not applicable,,,,,
STG044828,,ONLINE,SES011526,,,anonymous_unresolvable,Not applicable,,,,,
STG044832,,ONLINE,SES011530,,,anonymous_unresolvable,Not applicable,,,,,
STG044836,,ONLINE,SES011534,,,anonymous_unresolvable,Not applicable,,,,,
STG044837,,ONLINE,SES011535,,,anonymous_unresolvable,Not applicable,,,,,
STG044840,,ONLINE,SES011538,,,anonymous_unresolvable,Not applicable,,,,,
STG044841,,ONLINE,SES011539,,,anonymous_unresolvable,Not applicable,,,,,
STG044843,,ONLINE,SES011541,,,anonymous_unresolvable,Not applicable,,,,,
STG044844,,ONLINE,SES011542,,,anonymous_unresolvable,Not applicable,,,,,
STG044848,,ONLINE,SES011546,,,anonymous_unresolvable,Not applicable,,,,,
STG044850,,ONLINE,SES011548,,,anonymous_unresolvable,Not applicable,,,,,
STG044852,,ONLINE,SES011550,,,anonymous_unresolvable,Not applicable,,,,,
STG044853,,ONLINE,SES011551,,,anonymous_unresolvable,Not applicable,,,,,
STG044854,,ONLINE,SES011552,,,anonymous_unresolvable,Not applicable,,,,,
STG044855,,ONLINE,SES011553,,,anonymous_unresolvable,Not applicable,,,,,
STG044861,,ONLINE,SES011559,,,anonymous_unresolvable,Not applicable,,,,,
STG044863,,ONLINE,SES011561,,,anonymous_unresolvable,Not applicable,,,,,
STG044865,,ONLINE,SES011563,,,anonymous_unresolvable,Not applicable,,,,,
STG044867,,ONLINE,SES011565,,,anonymous_unresolvable,Not applicable,,,,,
STG044870,,ONLINE,SES011568,,,anonymous_unresolvable,Not applicable,,,,,
STG044872,,ONLINE,SES011570,,,anonymous_unresolvable,Not applicable,,,,,
STG044874,,ONLINE,SES011572,,,anonymous_unresolvable,Not applicable,,,,,
STG044877,,ONLINE,SES011575,,,anonymous_unresolvable,Not applicable,,,,,
STG044878,,ONLINE,SES011576,,,anonymous_unresolvable,Not applicable,,,,,
STG044881,,ONLINE,SES011579,,,anonymous_unresolvable,Not applicable,,,,,
STG044882,,ONLINE,SES011580,,,anonymous_unresolvable,Not applicable,,,,,
STG044883,,ONLINE,SES011581,,,anonymous_unresolvable,Not applicable,,,,,
STG044885,,ONLINE,SES011583,,,anonymous_unresolvable,Not applicable,,,,,
STG044886,,ONLINE,SES011584,,,anonymous_unresolvable,Not applicable,,,,,
STG044887,,ONLINE,SES011585,,,anonymous_unresolvable,Not applicable,,,,,
STG044888,,ONLINE,SES011586,,,anonymous_unresolvable,Not applicable,,,,,
STG044892,,ONLINE,SES011590,,,anonymous_unresolvable,Not applicable,,,,,
STG044893,,ONLINE,SES011591,,,anonymous_unresolvable,Not applicable,,,,,
STG044894,,ONLINE,SES011592,,,anonymous_unresolvable,Not applicable,,,,,
STG044898,,ONLINE,SES011596,,,anonymous_unresolvable,Not applicable,,,,,
STG044899,,ONLINE,SES011597,,,anonymous_unresolvable,Not applicable,,,,,
STG044902,,ONLINE,SES011600,,,anonymous_unresolvable,Not applicable,,,,,
STG044903,,ONLINE,SES011601,,,anonymous_unresolvable,Not applicable,,,,,
STG044904,,ONLINE,SES011602,,,anonymous_unresolvable,Not applicable,,,,,
STG044905,,ONLINE,SES011603,,,anonymous_unresolvable,Not applicable,,,,,
STG044906,,ONLINE,SES011604,,,anonymous_unresolvable,Not applicable,,,,,
STG044907,,ONLINE,SES011605,,,anonymous_unresolvable,Not applicable,,,,,
STG044908,,ONLINE,SES011606,,,anonymous_unresolvable,Not applicable,,,,,
STG044909,,ONLINE,SES011607,,,anonymous_unresolvable,Not applicable,,,,,
STG044910,,ONLINE,SES011608,,,anonymous_unresolvable,Not applicable,,,,,
STG044912,,ONLINE,SES011610,,,anonymous_unresolvable,Not applicable,,,,,
STG044913,,ONLINE,SES011611,,,anonymous_unresolvable,Not applicable,,,,,
STG044917,,ONLINE,SES011615,,,anonymous_unresolvable,Not applicable,,,,,
STG044918,,ONLINE,SES011616,,,anonymous_unresolvable,Not applicable,,,,,
STG044919,,ONLINE,SES011617,,,anonymous_unresolvable,Not applicable,,,,,
STG044920,,ONLINE,SES011618,,,anonymous_unresolvable,Not applicable,,,,,
STG044921,,ONLINE,SES011619,,,anonymous_unresolvable,Not applicable,,,,,
STG044922,,ONLINE,SES011620,,,anonymous_unresolvable,Not applicable,,,,,
STG044923,,ONLINE,SES011621,,,anonymous_unresolvable,Not applicable,,,,,
STG044924,,ONLINE,SES011622,,,anonymous_unresolvable,Not applicable,,,,,
STG044927,,ONLINE,SES011625,,,anonymous_unresolvable,Not applicable,,,,,
STG044930,,ONLINE,SES011628,,,anonymous_unresolvable,Not applicable,,,,,
STG044932,,ONLINE,SES011630,,,anonymous_unresolvable,Not applicable,,,,,
STG044933,,ONLINE,SES011631,,,anonymous_unresolvable,Not applicable,,,,,
STG044936,,ONLINE,SES011634,,,anonymous_unresolvable,Not applicable,,,,,
STG044938,,ONLINE,SES011636,,,anonymous_unresolvable,Not applicable,,,,,
STG044943,,ONLINE,SES011641,,,anonymous_unresolvable,Not applicable,,,,,
STG044944,,ONLINE,SES011642,,,anonymous_unresolvable,Not applicable,,,,,
STG044945,,ONLINE,SES011643,,,anonymous_unresolvable,Not applicable,,,,,
STG044946,,ONLINE,SES011644,,,anonymous_unresolvable,Not applicable,,,,,
STG044947,,ONLINE,SES011645,,,anonymous_unresolvable,Not applicable,,,,,
STG044949,,ONLINE,SES011647,,,anonymous_unresolvable,Not applicable,,,,,
STG044950,,ONLINE,SES011648,,,anonymous_unresolvable,Not applicable,,,,,
STG044951,,ONLINE,SES011649,,,anonymous_unresolvable,Not applicable,,,,,
STG044952,,ONLINE,SES011650,,,anonymous_unresolvable,Not applicable,,,,,
STG044955,,ONLINE,SES011653,,,anonymous_unresolvable,Not applicable,,,,,
STG044956,,ONLINE,SES011654,,,anonymous_unresolvable,Not applicable,,,,,
STG044957,,ONLINE,SES011655,,,anonymous_unresolvable,Not applicable,,,,,
STG044958,,ONLINE,SES011656,,,anonymous_unresolvable,Not applicable,,,,,
STG044962,,ONLINE,SES011660,,,anonymous_unresolvable,Not applicable,,,,,
STG044963,,ONLINE,SES011661,,,anonymous_unresolvable,Not applicable,,,,,
STG044964,,ONLINE,SES011662,,,anonymous_unresolvable,Not applicable,,,,,
STG044965,,ONLINE,SES011663,,,anonymous_unresolvable,Not applicable,,,,,
STG044971,,ONLINE,SES011669,,,anonymous_unresolvable,Not applicable,,,,,
STG044972,,ONLINE,SES011670,,,anonymous_unresolvable,Not applicable,,,,,
STG044974,,ONLINE,SES011672,,,anonymous_unresolvable,Not applicable,,,,,
STG044975,,ONLINE,SES011673,,,anonymous_unresolvable,Not applicable,,,,,
STG044978,,ONLINE,SES011676,,,anonymous_unresolvable,Not applicable,,,,,
STG044979,,ONLINE,SES011677,,,anonymous_unresolvable,Not applicable,,,,,
STG044980,,ONLINE,SES011678,,,anonymous_unresolvable,Not applicable,,,,,
STG044981,,ONLINE,SES011679,,,anonymous_unresolvable,Not applicable,,,,,
STG044982,,ONLINE,SES011680,,,anonymous_unresolvable,Not applicable,,,,,
STG044983,,ONLINE,SES011681,,,anonymous_unresolvable,Not applicable,,,,,
STG044984,,ONLINE,SES011682,,,anonymous_unresolvable,Not applicable,,,,,
STG044985,,ONLINE,SES011683,,,anonymous_unresolvable,Not applicable,,,,,
STG044987,,ONLINE,SES011685,,,anonymous_unresolvable,Not applicable,,,,,
STG044989,,ONLINE,SES011687,,,anonymous_unresolvable,Not applicable,,,,,
STG044990,,ONLINE,SES011688,,,anonymous_unresolvable,Not applicable,,,,,
STG044992,,ONLINE,SES011690,,,anonymous_unresolvable,Not applicable,,,,,
STG044993,,ONLINE,SES011691,,,anonymous_unresolvable,Not applicable,,,,,
STG044994,,ONLINE,SES011692,,,anonymous_unresolvable,Not applicable,,,,,
STG044996,,ONLINE,SES011694,,,anonymous_unresolvable,Not applicable,,,,,
STG044998,,ONLINE,SES011696,,,anonymous_unresolvable,Not applicable,,,,,
STG044999,,ONLINE,SES011697,,,anonymous_unresolvable,Not applicable,,,,,
STG045000,,ONLINE,SES011698,,,anonymous_unresolvable,Not applicable,,,,,
STG045001,,ONLINE,SES011699,,,anonymous_unresolvable,Not applicable,,,,,
STG045003,,ONLINE,SES011701,,,anonymous_unresolvable,Not applicable,,,,,
STG045006,,ONLINE,SES011704,,,anonymous_unresolvable,Not applicable,,,,,
STG045007,,ONLINE,SES011705,,,anonymous_unresolvable,Not applicable,,,,,
STG045008,,ONLINE,SES011706,,,anonymous_unresolvable,Not applicable,,,,,
STG045010,,ONLINE,SES011708,,,anonymous_unresolvable,Not applicable,,,,,
STG045012,,ONLINE,SES011710,,,anonymous_unresolvable,Not applicable,,,,,
STG045013,,ONLINE,SES011711,,,anonymous_unresolvable,Not applicable,,,,,
STG045015,,ONLINE,SES011713,,,anonymous_unresolvable,Not applicable,,,,,
STG045016,,ONLINE,SES011714,,,anonymous_unresolvable,Not applicable,,,,,
STG045017,,ONLINE,SES011715,,,anonymous_unresolvable,Not applicable,,,,,
STG045018,,ONLINE,SES011716,,,anonymous_unresolvable,Not applicable,,,,,
STG045019,,ONLINE,SES011717,,,anonymous_unresolvable,Not applicable,,,,,
STG045020,,ONLINE,SES011718,,,anonymous_unresolvable,Not applicable,,,,,
STG045021,,ONLINE,SES011719,,,anonymous_unresolvable,Not applicable,,,,,
STG045027,,ONLINE,SES011725,,,anonymous_unresolvable,Not applicable,,,,,
STG045030,,ONLINE,SES011728,,,anonymous_unresolvable,Not applicable,,,,,
STG045031,,ONLINE,SES011729,,,anonymous_unresolvable,Not applicable,,,,,
STG045032,,ONLINE,SES011730,,,anonymous_unresolvable,Not applicable,,,,,
STG045033,,ONLINE,SES011731,,,anonymous_unresolvable,Not applicable,,,,,
STG045034,,ONLINE,SES011732,,,anonymous_unresolvable,Not applicable,,,,,
STG045035,,ONLINE,SES011733,,,anonymous_unresolvable,Not applicable,,,,,
STG045036,,ONLINE,SES011734,,,anonymous_unresolvable,Not applicable,,,,,
STG045038,,ONLINE,SES011736,,,anonymous_unresolvable,Not applicable,,,,,
STG045040,,ONLINE,SES011738,,,anonymous_unresolvable,Not applicable,,,,,
STG045042,,ONLINE,SES011740,,,anonymous_unresolvable,Not applicable,,,,,
STG045045,,ONLINE,SES011743,,,anonymous_unresolvable,Not applicable,,,,,
STG045048,,ONLINE,SES011746,,,anonymous_unresolvable,Not applicable,,,,,
STG045049,,ONLINE,SES011747,,,anonymous_unresolvable,Not applicable,,,,,
STG045052,,ONLINE,SES011750,,,anonymous_unresolvable,Not applicable,,,,,
STG045053,,ONLINE,SES011751,,,anonymous_unresolvable,Not applicable,,,,,
STG045054,,ONLINE,SES011752,,,anonymous_unresolvable,Not applicable,,,,,
STG045055,,ONLINE,SES011753,,,anonymous_unresolvable,Not applicable,,,,,
STG045058,,ONLINE,SES011756,,,anonymous_unresolvable,Not applicable,,,,,
STG045059,,ONLINE,SES011757,,,anonymous_unresolvable,Not applicable,,,,,
STG045060,,ONLINE,SES011758,,,anonymous_unresolvable,Not applicable,,,,,
STG045061,,ONLINE,SES011759,,,anonymous_unresolvable,Not applicable,,,,,
STG045062,,ONLINE,SES011760,,,anonymous_unresolvable,Not applicable,,,,,
STG045065,,ONLINE,SES011763,,,anonymous_unresolvable,Not applicable,,,,,
STG045067,,ONLINE,SES011765,,,anonymous_unresolvable,Not applicable,,,,,
STG045068,,ONLINE,SES011766,,,anonymous_unresolvable,Not applicable,,,,,
STG045069,,ONLINE,SES011767,,,anonymous_unresolvable,Not applicable,,,,,
STG045070,,ONLINE,SES011768,,,anonymous_unresolvable,Not applicable,,,,,
STG045071,,ONLINE,SES011769,,,anonymous_unresolvable,Not applicable,,,,,
STG045074,,ONLINE,SES011772,,,anonymous_unresolvable,Not applicable,,,,,
STG045078,,ONLINE,SES011776,,,anonymous_unresolvable,Not applicable,,,,,
STG045080,,ONLINE,SES011778,,,anonymous_unresolvable,Not applicable,,,,,
STG045081,,ONLINE,SES011779,,,anonymous_unresolvable,Not applicable,,,,,
STG045083,,ONLINE,SES011781,,,anonymous_unresolvable,Not applicable,,,,,
STG045085,,ONLINE,SES011783,,,anonymous_unresolvable,Not applicable,,,,,
STG045086,,ONLINE,SES011784,,,anonymous_unresolvable,Not applicable,,,,,
STG045087,,ONLINE,SES011785,,,anonymous_unresolvable,Not applicable,,,,,
STG045089,,ONLINE,SES011787,,,anonymous_unresolvable,Not applicable,,,,,
STG045093,,ONLINE,SES011791,,,anonymous_unresolvable,Not applicable,,,,,
STG045096,,ONLINE,SES011794,,,anonymous_unresolvable,Not applicable,,,,,
STG045097,,ONLINE,SES011795,,,anonymous_unresolvable,Not applicable,,,,,
STG045100,,ONLINE,SES011798,,,anonymous_unresolvable,Not applicable,,,,,
STG045102,,ONLINE,SES011800,,,anonymous_unresolvable,Not applicable,,,,,
STG045104,,ONLINE,SES011802,,,anonymous_unresolvable,Not applicable,,,,,
STG045105,,ONLINE,SES011803,,,anonymous_unresolvable,Not applicable,,,,,
STG045106,,ONLINE,SES011804,,,anonymous_unresolvable,Not applicable,,,,,
STG045107,,ONLINE,SES011805,,,anonymous_unresolvable,Not applicable,,,,,
STG045109,,ONLINE,SES011807,,,anonymous_unresolvable,Not applicable,,,,,
STG045110,,ONLINE,SES011808,,,anonymous_unresolvable,Not applicable,,,,,
STG045112,,ONLINE,SES011810,,,anonymous_unresolvable,Not applicable,,,,,
STG045114,,ONLINE,SES011812,,,anonymous_unresolvable,Not applicable,,,,,
STG045115,,ONLINE,SES011813,,,anonymous_unresolvable,Not applicable,,,,,
STG045117,,ONLINE,SES011815,,,anonymous_unresolvable,Not applicable,,,,,
STG045119,,ONLINE,SES011817,,,anonymous_unresolvable,Not applicable,,,,,
STG045120,,ONLINE,SES011818,,,anonymous_unresolvable,Not applicable,,,,,
STG045125,,ONLINE,SES011823,,,anonymous_unresolvable,Not applicable,,,,,
STG045126,,ONLINE,SES011824,,,anonymous_unresolvable,Not applicable,,,,,
STG045130,,ONLINE,SES011828,,,anonymous_unresolvable,Not applicable,,,,,
STG045132,,ONLINE,SES011830,,,anonymous_unresolvable,Not applicable,,,,,
STG045134,,ONLINE,SES011832,,,anonymous_unresolvable,Not applicable,,,,,
STG045135,,ONLINE,SES011833,,,anonymous_unresolvable,Not applicable,,,,,
STG045136,,ONLINE,SES011834,,,anonymous_unresolvable,Not applicable,,,,,
STG045138,,ONLINE,SES011836,,,anonymous_unresolvable,Not applicable,,,,,
STG045141,,ONLINE,SES011839,,,anonymous_unresolvable,Not applicable,,,,,
