ground_truth_id,portal_user_id
GT009470,USR001398
GT000516,USR001399
GT006442,USR001400
GT009936,USR001401
GT005193,USR001402
GT004861,USR001403
GT009218,USR001404
GT009370,USR001405
GT001628,USR001406
GT002181,USR001407
GT009263,USR001408
GT006185,USR001409
GT002205,USR001410
GT005480,USR001411
GT005664,USR001412
GT008318,USR001413
GT007929,USR001414
GT006043,USR001415
GT001130,USR001416
GT008480,USR001417
GT003638,USR001418
GT000296,USR001419
GT000203,USR001420
GT006518,USR001421
GT006876,USR001422
GT007983,USR001423
GT002185,USR001424
GT008378,USR001425
GT009315,USR001426
GT003317,USR001427
GT001345,USR001428
GT003498,USR001429
GT001456,USR001430
GT005170,USR001431
GT000227,USR001432
GT002882,USR001433
GT007914,USR001434
GT003571,USR001435
GT009491,USR001436
GT003752,USR001437
GT001051,USR001438
GT005309,USR001439
GT005678,USR001440
GT002536,USR001441
GT007682,USR001442
GT001240,USR001443
GT002052,USR001444
GT008020,USR001445
GT000738,USR001446
GT001525,USR001447
GT005369,USR001448
GT003386,USR001449
GT001569,USR001450
GT007697,USR001451
GT000391,USR001452
GT004582,USR001453
GT000831,USR001454
GT002281,USR001455
GT007217,USR001456
GT007826,USR001457
GT002593,USR001458
GT009514,USR001459
GT008070,USR001460
GT008859,USR001461
GT009905,USR001462
GT004349,USR001463
GT003044,USR001464
GT005262,USR001465
GT000070,USR001466
GT007959,USR001467
GT002496,USR001468
GT006245,USR001469
GT007321,USR001470
GT006521,USR001471
GT008279,USR001472
GT008610,USR001473
GT005008,USR001474
GT002178,USR001475
GT001121,USR001476
GT007493,USR001477
GT009408,USR001478
GT007946,USR001479
GT009139,USR001480
GT000968,USR001481
GT005820,USR001482
GT004412,USR001483
GT007773,USR001484
GT007082,USR001485
GT000821,USR001486
GT008743,USR001487
GT007673,USR001488
GT002106,USR001489
GT009417,USR001490
GT007718,USR001491
GT006017,USR001492
GT006183,USR001493
GT002102,USR001494
GT005759,USR001495
GT004720,USR001496
GT001888,USR001497
GT003666,USR001498
GT009404,USR001499
GT009819,USR001500
GT000108,USR001501
GT000873,USR001502
GT005914,USR001503
GT006767,USR001504
GT006740,USR001505
GT002987,USR001506
GT003750,USR001507
GT007192,USR001508
GT001623,USR001509
GT003481,USR001510
GT007042,USR001511
GT005691,USR001512
GT007803,USR001513
GT006337,USR001514
GT001813,USR001515
GT004341,USR001516
GT004275,USR001517
GT009670,USR001518
GT003099,USR001519
GT009289,USR001520
GT005402,USR001521
GT008766,USR001522
GT004130,USR001523
GT009922,USR001524
GT001002,USR001525
GT004249,USR001526
GT009129,USR001527
GT009182,USR001528
GT004201,USR001529
GT001188,USR001530
GT005238,USR001531
GT004105,USR001532
GT003093,USR001533
GT003507,USR001534
GT007940,USR001535
GT000737,USR001536
GT009800,USR001537
GT003687,USR001538
GT008782,USR001539
GT008121,USR001540
GT002687,USR001541
GT008474,USR001542
GT002866,USR001543
GT007399,USR001544
GT005630,USR001545
GT008207,USR001546
GT005511,USR001547
GT006989,USR001548
GT004643,USR001549
GT005492,USR001550
GT006173,USR001551
GT008795,USR001552
GT007775,USR001553
GT002300,USR001554
GT009323,USR001555
GT006268,USR001556
GT009666,USR001557
GT002649,USR001558
GT005583,USR001559
GT003515,USR001560
GT003726,USR001561
GT002099,USR001562
GT001987,USR001563
GT001277,USR001564
GT005411,USR001565
GT003782,USR001566
GT000579,USR001567
GT009414,USR001568
GT000047,USR001569
GT002348,USR001570
GT002870,USR001571
GT001129,USR001572
GT004531,USR001573
GT009060,USR001574
GT003778,USR001575
GT004294,USR001576
GT009116,USR001577
GT003011,USR001578
GT009909,USR001579
GT003808,USR001580
GT002946,USR001581
GT008652,USR001582
GT008262,USR001583
GT006086,USR001584
GT007541,USR001585
GT008304,USR001586
GT009308,USR001587
GT008379,USR001588
GT005609,USR001589
GT002964,USR001590
GT005577,USR001591
GT004517,USR001592
GT004483,USR001593
GT000373,USR001594
GT001127,USR001595
GT007663,USR001596
GT006108,USR001597
GT003550,USR001598
GT001849,USR001599
GT000021,USR001600
GT004442,USR001601
GT006161,USR001602
GT000213,USR001603
GT004287,USR001604
GT004148,USR001605
GT001056,USR001606
GT001359,USR001607
GT004286,USR001608
GT009102,USR001609
GT007623,USR001610
GT008470,USR001611
GT006209,USR001612
GT004601,USR001613
GT008176,USR001614
GT003019,USR001615
GT001574,USR001616
GT002320,USR001617
GT007672,USR001618
GT005942,USR001619
GT009540,USR001620
GT008001,USR001621
GT009827,USR001622
GT001385,USR001623
GT003890,USR001624
GT008031,USR001625
GT002992,USR001626
GT000441,USR001627
GT001095,USR001628
GT003787,USR001629
GT006143,USR001630
GT003134,USR001631
GT007440,USR001632
GT004577,USR001633
GT006899,USR001634
GT008167,USR001635
GT005604,USR001636
GT007471,USR001637
GT003596,USR001638
GT004980,USR001639
GT007233,USR001640
GT009231,USR001641
GT000378,USR001642
GT009613,USR001643
GT005467,USR001644
GT001684,USR001645
GT002622,USR001646
GT009307,USR001647
GT007584,USR001648
GT000845,USR001649
GT002020,USR001650
GT007350,USR001651
GT002225,USR001652
GT004475,USR001653
GT003147,USR001654
GT001116,USR001655
GT009338,USR001656
GT005483,USR001657
GT009638,USR001658
GT002725,USR001659
GT009949,USR001660
GT002704,USR001661
GT000774,USR001662
GT005514,USR001663
GT003437,USR001664
GT009817,USR001665
GT009214,USR001666
GT009726,USR001667
GT004806,USR001668
GT008077,USR001669
GT002539,USR001670
GT002969,USR001671
GT005553,USR001672
GT006047,USR001673
GT000534,USR001674
GT006644,USR001675
GT009764,USR001676
GT009809,USR001677
GT003657,USR001678
GT001054,USR001679
GT000911,USR001680
GT002832,USR001681
GT006898,USR001682
GT004001,USR001683
GT001070,USR001684
GT007827,USR001685
GT003503,USR001686
GT007981,USR001687
GT001184,USR001688
GT009962,USR001689
GT009811,USR001690
GT002540,USR001691
GT002132,USR001692
GT001141,USR001693
GT006591,USR001694
GT004282,USR001695
GT008744,USR001696
GT009195,USR001697
GT003387,USR001698
GT005716,USR001699
GT008093,USR001700
GT007615,USR001701
GT007617,USR001702
GT006319,USR001703
GT003368,USR001704
GT002019,USR001705
GT003880,USR001706
GT000298,USR001707
GT000480,USR001708
GT001841,USR001709
GT002760,USR001710
GT008014,USR001711
GT005721,USR001712
GT006259,USR001713
GT009265,USR001714
GT000665,USR001715
GT005883,USR001716
GT004616,USR001717
GT006288,USR001718
GT004179,USR001719
GT001019,USR001720
GT001229,USR001721
GT000726,USR001722
GT008987,USR001723
GT008962,USR001724
GT003664,USR001725
GT006700,USR001726
GT006606,USR001727
GT001926,USR001728
GT008525,USR001729
GT007588,USR001730
GT004674,USR001731
GT000876,USR001732
GT005070,USR001733
GT008946,USR001734
GT009986,USR001735
GT009512,USR001736
GT009074,USR001737
GT005543,USR001738
GT004717,USR001739
GT005508,USR001740
GT004604,USR001741
GT002323,USR001742
GT000467,USR001743
GT004715,USR001744
GT003049,USR001745
GT005756,USR001746
GT008193,USR001747
GT005445,USR001748
GT004561,USR001749
GT006445,USR001750
GT008812,USR001751
GT004205,USR001752
GT004964,USR001753
GT004653,USR001754
GT008374,USR001755
GT007089,USR001756
GT001102,USR001757
GT007085,USR001758
GT003784,USR001759
GT007007,USR001760
GT003724,USR001761
GT006406,USR001762
GT009097,USR001763
GT006607,USR001764
GT004936,USR001765
GT005212,USR001766
GT001122,USR001767
GT003464,USR001768
GT002080,USR001769
GT008822,USR001770
GT005081,USR001771
GT005649,USR001772
GT008182,USR001773
GT000692,USR001774
GT000390,USR001775
GT006584,USR001776
GT008322,USR001777
GT004063,USR001778
GT001014,USR001779
GT005986,USR001780
GT001665,USR001781
GT007368,USR001782
GT000153,USR001783
GT003106,USR001784
GT001388,USR001785
GT007224,USR001786
GT007581,USR001787
GT000473,USR001788
GT006916,USR001789
GT008000,USR001790
GT004224,USR001791
GT005585,USR001792
GT006575,USR001793
GT006699,USR001794
GT007840,USR001795
GT004237,USR001796
GT005591,USR001797
GT000433,USR001798
GT000693,USR001799
GT004956,USR001800
GT003656,USR001801
GT002553,USR001802
GT004722,USR001803
GT006154,USR001804
GT008719,USR001805
GT000077,USR001806
GT009934,USR001807
GT008002,USR001808
GT008937,USR001809
GT002607,USR001810
GT009446,USR001811
GT007240,USR001812
GT003848,USR001813
GT003771,USR001814
GT003773,USR001815
GT006527,USR001816
GT001235,USR001817
GT002239,USR001818
GT005913,USR001819
GT006839,USR001820
GT004981,USR001821
GT009424,USR001822
GT005792,USR001823
GT004167,USR001824
GT009682,USR001825
GT002414,USR001826
GT009573,USR001827
GT003803,USR001828
GT007738,USR001829
GT003987,USR001830
GT000659,USR001831
GT001391,USR001832
GT007438,USR001833
GT009887,USR001834
GT000117,USR001835
GT007870,USR001836
GT008648,USR001837
GT004662,USR001838
GT004099,USR001839
GT005673,USR001840
GT005127,USR001841
GT001219,USR001842
GT005029,USR001843
GT004067,USR001844
GT008566,USR001845
GT002626,USR001846
GT005157,USR001847
GT004271,USR001848
GT009235,USR001849
GT003670,USR001850
GT003429,USR001851
GT003663,USR001852
GT000107,USR001853
GT004456,USR001854
GT007182,USR001855
GT003875,USR001856
GT002917,USR001857
GT007464,USR001858
GT007866,USR001859
GT001963,USR001860
GT003896,USR001861
GT004798,USR001862
GT000067,USR001863
GT009964,USR001864
GT001972,USR001865
GT006447,USR001866
GT005686,USR001867
GT003818,USR001868
GT002678,USR001869
GT006504,USR001870
GT009065,USR001871
GT000819,USR001872
GT008312,USR001873
GT006022,USR001874
GT007727,USR001875
GT004330,USR001876
GT005783,USR001877
GT007879,USR001878
GT006906,USR001879
GT002612,USR001880
GT005787,USR001881
GT007251,USR001882
GT008956,USR001883
GT006978,USR001884
GT008920,USR001885
GT004312,USR001886
GT001916,USR001887
GT003247,USR001888
GT008942,USR001889
GT002679,USR001890
GT000515,USR001891
GT000652,USR001892
GT008142,USR001893
GT002545,USR001894
GT009840,USR001895
GT007802,USR001896
GT005220,USR001897
GT003207,USR001898
GT002285,USR001899
GT005192,USR001900
GT001003,USR001901
GT007116,USR001902
GT007209,USR001903
GT002409,USR001904
GT000230,USR001905
GT003522,USR001906
GT004888,USR001907
GT006344,USR001908
GT002292,USR001909
GT002358,USR001910
GT002004,USR001911
GT002322,USR001912
GT004776,USR001913
GT004684,USR001914
GT004914,USR001915
GT005789,USR001916
GT005023,USR001917
GT000173,USR001918
GT005315,USR001919
GT006324,USR001920
GT006835,USR001921
GT003449,USR001922
GT005970,USR001923
GT002258,USR001924
GT007447,USR001925
GT008746,USR001926
GT007481,USR001927
GT002485,USR001928
GT003879,USR001929
GT004810,USR001930
GT002210,USR001931
GT009558,USR001932
GT009833,USR001933
GT003974,USR001934
GT008934,USR001935
GT002128,USR001936
GT000134,USR001937
GT008861,USR001938
GT004573,USR001939
GT006371,USR001940
GT000190,USR001941
GT003452,USR001942
GT006961,USR001943
GT001579,USR001944
GT000558,USR001945
GT000896,USR001946
GT009511,USR001947
GT000525,USR001948
GT007274,USR001949
GT007833,USR001950
GT002422,USR001951
GT001126,USR001952
GT006968,USR001953
GT006182,USR001954
GT008863,USR001955
GT007123,USR001956
GT009207,USR001957
GT001104,USR001958
GT008588,USR001959
GT009968,USR001960
GT003549,USR001961
GT004875,USR001962
GT001762,USR001963
GT009846,USR001964
GT000020,USR001965
GT007777,USR001966
GT007529,USR001967
GT005503,USR001968
GT000476,USR001969
GT008890,USR001970
GT003107,USR001971
GT005958,USR001972
GT008503,USR001973
GT009913,USR001974
GT007587,USR001975
GT001404,USR001976
GT005074,USR001977
GT001732,USR001978
GT009398,USR001979
GT007480,USR001980
GT005327,USR001981
GT002454,USR001982
GT003756,USR001983
GT003089,USR001984
GT008840,USR001985
GT005304,USR001986
GT001738,USR001987
GT004141,USR001988
GT004006,USR001989
GT004664,USR001990
GT003417,USR001991
GT007001,USR001992
GT003225,USR001993
GT006813,USR001994
GT001222,USR001995
GT009510,USR001996
GT005925,USR001997
GT007497,USR001998
GT001367,USR001999
GT005378,USR002000
GT002472,USR002001
GT007374,USR002002
GT004997,USR002003
GT008732,USR002004
GT005827,USR002005
GT009712,USR002006
GT001200,USR002007
GT002867,USR002008
GT008958,USR002009
GT002365,USR002010
GT002058,USR002011
GT004528,USR002012
GT008128,USR002013
GT000291,USR002014
GT000188,USR002015
GT002794,USR002016
GT009688,USR002017
GT004985,USR002018
GT009441,USR002019
GT000650,USR002020
GT004269,USR002021
GT006552,USR002022
GT002029,USR002023
GT001191,USR002024
GT000800,USR002025
GT007210,USR002026
GT005446,USR002027
GT007852,USR002028
GT002162,USR002029
GT009234,USR002030
GT002966,USR002031
GT001133,USR002032
GT003984,USR002033
GT004263,USR002034
GT007221,USR002035
GT006239,USR002036
GT009464,USR002037
GT001262,USR002038
GT004256,USR002039
GT008274,USR002040
GT009542,USR002041
GT009390,USR002042
GT002321,USR002043
GT000087,USR002044
GT001673,USR002045
GT007413,USR002046
GT001906,USR002047
GT002859,USR002048
GT009636,USR002049
GT002513,USR002050
GT007097,USR002051
GT009769,USR002052
GT009534,USR002053
GT009143,USR002054
GT004741,USR002055
GT009482,USR002056
GT006128,USR002057
GT006859,USR002058
GT009848,USR002059
GT000791,USR002060
GT001416,USR002061
GT006098,USR002062
GT000246,USR002063
GT006314,USR002064
GT006820,USR002065
GT003731,USR002066
GT001694,USR002067
GT005404,USR002068
GT000144,USR002069
GT007736,USR002070
GT000056,USR002071
GT008325,USR002072
GT006351,USR002073
GT001770,USR002074
GT008074,USR002075
GT003651,USR002076
GT009276,USR002077
GT001209,USR002078
GT006562,USR002079
GT003004,USR002080
GT008620,USR002081
GT007101,USR002082
GT004748,USR002083
GT002802,USR002084
GT004058,USR002085
GT003976,USR002086
GT007664,USR002087
GT003328,USR002088
GT008521,USR002089
GT004378,USR002090
GT000908,USR002091
GT001307,USR002092
GT009320,USR002093
GT003945,USR002094
GT006497,USR002095
GT004649,USR002096
GT004979,USR002097
GT004308,USR002098
GT003746,USR002099
GT003965,USR002100
GT007066,USR002101
GT002194,USR002102
GT003916,USR002103
GT002393,USR002104
GT006605,USR002105
GT003800,USR002106
GT008368,USR002107
GT006822,USR002108
GT009609,USR002109
GT003983,USR002110
GT000701,USR002111
GT003775,USR002112
GT008685,USR002113
GT002836,USR002114
GT007807,USR002115
GT006002,USR002116
GT007605,USR002117
GT006285,USR002118
GT009469,USR002119
GT003263,USR002120
GT009948,USR002121
GT006332,USR002122
GT003977,USR002123
GT004495,USR002124
GT008461,USR002125
GT007566,USR002126
GT004485,USR002127
GT002255,USR002128
GT004191,USR002129
GT000148,USR002130
GT005400,USR002131
GT004533,USR002132
GT000731,USR002133
GT008702,USR002134
GT009034,USR002135
GT002555,USR002136
GT005001,USR002137
GT001303,USR002138
GT002275,USR002139
GT005586,USR002140
GT002830,USR002141
GT004782,USR002142
GT005597,USR002143
GT007391,USR002144
GT007388,USR002145
GT000505,USR002146
GT002242,USR002147
GT008535,USR002148
GT001286,USR002149
GT001499,USR002150
GT004175,USR002151
GT005902,USR002152
GT004285,USR002153
GT000514,USR002154
GT003512,USR002155
GT009150,USR002156
GT007046,USR002157
GT001567,USR002158
GT007075,USR002159
GT009472,USR002160
GT007332,USR002161
GT004578,USR002162
GT002721,USR002163
GT008967,USR002164
GT000204,USR002165
GT005497,USR002166
GT009601,USR002167
GT005580,USR002168
GT003190,USR002169
GT000114,USR002170
GT008705,USR002171
GT001376,USR002172
GT005314,USR002173
GT007797,USR002174
GT001357,USR002175
GT009160,USR002176
GT002668,USR002177
GT007810,USR002178
GT001036,USR002179
GT007921,USR002180
GT009142,USR002181
GT006853,USR002182
GT007789,USR002183
GT008324,USR002184
GT001420,USR002185
GT002938,USR002186
GT002326,USR002187
GT003580,USR002188
GT008398,USR002189
GT007000,USR002190
GT001384,USR002191
GT004539,USR002192
GT009452,USR002193
GT002186,USR002194
GT008238,USR002195
GT007427,USR002196
GT002535,USR002197
GT007949,USR002198
GT007762,USR002199
GT006056,USR002200
GT006177,USR002201
GT000214,USR002202
GT000369,USR002203
GT002533,USR002204
GT001511,USR002205
GT004382,USR002206
GT000182,USR002207
GT003270,USR002208
GT007791,USR002209
GT006580,USR002210
GT003623,USR002211
GT002328,USR002212
GT000140,USR002213
GT009368,USR002214
GT005025,USR002215
GT003964,USR002216
GT005041,USR002217
GT004011,USR002218
GT007627,USR002219
GT004558,USR002220
GT001033,USR002221
GT000401,USR002222
GT008078,USR002223
GT000084,USR002224
GT003354,USR002225
GT002359,USR002226
GT007706,USR002227
GT001000,USR002228
GT005208,USR002229
GT004905,USR002230
GT006256,USR002231
GT006199,USR002232
GT005828,USR002233
GT005889,USR002234
GT004802,USR002235
GT009141,USR002236
GT008918,USR002237
GT002222,USR002238
GT007594,USR002239
GT001602,USR002240
GT007629,USR002241
GT000769,USR002242
GT009972,USR002243
GT006251,USR002244
GT009494,USR002245
GT003722,USR002246
GT002014,USR002247
GT007883,USR002248
GT002787,USR002249
GT007820,USR002250
GT002478,USR002251
GT000229,USR002252
GT009773,USR002253
GT001902,USR002254
GT003563,USR002255
GT008554,USR002256
GT003598,USR002257
GT006786,USR002258
GT001071,USR002259
GT000143,USR002260
GT004281,USR002261
GT002788,USR002262
GT001775,USR002263
GT001041,USR002264
GT002144,USR002265
GT007191,USR002266
GT007990,USR002267
GT004038,USR002268
GT002868,USR002269
GT009382,USR002270
GT000238,USR002271
GT008080,USR002272
GT003153,USR002273
GT008345,USR002274
GT007875,USR002275
GT008557,USR002276
GT000200,USR002277
GT006103,USR002278
GT001540,USR002279
GT001241,USR002280
GT006289,USR002281
GT009211,USR002282
GT000971,USR002283
GT001016,USR002284
GT006192,USR002285
GT007916,USR002286
GT007377,USR002287
GT002508,USR002288
GT001337,USR002289
GT001263,USR002290
GT005892,USR002291
GT003221,USR002292
GT001946,USR002293
GT001086,USR002294
GT005785,USR002295
GT008110,USR002296
GT007838,USR002297
GT008175,USR002298
GT009708,USR002299
GT004470,USR002300
GT007238,USR002301
GT009979,USR002302
GT003684,USR002303
GT009935,USR002304
GT009064,USR002305
GT006432,USR002306
GT006942,USR002307
GT002753,USR002308
GT006148,USR002309
GT003010,USR002310
GT008710,USR002311
GT007003,USR002312
GT003769,USR002313
GT007053,USR002314
GT000724,USR002315
GT001773,USR002316
GT000197,USR002317
GT006202,USR002318
GT001639,USR002319
GT007200,USR002320
GT003525,USR002321
GT005818,USR002322
GT005974,USR002323
GT003845,USR002324
GT008604,USR002325
GT003686,USR002326
GT008225,USR002327
GT007772,USR002328
GT004222,USR002329
GT000750,USR002330
GT008664,USR002331
GT002289,USR002332
GT005842,USR002333
GT008996,USR002334
GT001329,USR002335
GT001173,USR002336
GT003532,USR002337
GT007636,USR002338
GT001763,USR002339
GT000719,USR002340
GT002554,USR002341
GT008599,USR002342
GT003223,USR002343
GT002267,USR002344
GT006135,USR002345
GT007351,USR002346
GT006121,USR002347
GT000759,USR002348
GT008367,USR002349
GT008876,USR002350
GT004622,USR002351
GT009526,USR002352
GT002924,USR002353
GT003226,USR002354
GT004060,USR002355
GT004638,USR002356
GT007305,USR002357
GT002902,USR002358
GT004042,USR002359
GT001153,USR002360
GT002203,USR002361
GT009577,USR002362
GT003390,USR002363
GT007901,USR002364
GT000836,USR002365
GT004156,USR002366
GT005432,USR002367
GT006001,USR002368
GT006032,USR002369
GT005715,USR002370
GT005162,USR002371
GT005856,USR002372
GT006249,USR002373
GT004316,USR002374
GT006255,USR002375
GT005020,USR002376
GT008771,USR002377
GT005406,USR002378
GT008649,USR002379
GT004876,USR002380
GT003085,USR002381
GT000983,USR002382
GT004651,USR002383
GT008467,USR002384
GT002723,USR002385
GT000946,USR002386
GT000897,USR002387
GT001929,USR002388
GT000091,USR002389
GT007900,USR002390
GT001247,USR002391
GT005900,USR002392
GT009580,USR002393
GT005708,USR002394
GT004139,USR002395
GT006911,USR002396
GT001221,USR002397
GT008634,USR002398
GT007308,USR002399
GT002457,USR002400
GT000722,USR002401
GT006707,USR002402
GT007047,USR002403
GT002241,USR002404
GT001425,USR002405
GT008651,USR002406
GT002808,USR002407
GT000586,USR002408
GT005477,USR002409
GT007326,USR002410
GT009287,USR002411
GT002048,USR002412
GT007779,USR002413
GT003776,USR002414
GT009839,USR002415
GT003968,USR002416
GT009977,USR002417
GT003811,USR002418
GT008009,USR002419
GT005112,USR002420
GT004644,USR002421
GT009175,USR002422
GT007100,USR002423
GT001767,USR002424
GT002852,USR002425
GT004584,USR002426
GT004627,USR002427
GT004716,USR002428
GT007474,USR002429
GT006764,USR002430
GT002525,USR002431
GT006101,USR002432
GT003193,USR002433
GT004259,USR002434
GT000604,USR002435
GT009659,USR002436
GT002380,USR002437
GT003039,USR002438
GT006614,USR002439
GT004519,USR002440
GT009594,USR002441
GT007698,USR002442
GT006168,USR002443
GT008674,USR002444
GT002920,USR002445
GT003801,USR002446
GT002628,USR002447
GT004623,USR002448
GT000361,USR002449
GT005571,USR002450
GT008155,USR002451
GT000745,USR002452
GT008780,USR002453
GT000585,USR002454
GT008592,USR002455
GT001618,USR002456
GT006765,USR002457
GT007599,USR002458
GT006559,USR002459
GT000028,USR002460
GT005062,USR002461
GT004640,USR002462
GT003768,USR002463
GT000427,USR002464
GT007117,USR002465
GT001178,USR002466
GT008505,USR002467
GT009456,USR002468
GT007630,USR002469
GT003374,USR002470
GT006587,USR002471
GT008075,USR002472
GT007136,USR002473
GT004187,USR002474
GT004315,USR002475
GT000185,USR002476
GT006451,USR002477
GT007759,USR002478
GT002224,USR002479
GT000954,USR002480
GT002207,USR002481
GT000980,USR002482
GT008047,USR002483
GT007021,USR002484
GT006846,USR002485
GT007012,USR002486
GT007640,USR002487
GT001655,USR002488
GT005976,USR002489
GT004606,USR002490
GT009094,USR002491
GT005158,USR002492
GT005739,USR002493
GT006302,USR002494
GT005867,USR002495
GT008272,USR002496
GT001676,USR002497
GT005800,USR002498
GT001230,USR002499
GT004333,USR002500
GT008794,USR002501
GT002809,USR002502
GT003912,USR002503
GT002630,USR002504
GT009372,USR002505
GT000208,USR002506
GT004611,USR002507
GT009985,USR002508
GT006716,USR002509
GT005355,USR002510
GT008475,USR002511
GT008363,USR002512
GT004048,USR002513
GT001675,USR002514
GT004142,USR002515
GT001290,USR002516
GT007848,USR002517
GT007485,USR002518
GT005612,USR002519
GT009489,USR002520
GT009249,USR002521
GT005334,USR002522
GT003385,USR002523
GT001832,USR002524
GT001691,USR002525
GT001943,USR002526
GT001995,USR002527
GT003076,USR002528
GT004440,USR002529
GT007586,USR002530
GT007056,USR002531
GT002588,USR002532
GT003938,USR002533
GT002695,USR002534
GT001112,USR002535
GT006223,USR002536
GT001394,USR002537
GT006980,USR002538
GT004838,USR002539
GT002163,USR002540
GT006643,USR002541
GT003026,USR002542
GT004096,USR002543
GT009550,USR002544
GT009291,USR002545
GT005325,USR002546
GT008663,USR002547
GT001814,USR002548
GT001658,USR002549
GT005064,USR002550
GT006436,USR002551
GT006233,USR002552
GT003804,USR002553
GT009030,USR002554
GT009918,USR002555
GT004694,USR002556
GT009333,USR002557
GT007502,USR002558
GT003827,USR002559
GT006976,USR002560
GT003675,USR002561
GT008517,USR002562
GT002527,USR002563
GT005748,USR002564
GT001650,USR002565
GT008012,USR002566
GT005654,USR002567
GT004641,USR002568
GT004562,USR002569
GT005911,USR002570
GT001850,USR002571
GT008527,USR002572
GT006579,USR002573
GT004869,USR002574
GT002418,USR002575
GT006569,USR002576
GT000017,USR002577
GT000858,USR002578
GT009125,USR002579
GT008560,USR002580
GT005257,USR002581
GT007577,USR002582
GT002811,USR002583
GT006281,USR002584
GT001433,USR002585
GT008977,USR002586
GT005047,USR002587
GT004257,USR002588
GT000678,USR002589
GT008976,USR002590
GT000694,USR002591
GT006426,USR002592
GT005510,USR002593
GT008342,USR002594
GT004796,USR002595
GT007111,USR002596
GT004328,USR002597
GT008679,USR002598
GT003593,USR002599
GT002689,USR002600
GT005495,USR002601
GT009574,USR002602
GT003185,USR002603
GT003120,USR002604
GT000864,USR002605
GT005562,USR002606
GT000277,USR002607
GT008481,USR002608
GT003302,USR002609
GT004756,USR002610
GT002565,USR002611
GT002395,USR002612
GT002453,USR002613
GT004614,USR002614
GT007740,USR002615
GT009803,USR002616
GT006603,USR002617
GT000404,USR002618
GT003301,USR002619
GT001021,USR002620
GT001728,USR002621
GT005961,USR002622
GT009082,USR002623
GT003121,USR002624
GT001125,USR002625
GT005296,USR002626
GT007342,USR002627
GT001950,USR002628
GT000323,USR002629
GT009993,USR002630
GT004913,USR002631
GT002427,USR002632
GT003764,USR002633
GT009897,USR002634
GT006298,USR002635
GT001514,USR002636
GT002157,USR002637
GT004966,USR002638
GT006490,USR002639
GT008789,USR002640
GT007275,USR002641
GT008608,USR002642
GT004279,USR002643
GT005312,USR002644
GT000630,USR002645
GT005425,USR002646
GT001585,USR002647
GT003045,USR002648
GT005012,USR002649
GT009884,USR002650
GT007163,USR002651
GT009468,USR002652
GT003422,USR002653
GT006596,USR002654
GT002415,USR002655
GT009434,USR002656
GT006367,USR002657
GT000523,USR002658
GT004197,USR002659
GT005629,USR002660
GT008635,USR002661
GT007815,USR002662
GT001930,USR002663
GT000998,USR002664
GT007769,USR002665
GT009903,USR002666
GT008558,USR002667
GT007259,USR002668
GT000942,USR002669
GT009783,USR002670
GT000857,USR002671
GT007725,USR002672
GT005608,USR002673
GT004176,USR002674
GT005120,USR002675
GT003915,USR002676
GT006503,USR002677
GT007610,USR002678
GT005887,USR002679
GT008888,USR002680
GT007452,USR002681
GT005811,USR002682
GT005401,USR002683
GT000468,USR002684
GT003359,USR002685
GT008590,USR002686
GT009692,USR002687
GT007977,USR002688
GT009246,USR002689
GT000062,USR002690
GT002747,USR002691
GT000859,USR002692
GT006383,USR002693
GT005281,USR002694
GT007009,USR002695
GT007154,USR002696
GT005123,USR002697
GT001897,USR002698
GT007678,USR002699
GT007986,USR002700
GT006387,USR002701
GT003015,USR002702
GT004847,USR002703
GT005237,USR002704
GT005075,USR002705
GT003171,USR002706
GT008243,USR002707
GT008902,USR002708
GT000425,USR002709
GT002968,USR002710
GT005228,USR002711
GT002421,USR002712
GT000495,USR002713
GT009275,USR002714
GT001232,USR002715
GT006560,USR002716
GT002206,USR002717
GT005496,USR002718
GT005596,USR002719
GT006290,USR002720
GT009223,USR002721
GT006782,USR002722
GT000327,USR002723
GT003347,USR002724
GT000763,USR002725
GT006657,USR002726
GT002059,USR002727
GT000362,USR002728
GT001825,USR002729
GT009541,USR002730
GT003996,USR002731
GT005989,USR002732
GT006238,USR002733
GT005328,USR002734
GT002983,USR002735
GT005665,USR002736
GT002336,USR002737
GT000944,USR002738
GT004628,USR002739
GT009999,USR002740
GT007869,USR002741
GT009518,USR002742
GT006693,USR002743
GT006645,USR002744
GT009834,USR002745
GT002609,USR002746
GT007489,USR002747
GT007094,USR002748
GT001355,USR002749
GT007133,USR002750
GT003695,USR002751
GT005065,USR002752
GT008970,USR002753
GT008986,USR002754
GT005130,USR002755
GT004915,USR002756
GT006494,USR002757
GT000365,USR002758
GT005538,USR002759
GT005263,USR002760
GT005005,USR002761
GT005763,USR002762
GT006069,USR002763
GT006189,USR002764
GT002561,USR002765
GT006554,USR002766
GT003642,USR002767
GT006608,USR002768
GT001611,USR002769
GT001475,USR002770
GT005853,USR002771
GT001889,USR002772
GT000364,USR002773
GT008076,USR002774
GT007184,USR002775
GT007138,USR002776
GT007837,USR002777
GT007367,USR002778
GT009998,USR002779
GT006974,USR002780
GT000494,USR002781
GT006197,USR002782
GT005826,USR002783
GT002715,USR002784
GT004173,USR002785
GT007978,USR002786
GT002018,USR002787
GT008362,USR002788
GT004379,USR002789
GT007223,USR002790
GT002160,USR002791
GT001707,USR002792
GT001097,USR002793
GT007487,USR002794
GT006358,USR002795
