support_ticket_id,ground_truth_id,customer_segment,customer_age,intended_issue_category,contact_channel,issue_category,dq_name_typo,dq_email_typo,dq_phone_error,dq_missing_email,dq_missing_phone,dq_incorrect_issue_category
SUP000868,GT005109,Occasional,38,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000869,GT009547,VIP,27,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000870,GT005215,Occasional,19,Refund request,Email,Refund request,False,True,False,False,False,False
SUP000871,GT001949,New,38,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP000872,GT007501,Regular,27,Complaint,Email,Complaint,True,False,False,False,True,False
SUP000873,GT008360,Occasional,55,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000874,GT003024,Occasional,23,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP000875,GT003714,Occasional,57,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000876,GT004584,VIP,45,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000877,GT005804,Occasional,31,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000878,GT003330,Regular,31,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP000879,GT006731,Occasional,46,Refund request,Email,Refund request,True,False,False,False,True,False
SUP000880,GT001201,Occasional,52,Refund request,Email,Refund request,True,False,False,False,True,False
SUP000881,GT000014,Regular,23,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP000882,GT009061,Occasional,31,Enquiry,Email,Enquiry,False,True,False,False,True,False
SUP000883,GT008480,Occasional,70,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000884,GT009486,Regular,38,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000885,GT008078,Regular,66,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000886,GT000685,Regular,34,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000887,GT007624,Occasional,77,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP000888,GT003186,Regular,42,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP000889,GT000556,VIP,29,Complaint,Email,Complaint,False,False,False,False,True,False
SUP000890,GT004408,VIP,28,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000891,GT000220,Regular,44,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000892,GT007752,Regular,27,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP000893,GT006584,Regular,41,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000894,GT007069,Regular,73,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000895,GT002470,Occasional,74,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000896,GT005534,Regular,33,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP000897,GT009654,Regular,43,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000898,GT007993,Regular,33,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000899,GT002068,Regular,54,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000900,GT001020,Occasional,66,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000901,GT001854,Occasional,23,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP000902,GT002986,Occasional,35,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000903,GT009380,Occasional,42,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000904,GT009628,Regular,60,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000905,GT003077,Regular,39,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP000906,GT002798,Occasional,42,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000907,GT005989,Occasional,57,Refund request,Email,Refund request,True,False,False,False,False,False
SUP000908,GT009619,Occasional,56,Enquiry,Phone,Enquiry,False,False,True,False,False,False
SUP000909,GT002646,VIP,30,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000910,GT001162,Occasional,35,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000911,GT009614,Occasional,71,Refund request,Phone,Refund request,False,True,False,False,False,False
SUP000912,GT006904,Regular,26,Complaint,Email,Refund request,False,False,False,False,True,True
SUP000913,GT006709,Occasional,83,Complaint,Email,Complaint,False,False,False,False,True,False
SUP000914,GT004693,VIP,38,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000915,GT002457,Occasional,57,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000916,GT003887,VIP,62,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000917,GT001035,Regular,56,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP000918,GT005378,VIP,62,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000919,GT006946,Occasional,55,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000920,GT009371,Regular,32,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000921,GT009637,Occasional,60,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP000922,GT001140,VIP,42,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000923,GT003088,Regular,27,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000924,GT005806,Occasional,81,Accessibility,Email,Accessibility,False,False,True,False,False,False
SUP000925,GT002521,Regular,33,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP000926,GT002572,Occasional,63,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000927,GT008372,Regular,31,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000928,GT005212,Occasional,20,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP000929,GT000340,VIP,25,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP000930,GT004394,Regular,77,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000931,GT000220,Regular,44,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP000932,GT008555,Regular,48,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP000933,GT002065,Occasional,67,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000934,GT007133,VIP,60,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000935,GT007585,Occasional,77,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000936,GT000629,VIP,61,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000937,GT009695,Occasional,50,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000938,GT006861,Occasional,78,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000939,GT009772,Occasional,32,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000940,GT006330,VIP,36,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000941,GT003464,Regular,60,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000942,GT000894,Occasional,40,Complaint,Email,Complaint,False,True,False,False,False,False
SUP000943,GT008109,Occasional,50,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000944,GT004363,Regular,78,Accessibility,Phone,Accessibility,False,False,True,False,False,False
SUP000945,GT003434,New,65,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP000946,GT005693,Regular,26,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP000947,GT003598,Regular,79,Complaint,Email,Complaint,False,False,True,False,False,False
SUP000948,GT002246,Regular,29,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000949,GT000616,Regular,36,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP000950,GT009870,New,68,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000951,GT007386,VIP,29,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP000952,GT000666,Regular,72,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000953,GT001806,Regular,47,Refund request,Phone,Refund request,False,True,False,False,False,False
SUP000954,GT003301,Regular,42,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000955,GT006250,Regular,51,Accessibility,Email,Complaint,False,False,False,False,False,True
SUP000956,GT006615,Regular,76,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000957,GT000187,Occasional,40,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000958,GT003153,Occasional,62,Complaint,Email,Complaint,False,True,False,False,True,False
SUP000959,GT005800,Regular,55,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000960,GT005699,VIP,49,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000961,GT000993,Occasional,19,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000962,GT000423,Regular,49,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000963,GT005252,Regular,66,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP000964,GT003988,Occasional,37,Enquiry,Email,Enquiry,False,True,False,False,True,False
SUP000965,GT001156,Regular,37,Accessibility,Email,Accessibility,False,True,False,False,True,False
SUP000966,GT009123,Regular,19,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000967,GT003612,Occasional,84,Complaint,Email,Complaint,False,False,False,False,True,False
SUP000968,GT002165,Regular,39,Complaint,Email,Complaint,False,False,False,False,True,False
SUP000969,GT000740,Occasional,58,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000970,GT004754,Occasional,35,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP000971,GT001477,Occasional,21,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP000972,GT001653,Regular,36,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000973,GT003827,Occasional,34,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000974,GT005559,Regular,61,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000975,GT003058,Occasional,55,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000976,GT009432,Regular,28,Refund request,Email,Accessibility,True,False,False,False,True,True
SUP000977,GT002348,Regular,46,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000978,GT005647,Occasional,42,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP000979,GT004320,Regular,81,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP000980,GT006326,Regular,44,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000981,GT000540,Occasional,48,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP000982,GT006093,Regular,37,Complaint,Phone,Complaint,False,False,True,False,False,False
SUP000983,GT002536,Occasional,35,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP000984,GT000988,Regular,46,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000985,GT003492,Regular,58,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000986,GT004926,Regular,28,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000987,GT009640,Occasional,62,Complaint,Email,Complaint,False,True,False,False,False,False
SUP000988,GT003114,Occasional,31,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000989,GT006142,Occasional,41,Complaint,Email,Complaint,False,False,False,False,True,False
SUP000990,GT005580,VIP,43,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000991,GT008479,Regular,71,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000992,GT006155,Regular,76,Accessibility,Email,Accessibility,False,False,True,False,False,False
SUP000993,GT003389,VIP,78,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000994,GT008799,VIP,21,Enquiry,Email,Enquiry,False,False,True,False,False,False
SUP000995,GT004692,Occasional,66,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP000996,GT003755,Regular,63,Refund request,Phone,Refund request,False,True,False,False,False,False
SUP000997,GT004499,VIP,48,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000998,GT005851,Regular,51,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP000999,GT008944,Regular,48,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001000,GT002204,Occasional,75,Complaint,Phone,Complaint,False,False,True,False,False,False
SUP001001,GT003652,Occasional,43,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001002,GT008379,Regular,58,Refund request,Email,Refund request,False,True,False,False,True,False
SUP001003,GT000513,Regular,65,Accessibility,Phone,Refund request,False,False,False,False,False,True
SUP001004,GT006946,Occasional,55,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001005,GT007376,Regular,59,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001006,GT005264,Occasional,23,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001007,GT006416,Occasional,60,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001008,GT005803,VIP,69,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001009,GT002837,Regular,53,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001010,GT002338,Occasional,25,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001011,GT006889,Occasional,68,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP001012,GT007714,VIP,49,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP001013,GT004371,Occasional,55,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001014,GT008856,VIP,26,Complaint,Email,Complaint,False,False,False,False,True,False
SUP001015,GT007816,VIP,40,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001016,GT000238,Occasional,36,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001017,GT009629,Occasional,20,Complaint,Email,Complaint,False,False,False,False,True,False
SUP001018,GT000181,Occasional,48,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP001019,GT006211,Occasional,32,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001020,GT008712,Regular,46,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001021,GT007276,Regular,22,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001022,GT002582,Regular,22,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP001023,GT007643,Occasional,27,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001024,GT002473,VIP,35,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP001025,GT008598,Regular,52,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001026,GT006096,Occasional,52,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001027,GT002926,Regular,72,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001028,GT003343,Occasional,76,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP001029,GT001191,Occasional,69,Complaint,Email,Complaint,False,False,False,False,True,False
SUP001030,GT001495,Regular,24,Accessibility,Phone,Complaint,False,False,False,False,False,True
SUP001031,GT007683,Occasional,71,Complaint,Phone,Refund request,False,False,False,False,False,True
SUP001032,GT005383,VIP,19,Refund request,Phone,Refund request,True,False,False,True,False,False
SUP001033,GT004046,Occasional,33,Refund request,Email,Refund request,True,False,False,False,False,False
SUP001034,GT008698,Regular,27,Complaint,Email,Complaint,False,False,False,False,True,False
SUP001035,GT000933,Regular,50,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001036,GT005970,Regular,76,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001037,GT000962,Occasional,48,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001038,GT008623,Occasional,39,Complaint,Email,Complaint,False,False,False,False,False,False
SUP001039,GT006801,Occasional,62,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP001040,GT009185,VIP,64,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP001041,GT001903,Occasional,44,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP001042,GT004858,Regular,69,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP001043,GT007263,Occasional,25,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP001044,GT002265,Occasional,21,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001045,GT009738,Occasional,34,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001046,GT008210,Regular,78,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP001047,GT004984,Occasional,22,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP001048,GT008262,Occasional,27,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001049,GT008300,Occasional,44,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001050,GT001005,Regular,48,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP001051,GT004363,Regular,78,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001052,GT005160,VIP,54,Accessibility,Email,Accessibility,False,False,True,False,False,False
SUP001053,GT001720,Occasional,64,Complaint,Email,Complaint,False,False,True,False,False,False
SUP001054,GT006522,Occasional,46,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP001055,GT002679,Occasional,43,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001056,GT005237,Occasional,83,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001057,GT000808,Regular,60,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001058,GT003815,Regular,57,Complaint,Email,Complaint,False,False,False,False,False,False
SUP001059,GT005189,Regular,30,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP001060,GT002837,Regular,53,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001061,GT007476,Regular,36,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001062,GT008372,Regular,31,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP001063,GT009368,Occasional,45,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001064,GT002898,Occasional,63,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP001065,GT008744,Regular,62,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP001066,GT009123,Regular,19,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP001067,GT000346,VIP,49,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP001068,GT001958,Occasional,78,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP001069,GT003389,VIP,78,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001070,GT009300,Regular,31,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001071,GT001251,Occasional,50,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001072,GT002579,Regular,58,Refund request,Phone,Refund request,False,False,True,False,False,False
SUP001073,GT001676,Occasional,80,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP001074,GT002409,VIP,35,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001075,GT006172,Regular,67,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001076,GT000868,Occasional,54,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001077,GT005936,Occasional,41,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001078,GT000556,VIP,29,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001079,GT007621,Regular,25,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP001080,GT000068,Regular,26,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP001081,GT005419,Occasional,40,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001082,GT001986,Occasional,43,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP001083,GT008672,Occasional,47,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP001084,GT005384,Occasional,85,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP001085,GT002230,Regular,76,Complaint,Phone,Complaint,True,False,False,False,False,False
SUP001086,GT000363,Occasional,33,Refund request,Email,Refund request,False,True,False,False,False,False
SUP001087,GT000224,Occasional,23,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001088,GT007150,Regular,64,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001089,GT001780,Occasional,53,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP001090,GT008937,Regular,56,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001091,GT009532,Occasional,63,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP001092,GT001912,Regular,48,Complaint,Email,Complaint,False,False,False,False,True,False
SUP001093,GT002183,New,59,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP001094,GT008721,Occasional,50,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001095,GT008471,Regular,58,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001096,GT001083,Regular,79,Refund request,Email,Enquiry,False,True,True,False,False,True
SUP001097,GT002544,Regular,55,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP001098,GT005453,Occasional,24,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP001099,GT006390,Regular,68,Accessibility,Email,Accessibility,False,True,False,False,True,False
SUP001100,GT001187,Occasional,77,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001101,GT009358,Occasional,64,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001102,GT001185,Regular,35,Enquiry,Email,Enquiry,False,True,True,False,False,False
SUP001103,GT009753,Occasional,39,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001104,GT005333,Regular,73,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001105,GT005669,Occasional,53,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP001106,GT003688,Regular,30,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001107,GT006608,Regular,62,Refund request,Phone,Refund request,False,False,True,True,False,False
SUP001108,GT002486,Occasional,78,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001109,GT009243,VIP,27,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001110,GT006495,Regular,37,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001111,GT000670,New,28,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001112,GT002571,VIP,58,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP001113,GT008956,Occasional,72,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001114,GT008134,Occasional,33,Complaint,Email,Complaint,False,False,False,False,False,False
SUP001115,GT002108,Occasional,44,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001116,GT008042,VIP,36,Complaint,Email,Complaint,False,False,False,False,False,False
SUP001117,GT000961,Occasional,63,Accessibility,Email,Accessibility,True,True,False,False,True,False
SUP001118,GT006616,Regular,60,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001119,GT005188,Occasional,43,Complaint,Email,Complaint,False,False,False,False,False,False
SUP001120,GT008630,Occasional,39,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001121,GT007636,Regular,53,Complaint,Email,Complaint,False,False,False,False,True,False
SUP001122,GT006064,New,66,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP001123,GT002987,Regular,28,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001124,GT001494,Occasional,23,Refund request,Phone,Enquiry,False,False,False,False,False,True
SUP001125,GT003620,Occasional,57,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001126,GT000647,Regular,31,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001127,GT009293,Occasional,31,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP001128,GT005532,Occasional,30,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001129,GT002209,Regular,52,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001130,GT001035,Regular,56,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001131,GT004780,VIP,50,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001132,GT008305,Occasional,26,Enquiry,Phone,Enquiry,False,True,False,False,False,False
SUP001133,GT000925,Occasional,41,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001134,GT004225,Occasional,66,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001135,GT000407,VIP,45,Complaint,Email,Complaint,False,False,False,False,False,False
SUP001136,GT001495,Regular,24,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001137,GT001521,Regular,32,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001138,GT000038,Occasional,65,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP001139,GT003912,Regular,72,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001140,GT000364,Occasional,36,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001141,GT007174,Occasional,37,Complaint,Email,Complaint,False,False,False,False,False,False
SUP001142,GT003208,Occasional,48,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP001143,GT009613,VIP,76,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001144,GT003937,New,82,Complaint,Email,Complaint,False,False,False,False,False,False
SUP001145,GT003749,Occasional,72,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP001146,GT003688,Regular,30,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP001147,GT002954,Regular,31,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP001148,GT009579,Occasional,38,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001149,GT002227,Occasional,37,Refund request,Email,Refund request,True,False,False,False,True,False
SUP001150,GT005078,Regular,55,Accessibility,Email,Accessibility,True,False,False,False,True,False
SUP001151,GT009780,New,67,Accessibility,Email,Accessibility,True,False,False,False,False,False
SUP001152,GT005558,VIP,39,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001153,GT007297,Occasional,49,Complaint,Email,Complaint,False,False,False,False,False,False
SUP001154,GT004232,VIP,65,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP001155,GT000841,VIP,70,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP001156,GT008758,Occasional,39,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001157,GT006173,Regular,38,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP001158,GT000099,Regular,64,Complaint,Email,Complaint,False,False,False,False,False,False
SUP001159,GT006219,VIP,71,Complaint,Email,Complaint,False,True,False,False,False,False
SUP001160,GT003992,Occasional,46,Complaint,Email,Complaint,False,False,False,False,False,False
SUP001161,GT000284,Occasional,74,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP001162,GT009579,Occasional,38,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP001163,GT007088,Regular,63,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP001164,GT007765,Occasional,81,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001165,GT006067,Regular,33,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001166,GT000677,Occasional,48,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001167,GT004012,Occasional,40,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001168,GT008377,Regular,42,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP001169,GT000324,Regular,29,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP001170,GT009976,Occasional,81,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP001171,GT001263,Regular,63,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP001172,GT007247,Regular,42,Complaint,Email,Complaint,False,False,False,False,True,False
SUP001173,GT005831,Occasional,26,Complaint,Email,Complaint,False,False,False,False,True,False
SUP001174,GT006924,VIP,42,Complaint,Email,Accessibility,False,False,False,False,True,True
SUP001175,GT000824,Occasional,64,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP001176,GT009378,VIP,45,Refund request,Phone,Refund request,True,False,False,True,False,False
SUP001177,GT009665,Occasional,55,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001178,GT007317,New,49,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP001179,GT006731,Occasional,46,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001180,GT000443,VIP,27,Refund request,Email,Refund request,False,False,False,False,True,False
SUP001181,GT001083,Regular,79,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP001182,GT007580,Regular,62,Refund request,Email,Refund request,False,False,False,False,False,False
SUP001183,GT006978,Regular,68,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP001184,GT007434,Regular,81,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP001185,GT007639,Occasional,22,Enquiry,Phone,Enquiry,False,False,False,False,False,False
