session_id,ground_truth_id,customer_segment,guest_session,portal_user_id,available_portal_user_id,basket_created,basket_converted,linked_transaction_id
SES009856,GT005038,VIP,True,,,False,False,
SES009857,GT004342,VIP,True,,,False,False,
SES009858,GT002582,Regular,True,,,True,False,
SES009859,GT004987,Regular,True,,,True,False,
SES009860,GT009950,VIP,False,USR003247,USR003247,False,False,
SES009861,GT002739,VIP,True,,,False,False,
SES009862,GT007202,Regular,False,USR002933,USR002933,True,False,
SES009863,GT002447,Regular,True,,,True,False,
SES009864,GT003948,Occasional,True,,,False,False,
SES009865,GT007530,Regular,False,USR000214,USR000214,True,True,TXN007399
SES009866,GT004828,Occasional,True,,,False,False,
SES009867,GT005083,Occasional,True,,USR000012,False,False,
SES009868,GT004668,Occasional,True,,,False,False,
SES009869,GT000545,Regular,True,,,False,False,
SES009870,GT005249,Occasional,False,USR000786,USR000786,True,True,TXN007402
SES009871,GT009094,Regular,False,USR002491,USR002491,True,True,TXN007403
SES009872,GT002977,Regular,False,USR003697,USR003697,True,False,
SES009873,GT004415,Occasional,False,USR003494,USR003494,False,False,
SES009874,GT009197,VIP,True,,USR000119,False,False,
SES009875,GT004508,Regular,True,,,False,False,
SES009876,GT001801,Regular,False,USR000935,USR000935,True,True,TXN007405
SES009877,GT007022,Regular,True,,,True,False,
SES009878,GT007644,Regular,False,USR000341,USR000341,True,False,
SES009879,GT008166,Regular,False,USR000551,USR000551,False,False,
SES009880,GT001275,Regular,True,,,True,True,TXN007407
SES009881,GT008724,Regular,True,,,True,False,
SES009882,GT007312,VIP,False,USR000131,USR000131,False,False,
SES009883,GT004343,Occasional,True,,,False,False,
SES009884,GT009736,Regular,True,,,False,False,
SES009885,GT008531,Occasional,True,,,False,False,
SES009886,GT002228,Occasional,True,,,True,False,
SES009887,GT002654,New,True,,,True,False,
SES009888,GT000947,Regular,True,,,False,False,
SES009889,GT001106,Occasional,True,,,False,False,
SES009890,GT002757,VIP,True,,,False,False,
SES009891,GT007898,VIP,True,,,True,True,TXN007409
SES009892,GT003616,Occasional,False,USR004022,USR004022,False,False,
SES009893,GT002576,Occasional,False,USR000393,USR000393,False,False,
SES009894,GT005840,VIP,True,,,True,True,TXN007410
SES009895,GT000301,New,True,,,False,False,
SES009896,GT004461,New,True,,,True,True,TXN007411
SES009897,GT002529,Occasional,True,,USR000106,False,False,
SES009898,GT002405,Regular,True,,,True,True,TXN007412
SES009899,GT001474,Occasional,True,,USR000593,False,False,
SES009900,GT005494,Regular,False,USR000536,USR000536,False,False,
SES009901,GT005495,Occasional,False,USR002601,USR002601,False,False,
SES009902,GT002561,Occasional,False,USR002765,USR002765,True,True,TXN007413
SES009903,GT006803,Regular,False,USR000006,USR000006,True,False,
SES009904,GT005054,Regular,False,USR003587,USR003587,False,False,
SES009905,GT003371,VIP,True,,USR000958,False,False,
SES009906,GT003579,Occasional,True,,,True,False,
SES009907,GT008577,Occasional,True,,,True,False,
SES009908,GT007753,Occasional,True,,,True,True,TXN007415
SES009909,GT009086,Regular,True,,,False,False,
SES009910,GT009423,VIP,True,,,True,False,
SES009911,GT003861,VIP,False,USR000636,USR000636,True,True,TXN007417
SES009912,GT002659,New,True,,,False,False,
SES009913,GT003690,Occasional,True,,,True,True,TXN007419
SES009914,GT003164,Occasional,True,,,False,False,
SES009915,GT006039,Occasional,True,,,False,False,
SES009916,GT006043,Regular,False,USR001415,USR001415,False,False,
SES009917,GT002933,Occasional,True,,,True,True,TXN007420
SES009918,GT008052,Occasional,True,,,True,True,TXN007421
SES009919,GT003247,VIP,False,USR001888,USR001888,True,True,TXN007422
SES009920,GT005932,Occasional,False,USR004262,USR004262,True,False,
SES009921,GT007111,Occasional,False,USR002596,USR002596,True,True,TXN007423
SES009922,GT004676,New,False,USR003376,USR003376,False,False,
SES009923,GT005168,VIP,False,USR003736,USR003736,True,True,TXN007425
SES009924,GT002981,Regular,True,,,True,True,TXN007426
SES009925,GT000218,Regular,False,USR003206,USR003206,False,False,
SES009926,GT002955,Regular,True,,,False,False,
SES009927,GT002657,Regular,False,USR000492,USR000492,True,False,
SES009928,GT001488,Occasional,False,USR003286,USR003286,False,False,
SES009929,GT001447,Occasional,True,,,False,False,
SES009930,GT008667,Regular,False,USR001043,USR001043,False,False,
SES009931,GT006580,VIP,True,,USR002210,True,False,
SES009932,GT002816,VIP,True,,,False,False,
SES009933,GT002975,VIP,True,,,True,False,
SES009934,GT006643,Occasional,False,USR002541,USR002541,False,False,
SES009935,GT004156,Regular,False,USR002366,USR002366,True,True,TXN007428
SES009936,GT001800,Occasional,False,USR003458,USR003458,False,False,
SES009937,GT007544,Regular,False,USR003563,USR003563,False,False,
SES009938,GT003870,Regular,True,,,False,False,
SES009939,GT007347,Occasional,True,,,False,False,
SES009940,GT005423,VIP,True,,,True,True,TXN007429
SES009941,GT006468,VIP,False,USR004000,USR004000,False,False,
SES009942,GT007505,Occasional,True,,,False,False,
SES009943,GT008305,Occasional,False,USR000441,USR000441,False,False,
SES009944,GT007263,Occasional,True,,,False,False,
SES009945,GT007485,Occasional,False,USR002518,USR002518,False,False,
SES009946,GT007963,Regular,True,,,False,False,
SES009947,GT000627,Occasional,True,,,True,False,
SES009948,GT005365,Regular,False,USR000990,USR000990,False,False,
SES009949,GT000169,Regular,True,,,False,False,
SES009950,GT008655,Occasional,True,,,False,False,
SES009951,GT009842,Occasional,True,,,False,False,
SES009952,GT004292,Occasional,False,USR003434,USR003434,False,False,
SES009953,GT002882,Regular,False,USR001433,USR001433,True,True,TXN007434
SES009954,GT002894,Regular,True,,,True,False,
SES009955,GT001399,New,False,USR003038,USR003038,False,False,
SES009956,GT005316,Occasional,True,,,False,False,
SES009957,GT000254,VIP,True,,,False,False,
SES009958,GT000932,Regular,True,,,False,False,
SES009959,GT003292,Regular,False,USR003840,USR003840,False,False,
SES009960,GT008225,Occasional,True,,USR002327,False,False,
SES009961,GT005810,VIP,False,USR000364,USR000364,True,True,TXN007436
SES009962,GT006080,Regular,True,,,False,False,
SES009963,GT007401,Occasional,False,USR003052,USR003052,True,False,
SES009964,GT006539,VIP,False,USR003365,USR003365,False,False,
SES009965,GT003668,Occasional,True,,,True,False,
SES009966,GT007071,Regular,False,USR003688,USR003688,True,True,TXN007437
SES009967,GT003861,VIP,False,USR000636,USR000636,False,False,
SES009968,GT003025,VIP,True,,,False,False,
SES009969,GT005089,Occasional,False,USR000124,USR000124,False,False,
SES009970,GT008757,Occasional,True,,,False,False,
SES009971,GT003838,Occasional,False,USR000628,USR000628,False,False,
SES009972,GT005208,VIP,False,USR002229,USR002229,True,True,TXN007439
SES009973,GT004992,Occasional,False,USR000719,USR000719,True,True,TXN007441
SES009974,GT000729,Occasional,True,,,False,False,
SES009975,GT006436,Occasional,False,USR002551,USR002551,False,False,
SES009976,GT006293,Regular,True,,,False,False,
SES009977,GT008775,Regular,True,,,False,False,
SES009978,GT006093,Regular,True,,,True,False,
SES009979,GT006470,VIP,False,USR001144,USR001144,False,False,
SES009980,GT008627,Occasional,True,,,False,False,
SES009981,GT008556,Regular,False,USR002905,USR002905,False,False,
SES009982,GT003265,Regular,True,,,False,False,
SES009983,GT001346,New,True,,,False,False,
SES009984,GT000998,Occasional,True,,USR002664,False,False,
SES009985,GT000744,Occasional,True,,,True,False,
SES009986,GT005190,Occasional,True,,,False,False,
SES009987,GT000046,Regular,False,USR004011,USR004011,False,False,
SES009988,GT000694,Occasional,False,USR002591,USR002591,True,False,
SES009989,GT006539,VIP,False,USR003365,USR003365,False,False,
SES009990,GT000746,Occasional,True,,,False,False,
SES009991,GT008325,VIP,False,USR002072,USR002072,False,False,
SES009992,GT002637,Regular,True,,,False,False,
SES009993,GT006107,New,False,USR003336,USR003336,False,False,
SES009994,GT001954,Occasional,False,USR000349,USR000349,True,False,
SES009995,GT008472,Regular,True,,,False,False,
SES009996,GT009553,Occasional,True,,,False,False,
SES009997,GT009145,VIP,True,,,False,False,
SES009998,GT008895,Regular,True,,,True,False,
SES009999,GT003347,VIP,False,USR002724,USR002724,False,False,
SES010000,GT007114,Occasional,False,USR000539,USR000539,True,True,TXN007449
SES010001,GT001093,Occasional,True,,,False,False,
SES010002,GT004955,Regular,True,,,True,True,TXN007450
SES010003,GT004291,New,True,,,True,True,TXN007451
SES010004,GT000774,Occasional,True,,USR001662,False,False,
SES010005,GT009557,Regular,False,USR000020,USR000020,False,False,
SES010006,GT006049,Occasional,True,,,True,False,
SES010007,GT005127,Regular,False,USR001841,USR001841,True,True,TXN007454
SES010008,GT009555,VIP,False,USR001189,USR001189,True,False,
SES010009,GT009031,Occasional,True,,,True,True,TXN007455
SES010010,GT005570,Occasional,True,,,False,False,
SES010011,GT004475,Occasional,False,USR001653,USR001653,False,False,
SES010012,GT008747,Occasional,True,,,True,True,TXN007456
SES010013,GT000612,Occasional,True,,,False,False,
SES010014,GT000296,Regular,False,USR001419,USR001419,False,False,
SES010015,GT002892,Occasional,True,,,False,False,
SES010016,GT002531,Occasional,True,,,False,False,
SES010017,GT000084,Regular,False,USR002224,USR002224,True,False,
SES010018,GT007754,Occasional,True,,,False,False,
SES010019,GT009160,Occasional,False,USR002176,USR002176,True,True,TXN007458
SES010020,GT009800,Regular,False,USR001537,USR001537,False,False,
SES010021,GT009974,Occasional,True,,,False,False,
SES010022,GT000782,Regular,True,,USR000662,True,True,TXN007459
SES010023,GT005727,Regular,True,,,True,True,TXN007460
SES010024,GT001916,VIP,True,,USR001887,False,False,
SES010025,GT000754,Occasional,True,,,False,False,
SES010026,GT006437,Occasional,False,USR000035,USR000035,False,False,
SES010027,GT006630,Regular,False,USR000944,USR000944,False,False,
SES010028,GT002204,Occasional,True,,,False,False,
SES010029,GT003309,Occasional,True,,,False,False,
SES010030,GT000253,Regular,False,USR001234,USR001234,False,False,
SES010031,GT000879,Regular,False,USR003816,USR003816,True,True,TXN007462
SES010032,GT006883,Occasional,True,,,False,False,
SES010033,GT004981,Occasional,False,USR001821,USR001821,False,False,
SES010034,GT000346,VIP,True,,,True,False,
SES010035,GT001813,VIP,False,USR001515,USR001515,True,True,TXN007465
SES010036,GT009145,VIP,True,,,True,True,TXN007466
SES010037,GT009670,VIP,False,USR001518,USR001518,False,False,
SES010038,GT009025,Regular,True,,,True,True,TXN007469
SES010039,GT000103,VIP,True,,,False,False,
SES010040,GT006900,Occasional,True,,,False,False,
SES010041,GT002399,Regular,True,,,False,False,
SES010042,GT000682,Regular,False,USR000489,USR000489,False,False,
SES010043,GT007859,Regular,True,,USR003731,False,False,
SES010044,GT005833,Regular,True,,,False,False,
SES010045,GT009804,Occasional,True,,,True,False,
SES010046,GT004336,Occasional,True,,USR000201,False,False,
SES010047,GT006182,Regular,False,USR001954,USR001954,False,False,
SES010048,GT004658,Occasional,True,,,True,True,TXN007472
SES010049,GT001420,New,False,USR002185,USR002185,False,False,
SES010050,GT003751,Occasional,True,,,False,False,
SES010051,GT001154,Occasional,True,,,True,True,TXN007473
SES010052,GT006366,Regular,True,,,False,False,
SES010053,GT005800,Regular,False,USR002498,USR002498,False,False,
SES010054,GT002465,Occasional,False,USR000117,USR000117,False,False,
SES010055,GT002653,VIP,True,,,False,False,
SES010056,GT003891,Regular,True,,,True,True,TXN007474
SES010057,GT007170,Occasional,False,USR003746,USR003746,False,False,
SES010058,GT006738,Occasional,False,USR001389,USR001389,False,False,
SES010059,GT002877,Occasional,True,,,False,False,
SES010060,GT008070,VIP,False,USR001460,USR001460,True,False,
SES010061,GT005241,Regular,True,,,True,True,TXN007476
SES010062,GT004218,Regular,True,,,True,True,TXN007475
SES010063,GT002011,Occasional,True,,,True,True,TXN007477
SES010064,GT008888,Occasional,False,USR002680,USR002680,False,False,
SES010065,GT003710,VIP,False,USR000817,USR000817,False,False,
SES010066,GT007859,Regular,False,USR003731,USR003731,True,True,TXN007478
SES010067,GT003466,Occasional,False,USR003959,USR003959,True,True,TXN007479
SES010068,GT004844,Occasional,True,,,False,False,
SES010069,GT008282,Regular,False,USR003496,USR003496,False,False,
SES010070,GT008744,Regular,True,,USR001696,False,False,
SES010071,GT009558,Occasional,False,USR001932,USR001932,False,False,
SES010072,GT009800,Regular,False,USR001537,USR001537,False,False,
SES010073,GT002468,Occasional,False,USR000411,USR000411,True,True,TXN007480
SES010074,GT007203,Occasional,True,,,False,False,
SES010075,GT008003,Regular,True,,,False,False,
SES010076,GT007903,Regular,True,,,False,False,
SES010077,GT008048,Regular,True,,USR000520,False,False,
SES010078,GT009668,New,True,,,False,False,
SES010079,GT002305,Occasional,True,,,False,False,
SES010080,GT006254,VIP,False,USR003749,USR003749,True,True,TXN007485
SES010081,GT002609,Occasional,False,USR002746,USR002746,True,True,TXN007483
SES010082,GT001728,Occasional,False,USR002621,USR002621,False,False,
SES010083,GT000720,Occasional,True,,,False,False,
SES010084,GT006639,Occasional,False,USR001140,USR001140,True,False,
SES010085,GT005608,VIP,True,,USR002673,False,False,
SES010086,GT006681,VIP,True,,,False,False,
SES010087,GT007398,Regular,False,USR003714,USR003714,False,False,
SES010088,GT007091,VIP,True,,,True,False,
SES010089,GT007488,New,True,,USR003001,False,False,
SES010090,GT007209,VIP,False,USR001903,USR001903,False,False,
SES010091,GT005302,Occasional,True,,,False,False,
SES010092,GT007862,Regular,True,,,True,False,
SES010093,GT007859,Regular,False,USR003731,USR003731,False,False,
SES010094,GT001655,Regular,False,USR002488,USR002488,True,False,
SES010095,GT008879,Occasional,True,,,True,False,
SES010096,GT007874,Occasional,True,,,True,True,TXN007493
SES010097,GT001048,Regular,True,,,False,False,
SES010098,GT004317,Regular,False,USR001226,USR001226,True,False,
SES010099,GT008421,Occasional,True,,,False,False,
SES010100,GT008927,VIP,True,,,False,False,
SES010101,GT009448,Occasional,False,USR003835,USR003835,False,False,
SES010102,GT007666,Occasional,False,USR000858,USR000858,True,True,TXN007495
SES010103,GT004278,Regular,True,,USR003992,False,False,
SES010104,GT004844,Occasional,True,,,False,False,
SES010105,GT009188,Regular,True,,,False,False,
SES010106,GT005922,New,True,,,True,True,TXN007497
SES010107,GT000314,Occasional,True,,,True,False,
SES010108,GT002937,VIP,True,,,True,True,TXN007499
SES010109,GT006293,Regular,True,,,False,False,
SES010110,GT000463,Regular,True,,,False,False,
SES010111,GT007381,Occasional,True,,,False,False,
SES010112,GT009514,Regular,True,,USR001459,False,False,
SES010113,GT005491,VIP,False,USR002883,USR002883,False,False,
SES010114,GT004668,Occasional,True,,,False,False,
SES010115,GT001016,Occasional,False,USR002284,USR002284,False,False,
SES010116,GT008732,Occasional,False,USR002004,USR002004,True,True,TXN007500
SES010117,GT007366,Occasional,True,,,False,False,
SES010118,GT002679,Occasional,False,USR001890,USR001890,False,False,
SES010119,GT009637,Occasional,True,,,False,False,
SES010120,GT005347,Regular,True,,,False,False,
SES010121,GT007581,VIP,False,USR001787,USR001787,False,False,
SES010122,GT001687,Occasional,True,,,True,True,TXN007502
SES010123,GT007091,VIP,True,,,True,True,TXN007503
SES010124,GT003226,Occasional,False,USR002354,USR002354,False,False,
SES010125,GT009059,Occasional,False,USR003172,USR003172,True,True,TXN007506
SES010126,GT003804,Regular,False,USR002553,USR002553,True,False,
SES010127,GT003835,Regular,False,USR000986,USR000986,True,False,
SES010128,GT009318,Regular,False,USR003226,USR003226,False,False,
SES010129,GT009540,Occasional,False,USR001620,USR001620,True,True,TXN007507
SES010130,GT006017,Regular,False,USR001492,USR001492,True,True,TXN007510
SES010131,GT008840,Occasional,False,USR001985,USR001985,False,False,
SES010132,GT007162,Occasional,True,,,False,False,
SES010133,GT004540,Occasional,False,USR003517,USR003517,False,False,
SES010134,GT005979,Regular,True,,,True,True,TXN007513
SES010135,GT008172,Occasional,True,,,True,True,TXN007512
SES010136,GT008979,Occasional,True,,,False,False,
SES010137,GT003903,Occasional,True,,,False,False,
SES010138,GT009610,Regular,False,USR001017,USR001017,False,False,
SES010139,GT001041,Regular,False,USR002264,USR002264,False,False,
SES010140,GT007082,Regular,False,USR001485,USR001485,False,False,
SES010141,GT003421,Occasional,True,,,True,False,
SES010142,GT009878,Occasional,False,USR004144,USR004144,False,False,
SES010143,GT008439,New,True,,,True,False,
SES010144,GT002372,Regular,False,USR003042,USR003042,True,True,TXN007517
SES010145,GT003668,Occasional,True,,,True,True,TXN007516
SES010146,GT005390,Occasional,True,,,False,False,
SES010147,GT004554,Occasional,True,,,False,False,
SES010148,GT009276,Occasional,False,USR002077,USR002077,False,False,
SES010149,GT003506,Regular,True,,,False,False,
SES010150,GT001543,New,True,,,True,True,TXN007520
SES010151,GT006665,VIP,False,USR000860,USR000860,True,True,TXN007521
SES010152,GT003710,VIP,False,USR000817,USR000817,False,False,
SES010153,GT003749,Occasional,True,,,False,False,
SES010154,GT004550,Regular,True,,,True,False,
SES010155,GT005281,Occasional,True,,USR002694,False,False,
SES010156,GT005840,VIP,True,,,True,False,
SES010157,GT006678,Occasional,False,USR000470,USR000470,False,False,
SES010158,GT002862,Occasional,False,USR003258,USR003258,False,False,
SES010159,GT003979,Occasional,True,,USR001365,False,False,
SES010160,GT000751,Regular,True,,,False,False,
SES010161,GT003862,Regular,True,,USR004005,False,False,
SES010162,GT003084,Regular,True,,,True,False,
SES010163,GT003335,New,True,,,True,True,TXN007523
SES010164,GT004001,Occasional,True,,USR001683,True,False,
SES010165,GT004157,Occasional,False,USR004189,USR004189,True,True,TXN007525
SES010166,GT005881,Regular,False,USR000063,USR000063,False,False,
SES010167,GT009469,VIP,False,USR002119,USR002119,False,False,
SES010168,GT001289,VIP,True,,,False,False,
SES010169,GT005326,Occasional,True,,,False,False,
SES010170,GT002005,VIP,True,,USR000408,False,False,
SES010171,GT004215,Occasional,True,,,False,False,
SES010172,GT000212,Regular,True,,,False,False,
SES010173,GT004074,VIP,False,USR000726,USR000726,False,False,
SES010174,GT007439,Regular,True,,,True,False,
SES010175,GT009532,Occasional,True,,USR003893,False,False,
SES010176,GT006915,VIP,False,USR003229,USR003229,True,False,
SES010177,GT004249,Occasional,False,USR001526,USR001526,False,False,
SES010178,GT007718,VIP,False,USR001491,USR001491,True,True,TXN007528
SES010179,GT006945,Regular,False,USR000544,USR000544,False,False,
SES010180,GT002201,Regular,True,,,True,True,TXN007529
SES010181,GT003790,Occasional,True,,,False,False,
SES010182,GT000674,Regular,True,,USR004149,False,False,
SES010183,GT001463,Regular,True,,,False,False,
SES010184,GT000784,Occasional,True,,,True,True,TXN007531
SES010185,GT008234,VIP,False,USR000509,USR000509,True,True,TXN007530
SES010186,GT001721,Occasional,True,,,False,False,
SES010187,GT009233,Regular,True,,,True,True,TXN007534
SES010188,GT009610,Regular,False,USR001017,USR001017,True,False,
SES010189,GT002077,Occasional,True,,,False,False,
SES010190,GT007339,Occasional,False,USR000608,USR000608,True,False,
SES010191,GT007031,Regular,True,,,True,True,TXN007536
SES010192,GT007324,Occasional,False,USR000716,USR000716,False,False,
SES010193,GT006506,VIP,True,,,False,False,
SES010194,GT001882,Occasional,True,,,False,False,
SES010195,GT003263,Occasional,True,,USR002120,False,False,
SES010196,GT004561,VIP,False,USR001749,USR001749,False,False,
SES010197,GT000024,Regular,True,,,True,True,TXN007541
SES010198,GT004717,Occasional,False,USR001739,USR001739,False,False,
SES010199,GT002593,Occasional,False,USR001458,USR001458,False,False,
SES010200,GT008238,Occasional,False,USR002195,USR002195,True,True,TXN007542
SES010201,GT000130,Occasional,True,,USR001334,False,False,
SES010202,GT007203,Occasional,True,,,False,False,
SES010203,GT009415,Occasional,True,,,False,False,
SES010204,GT007198,Occasional,False,USR001388,USR001388,False,False,
SES010205,GT005476,Occasional,True,,,True,True,TXN007544
SES010206,GT001779,VIP,False,USR003540,USR003540,False,False,
SES010207,GT009607,Occasional,True,,,False,False,
SES010208,GT008649,Occasional,True,,USR002379,False,False,
SES010209,GT002407,Occasional,True,,,False,False,
SES010210,GT000579,VIP,False,USR001567,USR001567,True,True,TXN007546
SES010211,GT001117,Occasional,True,,,True,True,TXN007547
SES010212,GT000673,Occasional,False,USR001063,USR001063,False,False,
SES010213,GT006605,Regular,False,USR002105,USR002105,False,False,
SES010214,GT003841,Regular,True,,,True,False,
SES010215,GT007552,Occasional,True,,,True,False,
SES010216,GT001125,Regular,False,USR002625,USR002625,False,False,
SES010217,GT003406,Regular,True,,,True,True,TXN007548
SES010218,GT001659,Regular,False,USR004074,USR004074,False,False,
SES010219,GT005353,Regular,True,,,True,True,TXN007549
SES010220,GT005078,Regular,True,,,True,True,TXN007550
SES010221,GT003527,VIP,True,,,False,False,
SES010222,GT008415,Regular,True,,,True,True,TXN007551
SES010223,GT002654,New,True,,,True,False,
SES010224,GT003151,VIP,False,USR003320,USR003320,True,True,TXN007552
SES010225,GT002892,Occasional,True,,,False,False,
SES010226,GT001126,Regular,False,USR001952,USR001952,False,False,
SES010227,GT001860,Regular,True,,,False,False,
SES010228,GT002749,Regular,True,,,False,False,
SES010229,GT003279,Regular,False,USR000151,USR000151,False,False,
SES010230,GT002670,Occasional,False,USR000531,USR000531,False,False,
SES010231,GT006621,Regular,False,USR003880,USR003880,False,False,
SES010232,GT008618,Occasional,True,,,False,False,
SES010233,GT005005,VIP,False,USR002761,USR002761,True,True,TXN007554
SES010234,GT002558,VIP,True,,,False,False,
SES010235,GT000698,Regular,True,,,True,True,TXN007555
SES010236,GT002684,Regular,True,,,True,True,TXN007556
SES010237,GT007189,Regular,True,,,True,True,TXN007558
SES010238,GT001969,Regular,True,,,True,True,TXN007559
SES010239,GT000924,Occasional,True,,,False,False,
SES010240,GT000226,VIP,False,USR000078,USR000078,False,False,
SES010241,GT006579,VIP,False,USR002573,USR002573,True,True,TXN007560
SES010242,GT009484,Regular,True,,,False,False,
SES010243,GT009488,Occasional,True,,,False,False,
SES010244,GT005436,Occasional,False,USR003962,USR003962,False,False,
SES010245,GT007761,Occasional,False,USR003486,USR003486,False,False,
SES010246,GT008325,VIP,True,,USR002072,False,False,
SES010247,GT003974,Regular,False,USR001934,USR001934,False,False,
SES010248,GT005986,VIP,False,USR001780,USR001780,True,True,TXN007562
SES010249,GT009835,Occasional,True,,,False,False,
SES010250,GT000009,Regular,False,USR001183,USR001183,True,False,
SES010251,GT005710,Regular,True,,,True,True,TXN007563
SES010252,GT009817,Occasional,False,USR001665,USR001665,False,False,
SES010253,GT000349,Occasional,True,,,False,False,
SES010254,GT003297,Occasional,False,USR000249,USR000249,True,True,TXN007567
SES010255,GT000454,Occasional,True,,,False,False,
SES010256,GT009454,Regular,True,,,False,False,
SES010257,GT009825,Occasional,True,,,False,False,
SES010258,GT009883,VIP,True,,,True,True,TXN007571
SES010259,GT002676,Regular,True,,,False,False,
SES010260,GT008313,Regular,True,,,True,True,TXN007573
SES010261,GT006923,Occasional,True,,,True,True,TXN007574
SES010262,GT000883,Regular,True,,,False,False,
SES010263,GT006169,Regular,False,USR002984,USR002984,True,True,TXN007576
SES010264,GT006539,VIP,False,USR003365,USR003365,False,False,
SES010265,GT007632,Occasional,True,,,True,True,TXN007575
SES010266,GT009831,Occasional,False,USR000546,USR000546,False,False,
SES010267,GT007818,Occasional,True,,,True,False,
SES010268,GT003922,Regular,True,,,False,False,
SES010269,GT005937,Regular,True,,,True,True,TXN007577
SES010270,GT008074,Occasional,False,USR002075,USR002075,True,False,
SES010271,GT004720,Regular,False,USR001496,USR001496,True,True,TXN007585
SES010272,GT006274,Occasional,True,,,True,True,TXN007584
SES010273,GT003827,Occasional,False,USR002559,USR002559,True,True,TXN007583
SES010274,GT001252,Occasional,False,USR003208,USR003208,True,True,TXN007586
SES010275,GT001950,Occasional,True,,USR002628,False,False,
SES010276,GT009428,New,True,,,True,True,TXN007587
SES010277,GT001058,Occasional,True,,,False,False,
SES010278,GT003151,VIP,False,USR003320,USR003320,True,False,
SES010279,GT001985,VIP,True,,,False,False,
SES010280,GT004026,Regular,True,,,False,False,
SES010281,GT001957,New,True,,,False,False,
SES010282,GT002507,Occasional,True,,,False,False,
SES010283,GT008496,VIP,False,USR000826,USR000826,False,False,
SES010284,GT001833,Regular,True,,,False,False,
SES010285,GT007217,Regular,False,USR001456,USR001456,False,False,
SES010286,GT005269,Occasional,True,,,False,False,
SES010287,GT008106,Occasional,True,,USR002969,True,False,
SES010288,GT003316,Occasional,True,,,False,False,
SES010289,GT007336,Occasional,True,,,False,False,
SES010290,GT007650,New,False,USR002865,USR002865,False,False,
SES010291,GT009847,Regular,False,USR000514,USR000514,False,False,
SES010292,GT000888,Regular,True,,,False,False,
SES010293,GT002772,Regular,True,,,True,True,TXN007592
SES010294,GT005835,Occasional,False,USR000717,USR000717,True,False,
SES010295,GT005699,VIP,False,USR000586,USR000586,True,True,TXN007593
SES010296,GT004194,Occasional,True,,,True,False,
SES010297,GT002040,Regular,False,USR003579,USR003579,False,False,
SES010298,GT006130,Regular,False,USR000965,USR000965,False,False,
SES010299,GT005544,VIP,True,,,True,False,
SES010300,GT000147,VIP,True,,,True,True,TXN007594
SES010301,GT001681,Occasional,False,USR004198,USR004198,False,False,
SES010302,GT008563,Occasional,False,USR001040,USR001040,False,False,
SES010303,GT002240,Occasional,True,,,False,False,
SES010304,GT002160,Regular,True,,USR002791,True,False,
SES010305,GT001106,Occasional,True,,,False,False,
SES010306,GT005049,Occasional,True,,,False,False,
SES010307,GT001419,VIP,False,USR004165,USR004165,True,False,
SES010308,GT001575,Regular,True,,,False,False,
SES010309,GT003843,Occasional,False,USR001179,USR001179,True,True,TXN007596
SES010310,GT002517,Occasional,False,USR003189,USR003189,True,True,TXN007597
SES010311,GT007032,VIP,False,USR001326,USR001326,False,False,
SES010312,GT000530,Occasional,True,,,True,False,
SES010313,GT005306,Regular,False,USR001277,USR001277,True,True,TXN007599
SES010314,GT007150,Regular,True,,,True,True,TXN007600
SES010315,GT008000,Regular,False,USR001790,USR001790,False,False,
SES010316,GT008270,Regular,True,,,False,False,
SES010317,GT007608,Regular,True,,,False,False,
SES010318,GT009638,Occasional,False,USR001658,USR001658,True,False,
SES010319,GT003979,Occasional,False,USR001365,USR001365,True,True,TXN007604
SES010320,GT003964,Regular,False,USR002216,USR002216,False,False,
SES010321,GT000406,Regular,False,USR000999,USR000999,True,False,
SES010322,GT008328,Regular,True,,,False,False,
SES010323,GT000936,Regular,False,USR000028,USR000028,False,False,
SES010324,GT009921,Regular,True,,,False,False,
SES010325,GT002276,Regular,True,,USR004017,True,False,
SES010326,GT005509,Regular,True,,USR000121,True,False,
SES010327,GT006649,VIP,False,USR003235,USR003235,True,False,
SES010328,GT001809,Regular,False,USR004286,USR004286,True,False,
SES010329,GT004839,Regular,False,USR000971,USR000971,False,False,
SES010330,GT000762,Regular,False,USR003162,USR003162,False,False,
SES010331,GT001670,Occasional,True,,,False,False,
SES010332,GT004265,Regular,True,,,True,False,
SES010333,GT004728,Regular,True,,,True,True,TXN007610
SES010334,GT008047,Occasional,True,,USR002483,True,False,
SES010335,GT003417,Occasional,False,USR001991,USR001991,True,False,
SES010336,GT001795,Occasional,True,,USR003776,False,False,
SES010337,GT008027,New,True,,,True,False,
SES010338,GT007074,New,False,USR000616,USR000616,True,True,TXN007612
SES010339,GT004408,VIP,True,,,False,False,
SES010340,GT008108,Regular,True,,,False,False,
SES010341,GT000203,Regular,False,USR001420,USR001420,False,False,
SES010342,GT002465,Occasional,True,,USR000117,True,False,
SES010343,GT002659,New,True,,,True,True,TXN007614
SES010344,GT006893,Occasional,True,,,False,False,
SES010345,GT009338,Occasional,False,USR001656,USR001656,False,False,
SES010346,GT003122,Regular,True,,USR003422,False,False,
SES010347,GT003366,VIP,False,USR003351,USR003351,True,True,TXN007616
SES010348,GT001749,New,False,USR003093,USR003093,True,True,TXN007617
SES010349,GT001934,New,True,,,True,False,
SES010350,GT004083,Occasional,True,,,True,False,
