transaction_id,ground_truth_id,guest_transaction,portal_user_id,available_portal_user_id,event_id,ticket_type,dq_missing_email,dq_missing_phone,dq_alternative_email,dq_email_typo,dq_name_typo,dq_historical_billing_address,dq_postcode_format_variation,dq_incorrect_phone,dq_cardholder_name_variation
TXN000442,GT005279,True,,,EVT0002,Seated,False,False,False,False,False,False,False,False,False
TXN000443,GT009776,True,,,EVT0010,Seated,False,False,False,False,False,False,False,False,False
TXN000444,GT001339,False,USR000886,USR000886,EVT0030,Standing,False,False,False,False,False,False,False,False,False
TXN000445,GT000530,True,,,EVT0004,Standing,False,False,False,False,False,False,False,False,False
TXN000446,GT000240,True,,,EVT0044,Standing,False,False,False,False,False,False,False,False,False
TXN000447,GT009756,False,USR003066,USR003066,EVT0006,Standing,False,False,False,False,False,False,True,False,False
TXN000448,GT006302,False,USR002494,USR002494,EVT0015,Standing,False,False,False,False,False,True,False,False,False
TXN000449,GT003510,True,,USR003426,EVT0002,Seated,False,False,False,False,False,False,False,False,False
TXN000450,GT009839,True,,USR002415,EVT0015,Standing,False,True,False,False,False,False,False,False,False
TXN000451,GT004622,False,USR002351,USR002351,EVT0003,Seated,False,False,True,False,False,False,False,False,False
TXN000452,GT001386,True,,,EVT0001,Seated,False,False,False,False,False,False,False,True,False
TXN000453,GT000548,False,USR003059,USR003059,EVT0045,Standing,False,False,False,False,False,False,False,False,False
TXN000454,GT005074,False,USR001977,USR001977,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000455,GT002103,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000456,GT004333,False,USR002500,USR002500,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000457,GT001216,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000458,GT002800,True,,,EVT0004,Standing,False,False,True,False,False,False,False,False,True
TXN000459,GT009997,True,,,EVT0004,Standing,False,False,False,False,False,False,False,False,True
TXN000460,GT008134,True,,,EVT0001,Seated,False,False,True,False,False,False,False,False,False
TXN000461,GT009100,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000462,GT007788,False,USR003745,USR003745,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000463,GT000901,True,,,EVT0001,Standing,False,False,False,False,True,False,True,False,False
TXN000464,GT002317,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000465,GT000995,False,USR004046,USR004046,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000466,GT003755,False,USR003591,USR003591,EVT0010,Standing,False,False,False,False,False,True,False,False,False
TXN000467,GT007304,True,,USR000921,EVT0001,Standing,False,False,False,False,False,False,False,True,False
TXN000468,GT005713,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000469,GT009702,True,,USR003932,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000470,GT001108,False,USR002978,USR002978,EVT0027,Standing,False,False,False,False,False,False,False,False,False
TXN000471,GT007738,False,USR001829,USR001829,EVT0006,Standing,False,False,False,False,False,False,False,False,False
TXN000472,GT003293,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000473,GT001515,True,,,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000474,GT008867,False,USR001071,USR001071,EVT0004,Standing,False,False,False,False,False,True,False,False,False
TXN000475,GT003093,False,USR001533,USR001533,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000476,GT009774,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000477,GT008678,False,USR001145,USR001145,EVT0006,Standing,False,False,False,False,False,False,False,False,False
TXN000478,GT003800,False,USR002106,USR002106,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000479,GT002352,True,,,EVT0004,Standing,False,False,False,False,False,False,False,False,False
TXN000480,GT006290,False,USR002720,USR002720,EVT0027,Seated,False,False,False,False,True,False,False,False,False
TXN000481,GT008410,True,,USR000595,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000482,GT001053,True,,,EVT0003,Seated,False,False,False,False,False,False,False,False,False
TXN000483,GT009622,True,,,EVT0001,Seated,False,True,False,False,False,False,False,False,False
TXN000484,GT007549,True,,,EVT0018,Standing,False,False,False,False,False,False,False,False,False
TXN000485,GT007029,False,USR004033,USR004033,EVT0001,Seated,False,False,False,False,False,False,True,False,False
TXN000486,GT003286,False,USR003358,USR003358,EVT0002,Seated,False,False,False,False,False,False,False,False,True
TXN000487,GT001723,False,USR000114,USR000114,EVT0037,Standing,False,False,True,False,False,False,True,False,False
TXN000488,GT001045,True,,,EVT0026,Standing,False,False,False,False,False,False,False,False,True
TXN000489,GT004172,False,USR000389,USR000389,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000490,GT006179,True,,,EVT0003,Standing,False,False,True,False,False,False,False,False,False
TXN000491,GT004478,False,USR002861,USR002861,EVT0004,Standing,False,False,False,False,False,False,False,False,False
TXN000492,GT002430,True,,,EVT0020,Standing,False,False,False,False,False,False,False,False,False
TXN000493,GT005039,True,,,EVT0005,Seated,False,False,False,False,False,False,False,False,False
TXN000494,GT003364,False,USR000753,USR000753,EVT0015,Standing,False,False,False,False,False,False,False,False,False
TXN000495,GT001690,False,USR000281,USR000281,EVT0003,Standing,False,False,False,False,False,False,False,False,False
TXN000496,GT005721,False,USR001712,USR001712,EVT0001,Seated,False,False,True,False,False,False,False,False,False
TXN000497,GT009727,True,,,EVT0001,Seated,True,False,False,False,False,False,False,False,False
TXN000498,GT009795,True,,,EVT0003,Standing,False,False,False,False,False,False,True,True,False
TXN000499,GT002797,True,,,EVT0004,Standing,False,False,True,False,False,False,False,False,False
TXN000500,GT005628,True,,,EVT0001,Seated,False,False,False,False,False,False,False,True,False
TXN000501,GT001418,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000502,GT009864,True,,,EVT0013,Standing,False,False,True,False,False,False,False,False,False
TXN000503,GT009930,True,,,EVT0003,Standing,False,False,False,False,False,False,False,False,False
TXN000504,GT006406,False,USR001762,USR001762,EVT0009,Standing,False,False,False,False,False,False,False,False,False
TXN000505,GT009085,True,,,EVT0052,Standing,False,False,False,False,False,False,False,False,True
TXN000506,GT000399,False,USR002986,USR002986,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000507,GT006276,True,,,EVT0003,Seated,False,True,False,False,False,False,False,False,False
TXN000508,GT007444,False,USR004130,USR004130,EVT0010,Standing,False,False,False,False,False,False,False,False,False
TXN000509,GT001118,True,,,EVT0005,Standing,False,True,False,False,False,False,False,False,False
TXN000510,GT002172,False,USR002800,USR002800,EVT0001,Seated,False,True,False,False,False,False,False,False,False
TXN000511,GT001393,False,USR003546,USR003546,EVT0034,Seated,False,False,False,False,False,False,False,False,False
TXN000512,GT004702,True,,,EVT0008,Standing,False,False,True,False,False,False,True,False,False
TXN000513,GT005103,True,,,EVT0031,Standing,False,True,False,False,False,False,False,False,False
TXN000514,GT001109,True,,USR002935,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000515,GT007762,False,USR002199,USR002199,EVT0038,Standing,False,False,False,False,False,False,False,False,False
TXN000516,GT004980,False,USR001639,USR001639,EVT0002,Standing,False,False,False,True,True,False,False,False,False
TXN000517,GT004786,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000518,GT005955,True,,USR001087,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000519,GT003031,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,True
TXN000520,GT008137,True,,USR004285,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000521,GT005302,True,,,EVT0001,Standing,False,False,False,False,False,False,True,False,False
TXN000522,GT009242,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,True
TXN000523,GT001236,False,USR000896,USR000896,EVT0010,Standing,False,False,False,False,False,False,False,False,False
TXN000524,GT002112,True,,,EVT0011,Seated,False,True,False,False,False,False,False,False,False
TXN000525,GT003508,False,USR004243,USR004243,EVT0013,Standing,False,False,False,False,False,False,False,False,False
TXN000526,GT009096,True,,,EVT0018,Standing,False,False,False,False,False,False,False,False,False
TXN000527,GT006664,True,,,EVT0009,Standing,False,False,False,False,False,False,True,False,False
TXN000528,GT001075,False,USR000277,USR000277,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000529,GT001487,False,USR003878,USR003878,EVT0004,Standing,False,False,False,False,False,True,True,False,False
TXN000530,GT007378,True,,,EVT0001,Standing,False,False,False,True,False,False,False,False,False
TXN000531,GT006688,False,USR000775,USR000775,EVT0011,Seated,False,False,False,False,False,False,False,False,False
TXN000532,GT006048,True,,,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000533,GT004807,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000534,GT008693,True,,,EVT0001,Standing,False,True,False,False,False,False,False,False,False
TXN000535,GT009284,True,,,EVT0002,Seated,False,False,True,False,False,False,False,False,False
TXN000536,GT004889,True,,,EVT0027,Standing,False,False,False,False,False,False,False,False,False
TXN000537,GT001732,False,USR001978,USR001978,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000538,GT002934,True,,,EVT0033,Standing,False,False,False,False,False,False,False,False,False
TXN000539,GT000397,True,,,EVT0008,Seated,False,False,False,False,False,False,False,False,False
TXN000540,GT004558,True,,USR002220,EVT0012,Seated,False,False,False,False,False,False,False,True,False
TXN000541,GT007336,True,,,EVT0025,Standing,False,False,False,False,False,False,False,False,False
TXN000542,GT007013,False,USR000467,USR000467,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000543,GT005151,True,,,EVT0034,Standing,False,False,False,False,False,False,False,False,False
TXN000544,GT008782,False,USR001539,USR001539,EVT0011,Seated,False,False,False,False,False,False,False,False,False
TXN000545,GT005967,False,USR000218,USR000218,EVT0001,Standing,False,False,False,False,False,False,False,False,True
TXN000546,GT005878,True,,,EVT0031,Standing,False,False,False,False,False,False,False,True,True
TXN000547,GT003402,True,,,EVT0011,Seated,False,False,False,False,False,False,False,False,False
TXN000548,GT007208,True,,,EVT0004,Standing,False,False,False,False,False,False,False,False,False
TXN000549,GT004069,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000550,GT005913,False,USR001819,USR001819,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000551,GT000528,True,,,EVT0001,Standing,False,False,False,False,False,True,False,False,False
TXN000552,GT006016,False,USR001120,USR001120,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000553,GT006326,True,,,EVT0011,Seated,False,False,False,False,False,False,False,False,False
TXN000554,GT005485,True,,,EVT0045,Standing,False,False,False,False,False,False,False,False,False
TXN000555,GT000555,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,True
TXN000556,GT000309,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,True
TXN000557,GT008158,True,,,EVT0013,Standing,False,False,False,False,False,False,False,False,False
TXN000558,GT008915,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000559,GT002124,False,USR003373,USR003373,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000560,GT003813,True,,USR001386,EVT0002,Seated,False,False,False,False,False,False,False,False,False
TXN000561,GT008884,False,USR003516,USR003516,EVT0001,Seated,False,False,False,False,False,False,True,False,False
TXN000562,GT004812,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000563,GT002169,False,USR000030,USR000030,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000564,GT000338,True,,,EVT0016,Standing,False,False,False,False,False,False,False,False,False
TXN000565,GT009763,True,,,EVT0011,Seated,False,False,False,False,True,False,False,False,False
TXN000566,GT003201,True,,,EVT0002,Standing,False,False,False,False,False,False,True,False,False
TXN000567,GT005566,True,,USR000677,EVT0003,Standing,False,False,False,False,False,False,False,False,False
TXN000568,GT002675,True,,,EVT0041,Standing,False,False,True,False,True,False,False,False,False
TXN000569,GT000585,False,USR002454,USR002454,EVT0018,Standing,False,False,False,False,False,False,False,False,False
TXN000570,GT004128,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000571,GT008145,False,USR000466,USR000466,EVT0010,Standing,False,False,False,False,False,False,False,False,False
TXN000572,GT000652,False,USR001892,USR001892,EVT0002,Seated,False,False,False,False,False,False,False,False,False
TXN000573,GT000810,False,USR004006,USR004006,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000574,GT009646,True,,,EVT0003,Standing,False,True,False,True,False,False,False,False,False
TXN000575,GT000681,True,,,EVT0004,Standing,False,False,False,False,False,False,False,True,False
TXN000576,GT007323,True,,,EVT0001,Standing,False,False,False,False,True,False,False,False,False
TXN000577,GT003028,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000578,GT000735,True,,,EVT0004,Standing,False,False,True,False,False,False,False,False,False
TXN000579,GT004936,False,USR001765,USR001765,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000580,GT007576,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000581,GT000386,True,,,EVT0001,Seated,False,False,False,True,False,False,False,True,False
TXN000582,GT005679,False,USR000787,USR000787,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000583,GT003218,False,USR003181,USR003181,EVT0027,Seated,False,False,False,False,False,False,True,False,True
TXN000584,GT001982,False,USR000089,USR000089,EVT0002,Standing,False,False,False,False,False,False,True,False,False
TXN000585,GT003997,False,USR004001,USR004001,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000586,GT001408,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000587,GT000438,True,,USR004090,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000588,GT004556,True,,,EVT0004,Standing,False,True,False,False,False,False,False,False,False
TXN000589,GT009538,True,,,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000590,GT007462,True,,,EVT0003,Standing,False,False,False,False,False,True,False,False,True
TXN000591,GT000473,True,,USR001788,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000592,GT000009,False,USR001183,USR001183,EVT0001,Seated,True,False,False,False,False,True,False,False,False
TXN000593,GT009068,True,,,EVT0002,Seated,False,False,False,False,False,False,False,False,False
TXN000594,GT004889,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,True
TXN000595,GT004012,True,,,EVT0008,Standing,False,False,False,False,False,False,False,False,False
TXN000596,GT009723,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000597,GT002160,False,USR002791,USR002791,EVT0001,Seated,False,False,False,False,False,False,True,False,False
TXN000598,GT005311,True,,,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000599,GT008676,True,,USR000832,EVT0001,Seated,False,True,False,False,False,False,False,False,False
TXN000600,GT007749,True,,,EVT0003,Standing,False,False,False,False,False,False,False,False,False
TXN000601,GT008492,True,,,EVT0004,Standing,False,False,False,False,False,False,False,False,False
TXN000602,GT009860,False,USR003741,USR003741,EVT0006,Standing,False,False,False,True,False,True,False,False,False
TXN000603,GT004317,False,USR001226,USR001226,EVT0028,Seated,False,False,False,False,False,False,False,False,False
TXN000604,GT005803,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000605,GT004843,False,USR003291,USR003291,EVT0035,Standing,False,False,False,False,False,False,False,False,False
TXN000606,GT005238,False,USR001531,USR001531,EVT0004,Standing,False,False,False,False,False,False,False,False,False
TXN000607,GT003556,False,USR003867,USR003867,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000608,GT003744,True,,USR002882,EVT0003,Standing,False,False,False,False,False,False,False,False,False
TXN000609,GT009261,False,USR000554,USR000554,EVT0034,Standing,False,False,False,False,False,False,False,False,False
TXN000610,GT000611,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000611,GT004729,True,,,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000612,GT002439,False,USR001088,USR001088,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000613,GT004230,False,USR003756,USR003756,EVT0002,Standing,False,False,True,False,False,False,True,False,False
TXN000614,GT005035,True,,,EVT0046,Standing,False,True,False,False,False,False,False,False,True
TXN000615,GT006449,True,,USR003970,EVT0006,Standing,False,False,False,False,False,False,False,False,False
TXN000616,GT001448,True,,,EVT0001,Standing,True,False,False,False,False,False,True,False,False
TXN000617,GT009940,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000618,GT000567,False,USR003572,USR003572,EVT0006,Standing,False,False,False,False,False,False,True,False,False
TXN000619,GT006783,True,,,EVT0022,Standing,False,False,True,False,False,False,False,False,False
TXN000620,GT001488,True,,USR003286,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000621,GT001396,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000622,GT004070,False,USR000197,USR000197,EVT0004,Standing,False,False,False,False,True,False,True,False,False
TXN000623,GT007323,True,,,EVT0050,Standing,False,False,False,False,False,False,False,False,False
TXN000624,GT002712,False,USR003947,USR003947,EVT0008,Standing,False,True,False,False,False,False,False,False,False
TXN000625,GT003901,True,,,EVT0002,Standing,False,False,True,False,True,False,False,False,False
TXN000626,GT000126,True,,,EVT0015,Seated,False,True,False,False,False,False,False,False,False
TXN000627,GT003669,True,,,EVT0001,Standing,False,False,False,False,True,True,False,False,False
TXN000628,GT008550,True,,,EVT0004,Standing,False,False,False,False,False,False,False,False,False
TXN000629,GT003750,True,,USR001507,EVT0008,Standing,False,False,False,False,False,False,False,False,False
TXN000630,GT005821,True,,,EVT0003,Standing,False,False,False,False,False,False,False,False,False
TXN000631,GT003122,False,USR003422,USR003422,EVT0003,Standing,False,False,False,False,False,False,False,False,False
TXN000632,GT001289,True,,,EVT0031,Standing,False,True,False,False,False,False,False,False,False
TXN000633,GT003403,True,,,EVT0024,Seated,False,True,False,False,False,False,False,False,False
TXN000634,GT005586,False,USR002140,USR002140,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000635,GT000348,False,USR000448,USR000448,EVT0028,Standing,False,False,False,False,False,False,False,False,False
TXN000636,GT005352,True,,USR000532,EVT0018,Standing,False,False,False,False,False,False,False,False,False
TXN000637,GT009645,True,,USR000734,EVT0004,Standing,False,False,False,False,False,False,False,False,False
TXN000638,GT003211,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000639,GT004912,False,USR003034,USR003034,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000640,GT005615,True,,,EVT0003,Standing,False,False,False,False,False,False,False,False,False
TXN000641,GT006611,True,,,EVT0001,Seated,False,False,False,False,True,False,True,False,False
TXN000642,GT004168,True,,,EVT0004,Standing,False,False,False,False,False,False,True,False,False
TXN000643,GT000888,True,,,EVT0010,Standing,False,False,False,True,False,False,False,False,False
TXN000644,GT001766,True,,USR000813,EVT0026,Standing,False,False,False,True,False,False,False,False,False
TXN000645,GT008679,False,USR002598,USR002598,EVT0010,Standing,False,False,False,False,False,False,False,False,False
TXN000646,GT002740,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000647,GT002537,True,,,EVT0002,Seated,False,True,False,False,False,False,False,False,False
TXN000648,GT004455,True,,,EVT0009,Standing,False,False,False,False,False,False,False,False,False
TXN000649,GT000658,True,,,EVT0004,Standing,False,True,False,False,False,False,False,False,False
TXN000650,GT001680,True,,,EVT0003,Standing,False,False,False,False,False,False,False,False,False
TXN000651,GT002916,False,USR001114,USR001114,EVT0014,Standing,False,False,False,False,False,False,True,False,False
TXN000652,GT004127,True,,,EVT0011,Standing,False,False,False,False,False,False,False,False,True
TXN000653,GT007209,False,USR001903,USR001903,EVT0001,Seated,False,False,False,False,False,False,False,False,True
TXN000654,GT004371,False,USR000680,USR000680,EVT0024,Standing,False,False,False,False,False,False,False,False,False
TXN000655,GT005440,True,,USR000342,EVT0011,Seated,False,False,True,False,True,False,False,False,False
TXN000656,GT002694,True,,,EVT0002,Standing,False,True,False,False,True,False,False,False,False
TXN000657,GT000911,False,USR001680,USR001680,EVT0019,Standing,False,False,False,False,False,False,False,False,False
TXN000658,GT003064,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000659,GT006335,True,,,EVT0022,Standing,False,False,False,False,False,False,False,False,False
TXN000660,GT001481,True,,,EVT0003,Standing,False,False,False,False,False,False,False,False,False
TXN000661,GT008172,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000662,GT004298,False,USR000212,USR000212,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000663,GT006783,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000664,GT009897,False,USR002634,USR002634,EVT0003,Standing,False,False,False,False,False,False,False,False,False
TXN000665,GT009619,True,,,EVT0019,Standing,False,False,False,False,False,False,False,False,False
TXN000666,GT007215,True,,,EVT0008,Standing,False,False,False,False,False,False,False,False,True
TXN000667,GT004694,False,USR002556,USR002556,EVT0034,Standing,False,False,False,False,False,False,False,False,False
TXN000668,GT009795,True,,,EVT0001,Seated,False,True,False,False,False,False,False,False,False
TXN000669,GT002977,False,USR003697,USR003697,EVT0015,Standing,False,False,False,False,False,False,True,False,True
TXN000670,GT006403,True,,,EVT0001,Standing,True,False,False,False,False,False,False,False,False
TXN000671,GT002787,True,,USR002249,EVT0001,Standing,False,False,False,False,False,False,True,False,False
TXN000672,GT007494,True,,,EVT0028,Seated,False,False,False,False,False,False,False,False,False
TXN000673,GT000422,False,USR003855,USR003855,EVT0001,Seated,False,True,False,False,False,False,False,False,False
TXN000674,GT004300,True,,,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000675,GT001182,True,,,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000676,GT007683,True,,,EVT0002,Seated,False,False,True,False,False,False,False,False,False
TXN000677,GT004176,False,USR002674,USR002674,EVT0003,Standing,False,True,False,False,False,False,True,False,False
TXN000678,GT009678,True,,USR000701,EVT0023,Standing,True,False,False,False,False,False,False,False,False
TXN000679,GT009929,False,USR001202,USR001202,EVT0006,Standing,False,False,False,False,False,False,False,False,False
TXN000680,GT004147,False,USR003133,USR003133,EVT0001,Seated,False,False,False,False,False,False,False,True,False
TXN000681,GT009486,True,,,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000682,GT004968,True,,,EVT0002,Seated,False,False,False,False,False,False,False,False,False
TXN000683,GT002163,False,USR002540,USR002540,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000684,GT003034,True,,USR001023,EVT0003,Seated,False,False,False,False,False,False,True,False,False
TXN000685,GT006017,False,USR001492,USR001492,EVT0001,Standing,False,False,False,False,False,False,True,False,False
TXN000686,GT005122,True,,USR003265,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000687,GT003668,True,,,EVT0011,Standing,False,False,False,False,False,False,True,False,True
TXN000688,GT005077,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000689,GT006203,False,USR000533,USR000533,EVT0002,Seated,False,False,False,False,False,False,False,False,False
TXN000690,GT003459,False,USR003938,USR003938,EVT0047,Seated,False,False,False,False,False,False,False,False,False
TXN000691,GT007685,False,USR003215,USR003215,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000692,GT006831,True,,USR003489,EVT0001,Seated,False,False,False,False,False,True,False,False,False
TXN000693,GT007493,False,USR001477,USR001477,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000694,GT003958,True,,,EVT0023,Seated,False,False,False,False,False,False,False,False,False
TXN000695,GT000777,True,,,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000696,GT009197,False,USR000119,USR000119,EVT0001,Seated,False,False,False,False,False,False,False,False,False
TXN000697,GT001029,True,,USR003375,EVT0018,Standing,False,False,False,False,False,False,False,False,False
TXN000698,GT000556,True,,,EVT0001,Standing,False,False,False,False,False,False,False,False,False
TXN000699,GT007652,False,USR004096,USR004096,EVT0002,Standing,False,False,False,False,False,False,False,False,True
TXN000700,GT009640,True,,,EVT0017,Standing,False,False,False,False,True,False,False,False,False
TXN000701,GT009241,False,USR001177,USR001177,EVT0020,Standing,False,False,False,False,False,False,False,False,False
TXN000702,GT007906,True,,,EVT0004,Standing,False,False,False,False,False,False,True,False,False
TXN000703,GT005220,False,USR001897,USR001897,EVT0041,Seated,False,False,False,False,False,False,False,False,True
TXN000704,GT009327,True,,,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000705,GT005501,False,USR003107,USR003107,EVT0010,Standing,False,False,False,False,False,False,False,False,False
TXN000706,GT000913,False,USR001314,USR001314,EVT0015,Seated,False,False,False,False,False,False,False,False,False
TXN000707,GT003436,True,,,EVT0027,Seated,False,False,True,False,False,False,False,False,False
TXN000708,GT004534,True,,,EVT0013,Seated,False,False,False,False,False,False,True,False,False
TXN000709,GT000207,True,,,EVT0005,Standing,False,False,False,False,False,False,False,False,False
TXN000710,GT006573,True,,,EVT0002,Seated,False,False,False,False,True,False,False,False,False
TXN000711,GT007059,False,USR000978,USR000978,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000712,GT000523,False,USR002658,USR002658,EVT0046,Standing,False,False,False,False,False,False,False,False,False
TXN000713,GT009724,True,,,EVT0003,Standing,False,False,False,False,True,False,False,False,False
TXN000714,GT002914,False,USR000840,USR000840,EVT0010,Standing,False,False,True,False,False,False,False,False,False
TXN000715,GT003321,True,,,EVT0018,Seated,False,True,False,False,False,False,False,False,False
TXN000716,GT000930,True,,,EVT0025,Standing,False,False,False,False,False,False,False,False,False
TXN000717,GT005029,False,USR001843,USR001843,EVT0006,Standing,False,False,False,False,False,False,False,False,False
TXN000718,GT009507,False,USR001010,USR001010,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000719,GT009802,False,USR000312,USR000312,EVT0002,Seated,False,False,False,True,False,False,False,False,False
TXN000720,GT002372,False,USR003042,USR003042,EVT0011,Standing,False,False,False,False,False,False,False,False,False
TXN000721,GT003101,True,,,EVT0003,Standing,False,True,True,False,False,False,False,False,False
TXN000722,GT006789,True,,,EVT0004,Standing,False,False,True,False,False,False,False,False,False
TXN000723,GT004931,False,USR000756,USR000756,EVT0020,Standing,False,False,False,False,False,False,False,False,False
TXN000724,GT002307,False,USR004039,USR004039,EVT0008,Standing,False,False,False,False,False,False,False,False,False
TXN000725,GT002790,False,USR004166,USR004166,EVT0015,Standing,False,False,False,False,False,False,True,False,False
TXN000726,GT003625,True,,,EVT0011,Standing,False,True,False,False,False,False,False,False,False
TXN000727,GT000189,False,USR003747,USR003747,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000728,GT002129,True,,,EVT0002,Standing,False,False,True,False,False,False,False,False,False
TXN000729,GT000783,True,,,EVT0015,Standing,False,False,False,False,False,False,False,False,False
TXN000730,GT008624,True,,,EVT0008,Standing,False,False,False,False,False,False,False,False,False
TXN000731,GT006627,True,,,EVT0002,Seated,False,False,False,False,False,False,False,False,False
TXN000732,GT004866,False,USR003349,USR003349,EVT0023,Standing,False,False,False,False,False,False,False,False,False
TXN000733,GT009763,True,,,EVT0002,Seated,True,False,False,False,False,True,False,False,False
TXN000734,GT006891,True,,,EVT0002,Standing,False,False,False,False,False,False,True,False,False
TXN000735,GT005286,True,,,EVT0040,Standing,False,False,False,False,False,False,False,False,False
TXN000736,GT002550,False,USR000883,USR000883,EVT0002,Standing,False,False,False,False,False,False,False,False,False
TXN000737,GT008642,True,,,EVT0002,Seated,False,False,False,False,False,False,False,False,False
TXN000738,GT006738,False,USR001389,USR001389,EVT0030,Standing,False,False,False,False,False,False,False,False,False
TXN000739,GT000411,False,USR000283,USR000283,EVT0002,Seated,False,False,False,False,False,False,False,False,False
