staging_record_id,source_system,source_record_id,ground_truth_id,evaluation_split
STG005032,CRM,CRM005032,GT008904,calibration
STG005033,CRM,CRM005033,GT006152,evaluation
STG005034,CRM,CRM005034,GT006457,calibration
STG005035,CRM,CRM005035,GT008033,calibration
STG005036,CRM,CRM005036,GT004173,evaluation
STG005037,CRM,CRM005037,GT007978,evaluation
STG005038,CRM,CRM005038,GT005167,calibration
STG005039,CRM,CRM005039,GT002018,evaluation
STG005040,CRM,CRM005040,GT008362,calibration
STG005041,CRM,CRM005041,GT005805,evaluation
STG005042,CRM,CRM005042,GT001900,calibration
STG005043,CRM,CRM005043,GT004379,calibration
STG005044,CRM,CRM005044,GT004708,calibration
STG005045,CRM,CRM005045,GT007223,evaluation
STG005046,CRM,CRM005046,GT000029,evaluation
STG005047,CRM,CRM005047,GT003007,calibration
STG005048,CRM,CRM005048,GT007437,calibration
STG005049,CRM,CRM005049,GT002160,calibration
STG005050,CRM,CRM005050,GT000212,calibration
STG005051,CRM,CRM005051,GT001707,evaluation
STG005052,CRM,CRM005052,GT001097,calibration
STG005053,CRM,CRM005053,GT007487,calibration
STG005054,CRM,CRM005054,GT006358,calibration
STG005055,CRM,CRM005055,GT006339,evaluation
STG005056,CRM,CRM005056,GT003316,evaluation
STG005057,CRM,CRM005057,GT003312,calibration
STG005058,CRM,CRM005058,GT001279,calibration
STG005059,CRM,CRM005059,GT009296,calibration
STG005060,CRM,CRM005060,GT006363,evaluation
STG005061,CRM,CRM005061,GT001802,evaluation
STG005062,CRM,CRM005062,GT006338,calibration
STG005063,CRM,CRM005063,GT009941,calibration
STG005064,CRM,CRM005064,GT002172,calibration
STG005065,CRM,CRM005065,GT009112,calibration
STG005066,CRM,CRM005066,GT003903,calibration
STG005067,CRM,CRM005067,GT004624,evaluation
STG005068,CRM,CRM005068,GT000685,calibration
STG005069,CRM,CRM005069,GT007204,calibration
STG005070,CRM,CRM005070,GT004734,calibration
STG005071,CRM,CRM005071,GT008488,calibration
STG005072,CRM,CRM005072,GT006940,calibration
STG005073,CRM,CRM005073,GT000681,calibration
STG005074,CRM,CRM005074,GT005549,calibration
STG005075,CRM,CRM005075,GT004635,evaluation
STG005076,CRM,CRM005076,GT002804,calibration
STG005077,CRM,CRM005077,GT003700,calibration
STG005078,CRM,CRM005078,GT005753,calibration
STG005079,CRM,CRM005079,GT005619,calibration
STG005080,CRM,CRM005080,GT004588,evaluation
STG005081,CRM,CRM005081,GT008197,calibration
STG005082,CRM,CRM005082,GT003660,calibration
STG005083,CRM,CRM005083,GT002373,evaluation
STG005084,CRM,CRM005084,GT003262,calibration
STG005085,CRM,CRM005085,GT009465,calibration
STG005086,CRM,CRM005086,GT001844,calibration
STG005087,CRM,CRM005087,GT005437,evaluation
STG005088,CRM,CRM005088,GT009767,calibration
STG005089,CRM,CRM005089,GT005198,calibration
STG005090,CRM,CRM005090,GT009254,calibration
STG005091,CRM,CRM005091,GT000509,calibration
STG005092,CRM,CRM005092,GT004560,calibration
STG005093,CRM,CRM005093,GT002940,evaluation
STG005094,CRM,CRM005094,GT007619,evaluation
STG005095,CRM,CRM005095,GT005106,evaluation
STG005096,CRM,CRM005096,GT000394,evaluation
STG005097,CRM,CRM005097,GT006797,calibration
STG005098,CRM,CRM005098,GT002076,calibration
STG005099,CRM,CRM005099,GT001854,calibration
STG005100,CRM,CRM005100,GT008933,calibration
STG005101,CRM,CRM005101,GT007263,calibration
STG005102,CRM,CRM005102,GT001207,calibration
STG005103,CRM,CRM005103,GT007966,calibration
STG005104,CRM,CRM005104,GT008507,calibration
STG005105,CRM,CRM005105,GT006787,calibration
STG005106,CRM,CRM005106,GT009877,evaluation
STG005107,CRM,CRM005107,GT002768,evaluation
STG005108,CRM,CRM005108,GT007932,calibration
STG005109,CRM,CRM005109,GT009284,calibration
STG005110,CRM,CRM005110,GT002108,calibration
STG005111,CRM,CRM005111,GT008518,calibration
STG005112,CRM,CRM005112,GT000093,evaluation
STG005113,CRM,CRM005113,GT000382,calibration
STG005114,CRM,CRM005114,GT001024,calibration
STG005115,CRM,CRM005115,GT005567,calibration
STG005116,CRM,CRM005116,GT009144,evaluation
STG005117,CRM,CRM005117,GT003472,evaluation
STG005118,CRM,CRM005118,GT009251,calibration
STG005119,CRM,CRM005119,GT000709,calibration
STG005120,CRM,CRM005120,GT006409,calibration
STG005121,CRM,CRM005121,GT002618,evaluation
STG005122,CRM,CRM005122,GT008930,calibration
STG005123,CRM,CRM005123,GT000622,calibration
STG005124,CRM,CRM005124,GT002729,calibration
STG005125,CRM,CRM005125,GT000941,calibration
STG005126,CRM,CRM005126,GT008428,calibration
STG005127,CRM,CRM005127,GT003140,calibration
STG005128,CRM,CRM005128,GT007095,calibration
STG005129,CRM,CRM005129,GT008809,calibration
STG005130,CRM,CRM005130,GT004906,evaluation
STG005131,CRM,CRM005131,GT001915,calibration
STG005132,CRM,CRM005132,GT000582,calibration
STG005133,CRM,CRM005133,GT003570,calibration
STG005134,CRM,CRM005134,GT002824,calibration
STG005135,CRM,CRM005135,GT005367,calibration
STG005136,CRM,CRM005136,GT001131,calibration
STG005137,CRM,CRM005137,GT004311,calibration
STG005138,CRM,CRM005138,GT000415,calibration
STG005139,CRM,CRM005139,GT006414,calibration
STG005140,CRM,CRM005140,GT004174,evaluation
STG005141,CRM,CRM005141,GT001008,evaluation
STG005142,CRM,CRM005142,GT009780,calibration
STG005143,CRM,CRM005143,GT005779,calibration
STG005144,CRM,CRM005144,GT004977,evaluation
STG005145,CRM,CRM005145,GT002429,calibration
STG005146,CRM,CRM005146,GT005194,calibration
STG005147,CRM,CRM005147,GT008825,calibration
STG005148,CRM,CRM005148,GT002803,calibration
STG005149,CRM,CRM005149,GT007433,calibration
STG005150,CRM,CRM005150,GT001645,calibration
STG005151,CRM,CRM005151,GT009487,calibration
STG005152,CRM,CRM005152,GT009837,calibration
STG005153,CRM,CRM005153,GT001927,calibration
STG005154,CRM,CRM005154,GT007877,calibration
STG005155,CRM,CRM005155,GT008548,calibration
STG005156,CRM,CRM005156,GT005373,calibration
STG005157,CRM,CRM005157,GT000566,calibration
STG005158,CRM,CRM005158,GT006195,calibration
STG005159,CRM,CRM005159,GT006227,calibration
STG005160,CRM,CRM005160,GT006362,calibration
STG005161,CRM,CRM005161,GT006529,calibration
STG005162,CRM,CRM005162,GT005795,evaluation
STG005163,CRM,CRM005163,GT004478,evaluation
STG005164,CRM,CRM005164,GT006617,calibration
STG005165,CRM,CRM005165,GT004932,calibration
STG005166,CRM,CRM005166,GT000878,calibration
STG005167,CRM,CRM005167,GT005233,evaluation
STG005168,CRM,CRM005168,GT008797,calibration
STG005169,CRM,CRM005169,GT000350,evaluation
STG005170,CRM,CRM005170,GT007534,calibration
STG005171,CRM,CRM005171,GT005957,calibration
STG005172,CRM,CRM005172,GT007931,evaluation
STG005173,CRM,CRM005173,GT002462,evaluation
STG005174,CRM,CRM005174,GT007650,evaluation
STG005175,CRM,CRM005175,GT003854,calibration
STG005176,CRM,CRM005176,GT007316,evaluation
STG005177,CRM,CRM005177,GT005243,evaluation
STG005178,CRM,CRM005178,GT008580,calibration
STG005179,CRM,CRM005179,GT004685,calibration
STG005180,CRM,CRM005180,GT000176,calibration
STG005181,CRM,CRM005181,GT009040,calibration
STG005182,CRM,CRM005182,GT005230,evaluation
STG005183,CRM,CRM005183,GT003138,calibration
STG005184,CRM,CRM005184,GT002269,evaluation
STG005185,CRM,CRM005185,GT001434,calibration
STG005186,CRM,CRM005186,GT004894,evaluation
STG005187,CRM,CRM005187,GT006878,calibration
STG005188,CRM,CRM005188,GT000194,calibration
STG005189,CRM,CRM005189,GT000578,calibration
STG005190,CRM,CRM005190,GT001270,calibration
STG005191,CRM,CRM005191,GT002745,evaluation
STG005192,CRM,CRM005192,GT002378,calibration
STG005193,CRM,CRM005193,GT006304,evaluation
STG005194,CRM,CRM005194,GT000356,calibration
STG005195,CRM,CRM005195,GT007134,evaluation
STG005196,CRM,CRM005196,GT000760,evaluation
STG005197,CRM,CRM005197,GT000580,calibration
STG005198,CRM,CRM005198,GT001468,calibration
STG005199,CRM,CRM005199,GT003744,calibration
STG005200,CRM,CRM005200,GT002524,calibration
STG005201,CRM,CRM005201,GT001966,calibration
STG005202,CRM,CRM005202,GT005491,evaluation
STG005203,CRM,CRM005203,GT002560,evaluation
STG005204,CRM,CRM005204,GT008688,calibration
STG005205,CRM,CRM005205,GT002552,calibration
STG005206,CRM,CRM005206,GT006723,calibration
STG005207,CRM,CRM005207,GT009295,evaluation
STG005208,CRM,CRM005208,GT007781,calibration
STG005209,CRM,CRM005209,GT002846,calibration
STG005210,CRM,CRM005210,GT009191,evaluation
STG005211,CRM,CRM005211,GT004512,calibration
STG005212,CRM,CRM005212,GT003980,calibration
STG005213,CRM,CRM005213,GT009403,calibration
STG005214,CRM,CRM005214,GT002419,calibration
STG005215,CRM,CRM005215,GT000801,evaluation
STG005216,CRM,CRM005216,GT004124,calibration
STG005217,CRM,CRM005217,GT007365,evaluation
STG005218,CRM,CRM005218,GT003485,calibration
STG005219,CRM,CRM005219,GT002129,calibration
STG005220,CRM,CRM005220,GT000910,calibration
STG005221,CRM,CRM005221,GT002451,calibration
STG005222,CRM,CRM005222,GT000472,calibration
STG005223,CRM,CRM005223,GT002677,calibration
STG005224,CRM,CRM005224,GT008828,calibration
STG005225,CRM,CRM005225,GT005643,evaluation
STG005226,CRM,CRM005226,GT006788,calibration
STG005227,CRM,CRM005227,GT003929,calibration
STG005228,CRM,CRM005228,GT004815,evaluation
STG005229,CRM,CRM005229,GT009375,evaluation
STG005230,CRM,CRM005230,GT004497,calibration
STG005231,CRM,CRM005231,GT008316,evaluation
STG005232,CRM,CRM005232,GT002720,calibration
STG005233,CRM,CRM005233,GT000341,calibration
STG005234,CRM,CRM005234,GT006758,calibration
STG005235,CRM,CRM005235,GT003629,calibration
STG005236,CRM,CRM005236,GT000242,calibration
STG005237,CRM,CRM005237,GT008556,calibration
STG005238,CRM,CRM005238,GT000797,calibration
STG005239,CRM,CRM005239,GT006571,evaluation
STG005240,CRM,CRM005240,GT000207,calibration
STG005241,CRM,CRM005241,GT008574,calibration
STG005242,CRM,CRM005242,GT004100,calibration
STG005243,CRM,CRM005243,GT005396,calibration
STG005244,CRM,CRM005244,GT009947,calibration
STG005245,CRM,CRM005245,GT007557,calibration
STG005246,CRM,CRM005246,GT007816,calibration
STG005247,CRM,CRM005247,GT006659,calibration
STG005248,CRM,CRM005248,GT004406,evaluation
STG005249,CRM,CRM005249,GT000417,evaluation
STG005250,CRM,CRM005250,GT002444,calibration
STG005251,CRM,CRM005251,GT002371,calibration
STG005252,CRM,CRM005252,GT000269,calibration
STG005253,CRM,CRM005253,GT006543,calibration
STG005254,CRM,CRM005254,GT001481,calibration
STG005255,CRM,CRM005255,GT007804,calibration
STG005256,CRM,CRM005256,GT006035,calibration
STG005257,CRM,CRM005257,GT000733,evaluation
STG005258,CRM,CRM005258,GT008561,calibration
STG005259,CRM,CRM005259,GT000184,calibration
STG005260,CRM,CRM005260,GT003077,evaluation
STG005261,CRM,CRM005261,GT007048,calibration
STG005262,CRM,CRM005262,GT007070,evaluation
STG005263,CRM,CRM005263,GT003294,evaluation
STG005264,CRM,CRM005264,GT007441,evaluation
STG005265,CRM,CRM005265,GT002279,calibration
STG005266,CRM,CRM005266,GT009299,evaluation
STG005267,CRM,CRM005267,GT004020,calibration
STG005268,CRM,CRM005268,GT009954,calibration
STG005269,CRM,CRM005269,GT005095,evaluation
STG005270,CRM,CRM005270,GT009595,evaluation
STG005271,CRM,CRM005271,GT005568,evaluation
STG005272,CRM,CRM005272,GT009068,evaluation
STG005273,CRM,CRM005273,GT006340,calibration
STG005274,CRM,CRM005274,GT007168,calibration
STG005275,CRM,CRM005275,GT009543,calibration
STG005276,CRM,CRM005276,GT005185,calibration
STG005277,CRM,CRM005277,GT007962,evaluation
STG005278,CRM,CRM005278,GT001268,calibration
STG005279,CRM,CRM005279,GT008053,calibration
STG005280,CRM,CRM005280,GT000110,calibration
STG005281,CRM,CRM005281,GT005984,calibration
STG005282,CRM,CRM005282,GT003335,calibration
STG005283,CRM,CRM005283,GT002562,evaluation
STG005284,CRM,CRM005284,GT002293,calibration
STG005285,CRM,CRM005285,GT009685,calibration
STG005286,CRM,CRM005286,GT007202,evaluation
STG005287,CRM,CRM005287,GT000199,calibration
STG005288,CRM,CRM005288,GT001109,calibration
STG005289,CRM,CRM005289,GT005176,calibration
STG005290,CRM,CRM005290,GT006265,calibration
STG005291,CRM,CRM005291,GT002150,calibration
STG005292,CRM,CRM005292,GT009917,calibration
STG005293,CRM,CRM005293,GT000490,evaluation
STG005294,CRM,CRM005294,GT002119,calibration
STG005295,CRM,CRM005295,GT006327,calibration
STG005296,CRM,CRM005296,GT007912,calibration
STG005297,CRM,CRM005297,GT006759,evaluation
STG005298,CRM,CRM005298,GT005282,calibration
STG005299,CRM,CRM005299,GT006019,calibration
STG005300,CRM,CRM005300,GT004432,calibration
STG005301,CRM,CRM005301,GT004508,evaluation
STG005302,CRM,CRM005302,GT008131,calibration
STG005303,CRM,CRM005303,GT003606,calibration
STG005304,CRM,CRM005304,GT008462,calibration
STG005305,CRM,CRM005305,GT005450,calibration
STG005306,CRM,CRM005306,GT007093,calibration
STG005307,CRM,CRM005307,GT000464,calibration
STG005308,CRM,CRM005308,GT003798,evaluation
STG005309,CRM,CRM005309,GT000723,calibration
STG005310,CRM,CRM005310,GT008532,evaluation
STG005311,CRM,CRM005311,GT001589,calibration
STG005312,CRM,CRM005312,GT007051,calibration
STG005313,CRM,CRM005313,GT001895,calibration
STG005314,CRM,CRM005314,GT001480,calibration
STG005315,CRM,CRM005315,GT005627,evaluation
STG005316,CRM,CRM005316,GT003739,calibration
STG005317,CRM,CRM005317,GT009435,calibration
STG005318,CRM,CRM005318,GT001234,calibration
STG005319,CRM,CRM005319,GT000039,calibration
STG005320,CRM,CRM005320,GT008583,calibration
STG005321,CRM,CRM005321,GT002145,calibration
STG005322,CRM,CRM005322,GT004399,calibration
STG005323,CRM,CRM005323,GT003988,calibration
STG005324,CRM,CRM005324,GT002521,calibration
STG005325,CRM,CRM005325,GT008202,calibration
STG005326,CRM,CRM005326,GT009559,calibration
STG005327,CRM,CRM005327,GT001838,evaluation
STG005328,CRM,CRM005328,GT008963,evaluation
STG005329,CRM,CRM005329,GT008453,calibration
STG005330,CRM,CRM005330,GT003414,calibration
STG005331,CRM,CRM005331,GT007315,calibration
STG005332,CRM,CRM005332,GT006722,calibration
STG005333,CRM,CRM005333,GT002001,evaluation
STG005334,CRM,CRM005334,GT007659,calibration
STG005335,CRM,CRM005335,GT000216,calibration
STG005336,CRM,CRM005336,GT003214,calibration
STG005337,CRM,CRM005337,GT006793,calibration
STG005338,CRM,CRM005338,GT006156,calibration
STG005339,CRM,CRM005339,GT007645,evaluation
STG005340,CRM,CRM005340,GT008290,calibration
STG005341,CRM,CRM005341,GT003615,calibration
STG005342,CRM,CRM005342,GT002579,calibration
STG005343,CRM,CRM005343,GT005097,evaluation
STG005344,CRM,CRM005344,GT000228,evaluation
STG005345,CRM,CRM005345,GT009107,calibration
STG005346,CRM,CRM005346,GT006452,calibration
STG005347,CRM,CRM005347,GT005858,calibration
STG005348,CRM,CRM005348,GT004571,calibration
STG005349,CRM,CRM005349,GT004572,calibration
STG005350,CRM,CRM005350,GT008106,calibration
STG005351,CRM,CRM005351,GT005206,calibration
STG005352,CRM,CRM005352,GT006105,evaluation
STG005353,CRM,CRM005353,GT004699,calibration
STG005354,CRM,CRM005354,GT007899,calibration
STG005355,CRM,CRM005355,GT009095,calibration
STG005356,CRM,CRM005356,GT009770,calibration
STG005357,CRM,CRM005357,GT000016,calibration
STG005358,CRM,CRM005358,GT000115,calibration
STG005359,CRM,CRM005359,GT002056,calibration
STG005360,CRM,CRM005360,GT005626,evaluation
STG005361,CRM,CRM005361,GT009765,calibration
STG005362,CRM,CRM005362,GT003993,calibration
STG005363,CRM,CRM005363,GT000220,calibration
STG005364,CRM,CRM005364,GT000136,evaluation
STG005365,CRM,CRM005365,GT002611,calibration
STG005366,CRM,CRM005366,GT001108,calibration
STG005367,CRM,CRM005367,GT003859,calibration
STG005368,CRM,CRM005368,GT009345,calibration
STG005369,CRM,CRM005369,GT006962,calibration
STG005370,CRM,CRM005370,GT001965,evaluation
STG005371,CRM,CRM005371,GT005036,calibration
STG005372,CRM,CRM005372,GT006201,calibration
STG005373,CRM,CRM005373,GT005186,calibration
STG005374,CRM,CRM005374,GT006708,calibration
STG005375,CRM,CRM005375,GT005021,calibration
STG005376,CRM,CRM005376,GT004761,evaluation
STG005377,CRM,CRM005377,GT003747,evaluation
STG005378,CRM,CRM005378,GT006169,calibration
STG005379,CRM,CRM005379,GT000466,calibration
STG005380,CRM,CRM005380,GT002903,calibration
STG005381,CRM,CRM005381,GT008749,calibration
STG005382,CRM,CRM005382,GT002446,calibration
STG005383,CRM,CRM005383,GT008777,calibration
STG005384,CRM,CRM005384,GT000399,calibration
STG005385,CRM,CRM005385,GT007237,calibration
STG005386,CRM,CRM005386,GT008848,calibration
STG005387,CRM,CRM005387,GT009733,evaluation
STG005388,CRM,CRM005388,GT004377,calibration
STG005389,CRM,CRM005389,GT001808,evaluation
STG005390,CRM,CRM005390,GT003245,calibration
STG005391,CRM,CRM005391,GT000324,evaluation
STG005392,CRM,CRM005392,GT004000,evaluation
STG005393,CRM,CRM005393,GT000453,calibration
STG005394,CRM,CRM005394,GT001244,calibration
STG005395,CRM,CRM005395,GT001343,calibration
STG005396,CRM,CRM005396,GT000653,calibration
STG005397,CRM,CRM005397,GT000381,calibration
STG005398,CRM,CRM005398,GT005723,evaluation
STG005399,CRM,CRM005399,GT009302,calibration
STG005400,CRM,CRM005400,GT003133,evaluation
STG005401,CRM,CRM005401,GT002506,calibration
STG005402,CRM,CRM005402,GT008483,evaluation
STG005403,CRM,CRM005403,GT003603,calibration
STG005404,CRM,CRM005404,GT004085,calibration
STG005405,CRM,CRM005405,GT003069,calibration
STG005406,CRM,CRM005406,GT005886,calibration
STG005407,CRM,CRM005407,GT008633,evaluation
STG005408,CRM,CRM005408,GT006473,calibration
STG005409,CRM,CRM005409,GT005380,calibration
STG005410,CRM,CRM005410,GT008494,calibration
STG005411,CRM,CRM005411,GT007488,calibration
STG005412,CRM,CRM005412,GT007022,calibration
STG005413,CRM,CRM005413,GT008229,calibration
STG005414,CRM,CRM005414,GT005027,calibration
STG005415,CRM,CRM005415,GT004036,evaluation
STG005416,CRM,CRM005416,GT005825,calibration
STG005417,CRM,CRM005417,GT001635,calibration
STG005418,CRM,CRM005418,GT003899,evaluation
STG005419,CRM,CRM005419,GT000222,evaluation
STG005420,CRM,CRM005420,GT009669,evaluation
STG005421,CRM,CRM005421,GT005711,calibration
STG005422,CRM,CRM005422,GT007849,calibration
STG005423,CRM,CRM005423,GT008232,calibration
STG005424,CRM,CRM005424,GT003592,calibration
STG005425,CRM,CRM005425,GT000621,calibration
STG005426,CRM,CRM005426,GT008569,evaluation
STG005427,CRM,CRM005427,GT003282,calibration
STG005428,CRM,CRM005428,GT001981,calibration
STG005429,CRM,CRM005429,GT007626,calibration
STG005430,CRM,CRM005430,GT003713,calibration
STG005431,CRM,CRM005431,GT004095,evaluation
STG005432,CRM,CRM005432,GT006540,calibration
STG005433,CRM,CRM005433,GT002223,calibration
STG005434,CRM,CRM005434,GT006318,evaluation
STG005435,CRM,CRM005435,GT006622,evaluation
STG005436,CRM,CRM005436,GT009904,calibration
STG005437,CRM,CRM005437,GT004342,calibration
STG005438,CRM,CRM005438,GT007938,calibration
STG005439,CRM,CRM005439,GT008846,evaluation
STG005440,CRM,CRM005440,GT001584,calibration
STG005441,CRM,CRM005441,GT002893,evaluation
STG005442,CRM,CRM005442,GT003737,evaluation
STG005443,CRM,CRM005443,GT008565,calibration
STG005444,CRM,CRM005444,GT001740,calibration
STG005445,CRM,CRM005445,GT005878,calibration
STG005446,CRM,CRM005446,GT007729,calibration
STG005447,CRM,CRM005447,GT004319,calibration
STG005448,CRM,CRM005448,GT002581,calibration
STG005449,CRM,CRM005449,GT007767,evaluation
STG005450,CRM,CRM005450,GT007333,calibration
STG005451,CRM,CRM005451,GT003970,calibration
STG005452,CRM,CRM005452,GT001281,evaluation
STG005453,CRM,CRM005453,GT002113,calibration
STG005454,CRM,CRM005454,GT005618,calibration
STG005455,CRM,CRM005455,GT009262,calibration
STG005456,CRM,CRM005456,GT006310,calibration
STG005457,CRM,CRM005457,GT009462,calibration
STG005458,CRM,CRM005458,GT000041,calibration
STG005459,CRM,CRM005459,GT003304,calibration
STG005460,CRM,CRM005460,GT002473,calibration
STG005461,CRM,CRM005461,GT005474,evaluation
STG005462,CRM,CRM005462,GT007579,evaluation
STG005463,CRM,CRM005463,GT001317,calibration
STG005464,CRM,CRM005464,GT008276,evaluation
STG005465,CRM,CRM005465,GT007519,calibration
STG005466,CRM,CRM005466,GT006885,evaluation
STG005467,CRM,CRM005467,GT009471,calibration
STG005468,CRM,CRM005468,GT002331,calibration
STG005469,CRM,CRM005469,GT005368,evaluation
STG005470,CRM,CRM005470,GT001208,calibration
STG005471,CRM,CRM005471,GT000716,calibration
STG005472,CRM,CRM005472,GT002260,calibration
STG005473,CRM,CRM005473,GT008277,calibration
STG005474,CRM,CRM005474,GT001373,calibration
STG005475,CRM,CRM005475,GT002138,evaluation
STG005476,CRM,CRM005476,GT005561,calibration
STG005477,CRM,CRM005477,GT006176,evaluation
STG005478,CRM,CRM005478,GT006604,calibration
STG005479,CRM,CRM005479,GT006460,calibration
STG005480,CRM,CRM005480,GT004912,calibration
STG005481,CRM,CRM005481,GT009041,calibration
STG005482,CRM,CRM005482,GT008052,calibration
STG005483,CRM,CRM005483,GT008313,calibration
STG005484,CRM,CRM005484,GT009990,evaluation
STG005485,CRM,CRM005485,GT009983,calibration
STG005486,CRM,CRM005486,GT001399,calibration
STG005487,CRM,CRM005487,GT007498,calibration
STG005488,CRM,CRM005488,GT007258,evaluation
STG005489,CRM,CRM005489,GT003667,calibration
STG005490,CRM,CRM005490,GT007214,evaluation
STG005491,CRM,CRM005491,GT008579,calibration
STG005492,CRM,CRM005492,GT003476,calibration
STG005493,CRM,CRM005493,GT003403,calibration
STG005494,CRM,CRM005494,GT009298,calibration
STG005495,CRM,CRM005495,GT006010,evaluation
STG005496,CRM,CRM005496,GT005952,calibration
STG005497,CRM,CRM005497,GT007490,calibration
STG005498,CRM,CRM005498,GT001448,calibration
STG005499,CRM,CRM005499,GT002372,calibration
STG005500,CRM,CRM005500,GT005214,evaluation
STG005501,CRM,CRM005501,GT002254,evaluation
STG005502,CRM,CRM005502,GT007092,evaluation
STG005503,CRM,CRM005503,GT001386,calibration
STG005504,CRM,CRM005504,GT006482,calibration
STG005505,CRM,CRM005505,GT005922,calibration
STG005506,CRM,CRM005506,GT005640,evaluation
STG005507,CRM,CRM005507,GT006956,evaluation
STG005508,CRM,CRM005508,GT004767,evaluation
STG005509,CRM,CRM005509,GT008040,evaluation
STG005510,CRM,CRM005510,GT000061,calibration
STG005511,CRM,CRM005511,GT009186,calibration
STG005512,CRM,CRM005512,GT002350,calibration
STG005513,CRM,CRM005513,GT003117,calibration
STG005514,CRM,CRM005514,GT004529,calibration
STG005515,CRM,CRM005515,GT004878,calibration
STG005516,CRM,CRM005516,GT007401,calibration
STG005517,CRM,CRM005517,GT007165,calibration
STG005518,CRM,CRM005518,GT002780,calibration
STG005519,CRM,CRM005519,GT003189,evaluation
STG005520,CRM,CRM005520,GT000556,calibration
STG005521,CRM,CRM005521,GT001300,calibration
STG005522,CRM,CRM005522,GT005973,evaluation
STG005523,CRM,CRM005523,GT004910,calibration
STG005524,CRM,CRM005524,GT001772,evaluation
STG005525,CRM,CRM005525,GT007167,evaluation
STG005526,CRM,CRM005526,GT005794,calibration
STG005527,CRM,CRM005527,GT002062,evaluation
STG005528,CRM,CRM005528,GT001154,evaluation
STG005529,CRM,CRM005529,GT000040,calibration
STG005530,CRM,CRM005530,GT004115,evaluation
STG005531,CRM,CRM005531,GT006333,evaluation
STG005532,CRM,CRM005532,GT004650,calibration
STG005533,CRM,CRM005533,GT000548,calibration
STG005534,CRM,CRM005534,GT000679,calibration
STG005535,CRM,CRM005535,GT009931,evaluation
STG005536,CRM,CRM005536,GT005905,calibration
STG005537,CRM,CRM005537,GT001218,evaluation
STG005538,CRM,CRM005538,GT000894,evaluation
STG005539,CRM,CRM005539,GT005159,calibration
STG005540,CRM,CRM005540,GT007486,evaluation
STG005541,CRM,CRM005541,GT004206,calibration
STG005542,CRM,CRM005542,GT000671,calibration
STG005543,CRM,CRM005543,GT000989,evaluation
STG005544,CRM,CRM005544,GT007700,evaluation
STG005545,CRM,CRM005545,GT005284,calibration
STG005546,CRM,CRM005546,GT008615,calibration
STG005547,CRM,CRM005547,GT002342,calibration
STG005548,CRM,CRM005548,GT000920,calibration
STG005549,CRM,CRM005549,GT009756,calibration
STG005550,CRM,CRM005550,GT006636,evaluation
STG005551,CRM,CRM005551,GT004351,evaluation
STG005552,CRM,CRM005552,GT002261,calibration
STG005553,CRM,CRM005553,GT006100,evaluation
STG005554,CRM,CRM005554,GT004260,evaluation
STG005555,CRM,CRM005555,GT003876,calibration
STG005556,CRM,CRM005556,GT007443,evaluation
STG005557,CRM,CRM005557,GT000201,calibration
STG005558,CRM,CRM005558,GT001741,evaluation
STG005559,CRM,CRM005559,GT009579,calibration
STG005560,CRM,CRM005560,GT002063,evaluation
STG005561,CRM,CRM005561,GT004159,calibration
STG005562,CRM,CRM005562,GT006618,evaluation
STG005563,CRM,CRM005563,GT002351,evaluation
STG005564,CRM,CRM005564,GT008233,calibration
STG005565,CRM,CRM005565,GT005963,calibration
STG005566,CRM,CRM005566,GT009755,evaluation
STG005567,CRM,CRM005567,GT003911,calibration
STG005568,CRM,CRM005568,GT006749,calibration
STG005569,CRM,CRM005569,GT004035,calibration
STG005570,CRM,CRM005570,GT005321,evaluation
STG005571,CRM,CRM005571,GT003762,calibration
STG005572,CRM,CRM005572,GT008784,calibration
STG005573,CRM,CRM005573,GT008637,calibration
STG005574,CRM,CRM005574,GT004666,evaluation
STG005575,CRM,CRM005575,GT009626,calibration
STG005576,CRM,CRM005576,GT003457,evaluation
STG005577,CRM,CRM005577,GT005897,calibration
STG005578,CRM,CRM005578,GT003981,evaluation
STG005579,CRM,CRM005579,GT008252,evaluation
STG005580,CRM,CRM005580,GT008658,calibration
STG005581,CRM,CRM005581,GT008124,calibration
STG005582,CRM,CRM005582,GT009982,calibration
STG005583,CRM,CRM005583,GT006966,evaluation
STG005584,CRM,CRM005584,GT005966,calibration
STG005585,CRM,CRM005585,GT003685,calibration
STG005586,CRM,CRM005586,GT008198,calibration
STG005587,CRM,CRM005587,GT002878,evaluation
STG005588,CRM,CRM005588,GT008095,calibration
STG005589,CRM,CRM005589,GT004238,evaluation
STG005590,CRM,CRM005590,GT000014,calibration
STG005591,CRM,CRM005591,GT001749,calibration
STG005592,CRM,CRM005592,GT004592,calibration
STG005593,CRM,CRM005593,GT001714,calibration
STG005594,CRM,CRM005594,GT008882,evaluation
STG005595,CRM,CRM005595,GT002353,calibration
STG005596,CRM,CRM005596,GT006726,calibration
STG005597,CRM,CRM005597,GT001680,calibration
STG005598,CRM,CRM005598,GT005448,evaluation
STG005599,CRM,CRM005599,GT007109,evaluation
STG005600,CRM,CRM005600,GT002936,calibration
STG005601,CRM,CRM005601,GT007207,calibration
STG005602,CRM,CRM005602,GT006142,evaluation
STG005603,CRM,CRM005603,GT006800,evaluation
STG005604,CRM,CRM005604,GT001282,evaluation
STG005605,CRM,CRM005605,GT009362,calibration
STG005606,CRM,CRM005606,GT006515,calibration
