cluster_id_1,cluster_id_2,cluster_size_1,cluster_size_2,blocking_rules,blocking_rule_names,blocking_hits,record_pairs_compared,record_id_1,source_system_1,source_record_id_1,record_id_2,source_system_2,source_record_id_2,email_available,email_similarity,phone_available,phone_similarity,name_available,name_similarity,address_available,address_similarity,postcode_available,postcode_similarity,date_of_birth_available,date_of_birth_similarity,weighted_similarity_score,evidence_coverage,strong_identifiers,supporting_features,corroborating_features,supporting_feature_count,corroborating_feature_count,static_conflict,preliminary_decision,preliminary_reason,final_decision,final_reason,merge_performed,probabilistic_cluster_id_1,probabilistic_cluster_id_2
DCL005786,DCL009718,5,1,B04,Email domain and local-part prefix,1,5,STG026090,MARKETING,MKT004788,STG023149,MARKETING,MKT001847,True,1.0,False,0.0,True,0.9565,False,0.0,True,0.6,False,0.0,0.9188,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL005786,PCL005786
DCL005795,DCL008742,5,1,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,5,STG005795,CRM,CRM005795,STG015140,ECOMMERCE,TXN007140,False,0.0,True,1.0,True,0.963,True,1.0,True,1.0,False,0.0,0.9886,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL005795,PCL005795
DCL005820,DCL007831,1,5,B05,First-name initial and exact postcode,1,5,STG005820,CRM,CRM005820,STG009449,ECOMMERCE,TXN001449,False,0.0,True,1.0,True,0.9167,True,1.0,True,1.0,False,0.0,0.9744,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL005820,PCL005820
DCL005854,DCL009337,5,1,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,5,STG005854,CRM,CRM005854,STG020316,ECOMMERCE,TXN012316,True,0.8,True,1.0,True,0.9412,True,1.0,True,1.0,False,0.0,0.9245,0.95,phone,address | email | name | phone | postcode,address | email | name | postcode,5,4,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL005854,PCL005854
DCL006093,DCL009306,3,1,B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code,3,3,STG006093,CRM,CRM006093,STG020111,ECOMMERCE,TXN012111,False,0.0,True,1.0,True,0.9565,True,1.0,True,1.0,False,0.0,0.9866,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL006093,PCL006093
DCL006157,DCL009572,5,1,B04,Email domain and local-part prefix,1,5,STG012146,ECOMMERCE,TXN004146,STG021692,MARKETING,MKT000390,True,1.0,False,0.0,True,0.963,False,0.0,True,0.6,False,0.0,0.921,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL006157,PCL006157
DCL006290,DCL009724,6,1,B04,Email domain and local-part prefix,1,6,STG030812,MARKETING,MKT009510,STG023265,MARKETING,MKT001963,True,1.0,False,0.0,True,0.9412,False,0.0,True,0.7273,False,0.0,0.9349,0.6,email,email | name,name | postcode,2,2,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL006290,PCL006290
DCL006332,DCL010112,2,1,B04,Email domain and local-part prefix,1,2,STG006332,CRM,CRM006332,STG027956,MARKETING,MKT006654,True,1.0,False,0.0,True,0.9091,False,0.0,True,0.7143,False,0.0,0.9221,0.6,email,email | name,name | postcode,2,2,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL006332,PCL006332
DCL006516,DCL010704,4,1,B04,Email domain and local-part prefix,1,4,STG073420,SUPPORT,SUP000118,STG077402,SUPPORT,SUP004100,True,0.9787,True,0.9091,True,1.0,False,0.0,False,0.0,False,0.0,0.9612,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL006516,PCL006516
DCL006736,DCL009288,1,4,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,4,STG006736,CRM,CRM006736,STG020001,ECOMMERCE,TXN012001,False,0.0,True,1.0,True,0.7368,True,1.0,True,1.0,False,0.0,0.919,0.65,phone,address | phone | postcode,address | name | postcode,3,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL006736,PCL006736
DCL006805,DCL008955,7,1,B01 | B02 | B03 | B04 | B05,Email domain and local-part prefix | First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,5,7,STG006805,CRM,CRM006805,STG017148,ECOMMERCE,TXN009148,True,0.9583,True,1.0,True,0.96,True,1.0,True,1.0,False,0.0,0.9784,0.95,email | phone,address | email | name | phone | postcode,address | name | postcode,5,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL006805,PCL006805
DCL006863,DCL009092,4,2,B01 | B02 | B03 | B04 | B05,Email domain and local-part prefix | First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,5,8,STG018406,ECOMMERCE,TXN010406,STG018531,ECOMMERCE,TXN010531,True,0.9744,True,1.0,True,0.9412,True,1.0,True,1.0,False,0.0,0.9795,0.95,email | phone,address | email | name | phone | postcode,address | name | postcode,5,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL006863,PCL006863
DCL006904,DCL010413,5,1,B04,Email domain and local-part prefix,1,5,STG020784,ECOMMERCE,TXN012784,STG032174,MARKETING,MKT010872,True,1.0,False,0.0,True,0.9565,False,0.0,True,0.6667,False,0.0,0.93,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL006904,PCL006904
DCL007201,DCL008461,1,4,B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code,3,4,STG007201,CRM,CRM007201,STG015477,ECOMMERCE,TXN007477,True,0.8077,True,1.0,True,0.96,True,1.0,True,1.0,False,0.0,0.9309,0.95,phone,address | email | name | phone | postcode,address | email | name | postcode,5,4,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL007201,PCL007201
DCL007379,DCL008178,8,1,B04 | B05,Email domain and local-part prefix | First-name initial and exact postcode,2,8,STG009773,ECOMMERCE,TXN001773,STG010428,ECOMMERCE,TXN002428,True,0.9524,True,1.0,True,0.9,True,1.0,True,1.0,False,0.0,0.9639,0.95,email | phone,address | email | name | phone | postcode,address | name | postcode,5,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL007379,PCL007379
DCL007477,DCL009055,8,1,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,8,STG015201,ECOMMERCE,TXN007201,STG018222,ECOMMERCE,TXN010222,False,0.0,True,1.0,True,0.9524,True,1.0,True,1.0,False,0.0,0.9853,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL007477,PCL007477
DCL007721,DCL008738,1,1,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,1,STG007721,CRM,CRM007721,STG015117,ECOMMERCE,TXN007117,False,0.0,True,1.0,True,0.963,True,1.0,True,1.0,False,0.0,0.9886,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL007721,PCL007721
DCL007879,DCL010390,2,1,B04,Email domain and local-part prefix,1,2,STG008433,ECOMMERCE,TXN000433,STG031803,MARKETING,MKT010501,True,1.0,False,0.0,True,0.9412,False,0.0,True,0.6667,False,0.0,0.9248,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL007877,PCL007877
DCL007897,DCL008361,8,1,B02 | B03 | B04 | B05,Email domain and local-part prefix | First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code,4,8,STG008548,ECOMMERCE,TXN000548,STG011822,ECOMMERCE,TXN003822,True,0.9756,True,1.0,True,0.9,True,1.0,True,1.0,False,0.0,0.9712,0.95,email | phone,address | email | name | phone | postcode,address | name | postcode,5,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL007895,PCL007895
DCL007900,DCL009842,3,1,B04,Email domain and local-part prefix,1,3,STG026973,MARKETING,MKT005671,STG024977,MARKETING,MKT003675,True,1.0,False,0.0,True,0.9524,False,0.0,True,0.6667,False,0.0,0.9286,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL007898,PCL007898
DCL007957,DCL008099,4,1,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,4,STG008916,ECOMMERCE,TXN000916,STG009879,ECOMMERCE,TXN001879,True,0.8261,True,1.0,True,0.9565,True,1.0,True,1.0,False,0.0,0.9359,0.95,phone,address | email | name | phone | postcode,address | email | name | postcode,5,4,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL007953,PCL007953
DCL008002,DCL009851,4,1,B04,Email domain and local-part prefix,1,4,STG024657,MARKETING,MKT003355,STG025066,MARKETING,MKT003764,True,1.0,False,0.0,True,0.963,False,0.0,True,0.6667,False,0.0,0.9321,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL007998,PCL007998
DCL008038,DCL010313,7,1,B04,Email domain and local-part prefix,1,7,STG026089,MARKETING,MKT004787,STG030791,MARKETING,MKT009489,True,1.0,False,0.0,True,0.9565,False,0.0,True,0.6667,False,0.0,0.93,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008034,PCL008034
DCL008127,DCL008851,1,2,B05,First-name initial and exact postcode,1,2,STG010104,ECOMMERCE,TXN002104,STG016072,ECOMMERCE,TXN008072,False,0.0,True,1.0,True,0.8889,True,1.0,True,1.0,False,0.0,0.9658,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008120,PCL008120
DCL008135,DCL008623,2,6,B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code,3,12,STG010149,ECOMMERCE,TXN002149,STG019405,ECOMMERCE,TXN011405,False,0.0,True,1.0,True,0.9474,True,1.0,True,1.0,False,0.0,0.9838,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008128,PCL008128
DCL008311,DCL009015,1,2,B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code,3,2,STG011432,ECOMMERCE,TXN003432,STG017815,ECOMMERCE,TXN009815,False,0.0,True,1.0,True,0.9091,True,1.0,True,1.0,False,0.0,0.972,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008302,PCL008302
DCL008335,DCL009636,3,1,B04,Email domain and local-part prefix,1,3,STG030468,MARKETING,MKT009166,STG022321,MARKETING,MKT001019,True,1.0,False,0.0,True,0.9091,False,0.0,True,0.6667,False,0.0,0.9141,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008326,PCL008326
DCL008407,DCL008680,3,2,B02 | B04,Email domain and local-part prefix | Surname initial and postcode outward code,2,6,STG022194,MARKETING,MKT000892,STG014599,ECOMMERCE,TXN006599,True,1.0,False,0.0,True,0.9167,False,0.0,True,0.6667,False,0.0,0.9167,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008396,PCL008396
DCL008427,DCL009184,1,3,B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code,3,3,STG012364,ECOMMERCE,TXN004364,STG019353,ECOMMERCE,TXN011353,True,0.8,True,1.0,True,0.9655,True,1.0,True,1.0,False,0.0,0.9296,0.95,phone,address | email | name | phone | postcode,address | email | name | postcode,5,4,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008416,PCL008416
DCL008579,DCL008675,1,6,B01 | B02 | B03 | B04 | B05,Email domain and local-part prefix | First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,5,6,STG013640,ECOMMERCE,TXN005640,STG014533,ECOMMERCE,TXN006533,True,0.9583,True,1.0,True,0.9091,True,1.0,True,1.0,False,0.0,0.9677,0.95,email | phone,address | email | name | phone | postcode,address | name | postcode,5,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008563,PCL008563
DCL008693,DCL009677,1,2,B04,Email domain and local-part prefix,1,2,STG014732,ECOMMERCE,TXN006732,STG026480,MARKETING,MKT005178,True,1.0,False,0.0,True,0.9333,False,0.0,True,0.6667,False,0.0,0.9222,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008670,PCL008670
DCL008728,DCL009570,3,1,B04,Email domain and local-part prefix,1,3,STG026828,MARKETING,MKT005526,STG021673,MARKETING,MKT000371,True,1.0,False,0.0,True,0.9231,False,0.0,True,0.6667,False,0.0,0.9188,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008705,PCL008705
DCL008772,DCL009994,1,1,B04,Email domain and local-part prefix,1,1,STG015395,ECOMMERCE,TXN007395,STG026673,MARKETING,MKT005371,True,1.0,False,0.0,True,0.9474,False,0.0,True,0.6,False,0.0,0.9158,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008747,PCL008747
DCL008895,DCL009057,2,2,B01 | B02 | B03,Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,3,4,STG016527,ECOMMERCE,TXN008527,STG018228,ECOMMERCE,TXN010228,True,0.8085,True,1.0,True,0.9167,True,1.0,True,1.0,False,0.0,0.922,0.95,phone,address | email | name | phone | postcode,address | email | name | postcode,5,4,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008867,PCL008867
DCL008934,DCL010573,2,2,B04,Email domain and local-part prefix,1,4,STG016936,ECOMMERCE,TXN008936,STG074465,SUPPORT,SUP001163,True,1.0,True,0.9091,True,0.9524,False,0.0,False,0.0,False,0.0,0.957,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008905,PCL008905
DCL008946,DCL010121,1,1,B04,Email domain and local-part prefix,1,1,STG017062,ECOMMERCE,TXN009062,STG028097,MARKETING,MKT006795,True,0.9756,False,0.0,True,1.0,False,0.0,True,0.6,False,0.0,0.9211,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL008917,PCL008917
DCL009493,DCL010424,1,1,B04,Email domain and local-part prefix,1,1,STG021102,ECOMMERCE,TXN013102,STG032285,MARKETING,MKT010983,True,1.0,False,0.0,True,0.9565,False,0.0,True,0.5714,False,0.0,0.9141,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL009449,PCL009449
DCL009516,DCL010737,3,1,B04,Email domain and local-part prefix,1,3,STG078198,SUPPORT,SUP004896,STG077963,SUPPORT,SUP004661,True,0.9545,True,1.0,True,0.9524,False,0.0,False,0.0,False,0.0,0.9691,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL009472,PCL009472
DCL009643,DCL010301,1,1,B04,Email domain and local-part prefix,1,1,STG022407,MARKETING,MKT001105,STG030595,MARKETING,MKT009293,True,1.0,False,0.0,True,0.9524,False,0.0,True,0.6667,False,0.0,0.9286,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL009593,PCL009593
DCL009920,DCL010198,1,1,B04,Email domain and local-part prefix,1,1,STG025843,MARKETING,MKT004541,STG029280,MARKETING,MKT007978,True,1.0,False,0.0,True,0.9,False,0.0,True,0.6667,False,0.0,0.9111,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL009857,PCL009857
DCL010045,DCL010416,1,1,B04,Email domain and local-part prefix,1,1,STG027284,MARKETING,MKT005982,STG032241,MARKETING,MKT010939,True,1.0,False,0.0,True,0.9524,False,0.0,True,0.6,False,0.0,0.9175,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL009977,PCL009977
