source_system,source_record_id,session_id,guest_session,portal_user_id,session_date_time_start,session_date_time_end,session_duration_seconds,device_type,basket_created,basket_converted,linked_transaction_id
ONLINE,SES011921,SES011921,True,,2025-04-20 07:08:05,2025-04-20 07:20:55,770,PC,False,False,
ONLINE,SES011922,SES011922,False,USR000824,2025-04-20 07:17:19,2025-04-20 07:29:38,739,Mobile,True,False,
ONLINE,SES011923,SES011923,True,,2025-04-20 07:33:25,2025-04-20 07:42:54,569,PC,False,False,
ONLINE,SES011924,SES011924,True,,2025-04-20 07:41:27,2025-04-20 07:44:15,168,Mobile,True,False,
ONLINE,SES011925,SES011925,False,USR003291,2025-04-20 07:41:34,2025-04-20 07:44:43,189,PC,False,False,
ONLINE,SES011926,SES011926,True,,2025-04-20 07:57:15,2025-04-20 08:01:31,256,Mobile,False,False,
ONLINE,SES011927,SES011927,True,,2025-04-20 08:17:27,2025-04-20 08:25:50,503,Mobile,False,False,
ONLINE,SES011928,SES011928,True,,2025-04-20 08:22:19,2025-04-20 08:35:04,765,Mobile,False,False,
ONLINE,SES011929,SES011929,True,,2025-04-20 08:54:51,2025-04-20 09:05:20,629,Mobile,True,True,TXN008287
ONLINE,SES011930,SES011930,False,USR002049,2025-04-20 09:12:10,2025-04-20 09:18:46,396,Mobile,False,False,
ONLINE,SES011931,SES011931,False,USR000201,2025-04-20 09:12:11,2025-04-20 09:14:11,120,PC,True,False,
ONLINE,SES011932,SES011932,False,USR001289,2025-04-20 09:21:30,2025-04-20 09:47:09,1539,Mobile,True,False,
ONLINE,SES011933,SES011933,False,USR002639,2025-04-20 09:38:49,2025-04-20 09:54:24,935,Mobile,False,False,
ONLINE,SES011934,SES011934,True,,2025-04-20 10:22:50,2025-04-20 10:30:50,480,Mobile,False,False,
ONLINE,SES011935,SES011935,False,USR000317,2025-04-20 10:32:18,2025-04-20 10:46:29,851,PC,True,False,
ONLINE,SES011936,SES011936,True,,2025-04-20 10:44:12,2025-04-20 10:50:28,376,Mobile,False,False,
ONLINE,SES011937,SES011937,True,,2025-04-20 10:59:46,2025-04-20 11:06:34,408,Mobile,True,False,
ONLINE,SES011938,SES011938,True,,2025-04-20 11:12:52,2025-04-20 11:44:15,1883,Mobile,True,True,TXN008290
ONLINE,SES011939,SES011939,False,USR004089,2025-04-20 11:15:51,2025-04-20 11:20:14,263,PC,False,False,
ONLINE,SES011940,SES011940,False,USR001127,2025-04-20 11:30:05,2025-04-20 11:41:44,699,Mobile,False,False,
ONLINE,SES011941,SES011941,False,USR000372,2025-04-20 11:40:00,2025-04-20 11:44:31,271,Mobile,False,False,
ONLINE,SES011942,SES011942,False,USR003098,2025-04-20 12:16:19,2025-04-20 12:30:43,864,Mobile,False,False,
ONLINE,SES011943,SES011943,True,,2025-04-20 12:41:57,2025-04-20 13:23:52,2515,Mobile,True,True,TXN008293
ONLINE,SES011944,SES011944,True,,2025-04-20 13:08:37,2025-04-20 14:00:04,3087,Mobile,True,True,TXN008294
ONLINE,SES011945,SES011945,False,USR001530,2025-04-20 13:19:44,2025-04-20 13:28:40,536,Mobile,True,False,
ONLINE,SES011946,SES011946,False,USR000554,2025-04-20 13:47:00,2025-04-20 14:05:43,1123,Mobile,True,True,TXN008295
ONLINE,SES011947,SES011947,False,USR001766,2025-04-20 14:19:03,2025-04-20 14:23:41,278,PC,True,False,
ONLINE,SES011948,SES011948,True,,2025-04-20 14:21:22,2025-04-20 14:24:04,162,PC,False,False,
ONLINE,SES011949,SES011949,False,USR000449,2025-04-20 14:38:32,2025-04-20 14:48:02,570,Mobile,True,False,
ONLINE,SES011950,SES011950,False,USR003362,2025-04-20 15:00:42,2025-04-20 15:08:37,475,Mobile,True,True,TXN008297
ONLINE,SES011951,SES011951,True,,2025-04-20 15:03:47,2025-04-20 15:13:21,574,Mobile,False,False,
ONLINE,SES011952,SES011952,False,USR001048,2025-04-20 15:04:13,2025-04-20 15:10:03,350,Mobile,False,False,
ONLINE,SES011953,SES011953,True,,2025-04-20 16:05:00,2025-04-20 16:09:01,241,PC,False,False,
ONLINE,SES011954,SES011954,True,,2025-04-20 16:11:57,2025-04-20 16:15:24,207,PC,False,False,
ONLINE,SES011955,SES011955,True,,2025-04-20 16:40:16,2025-04-20 16:53:43,807,PC,False,False,
ONLINE,SES011956,SES011956,False,USR002076,2025-04-20 16:43:30,2025-04-20 16:49:10,340,Mobile,False,False,
ONLINE,SES011957,SES011957,False,USR001631,2025-04-20 16:56:42,2025-04-20 17:07:46,664,PC,True,False,
ONLINE,SES011958,SES011958,True,,2025-04-20 16:57:55,2025-04-20 17:01:30,215,PC,False,False,
ONLINE,SES011959,SES011959,True,,2025-04-20 17:09:35,2025-04-20 17:14:47,312,PC,False,False,
ONLINE,SES011960,SES011960,True,,2025-04-20 17:15:45,2025-04-20 17:26:25,640,Mobile,False,False,
ONLINE,SES011961,SES011961,True,,2025-04-20 17:19:36,2025-04-20 17:23:06,210,PC,True,False,
ONLINE,SES011962,SES011962,True,,2025-04-20 17:45:56,2025-04-20 17:49:52,236,PC,True,False,
ONLINE,SES011963,SES011963,True,,2025-04-20 18:01:50,2025-04-20 18:07:33,343,PC,True,True,TXN008303
ONLINE,SES011964,SES011964,True,,2025-04-20 18:07:33,2025-04-20 18:18:38,665,Mobile,True,True,TXN008304
ONLINE,SES011965,SES011965,True,,2025-04-20 18:26:22,2025-04-20 18:38:40,738,PC,False,False,
ONLINE,SES011966,SES011966,False,USR001362,2025-04-20 18:28:54,2025-04-20 18:32:47,233,Mobile,False,False,
ONLINE,SES011967,SES011967,False,USR003915,2025-04-20 18:50:42,2025-04-20 19:04:57,855,Mobile,True,True,TXN008305
ONLINE,SES011968,SES011968,True,,2025-04-20 18:56:19,2025-04-20 19:13:17,1018,Mobile,False,False,
ONLINE,SES011969,SES011969,True,,2025-04-20 19:29:34,2025-04-20 19:32:48,194,PC,False,False,
ONLINE,SES011970,SES011970,True,,2025-04-20 19:30:35,2025-04-20 19:33:58,203,Mobile,False,False,
ONLINE,SES011971,SES011971,True,,2025-04-20 19:36:32,2025-04-20 19:39:08,156,Mobile,False,False,
ONLINE,SES011972,SES011972,False,USR003655,2025-04-20 20:01:53,2025-04-20 20:09:52,479,PC,False,False,
ONLINE,SES011973,SES011973,True,,2025-04-20 20:04:27,2025-04-20 20:12:16,469,PC,True,False,
ONLINE,SES011974,SES011974,True,,2025-04-20 20:39:26,2025-04-20 20:44:07,281,PC,False,False,
ONLINE,SES011975,SES011975,True,,2025-04-20 20:40:24,2025-04-20 21:03:26,1382,Mobile,False,False,
ONLINE,SES011976,SES011976,True,,2025-04-20 20:56:43,2025-04-20 21:12:03,920,PC,True,False,
ONLINE,SES011977,SES011977,False,USR003081,2025-04-20 21:43:52,2025-04-20 21:53:54,602,Mobile,False,False,
ONLINE,SES011978,SES011978,False,USR003208,2025-04-20 21:50:41,2025-04-20 21:52:51,130,Mobile,False,False,
ONLINE,SES011979,SES011979,True,,2025-04-20 21:51:00,2025-04-20 22:20:10,1750,Mobile,True,False,
ONLINE,SES011980,SES011980,False,USR003124,2025-04-20 21:58:31,2025-04-20 22:10:54,743,Mobile,True,True,TXN008309
ONLINE,SES011981,SES011981,True,,2025-04-20 22:56:11,2025-04-20 23:00:09,238,PC,False,False,
ONLINE,SES011982,SES011982,False,USR000405,2025-04-20 23:00:23,2025-04-20 23:08:28,485,PC,False,False,
ONLINE,SES011983,SES011983,False,USR002962,2025-04-20 23:11:24,2025-04-20 23:14:15,171,PC,False,False,
ONLINE,SES011984,SES011984,False,USR003216,2025-04-20 23:25:21,2025-04-20 23:27:42,141,Mobile,False,False,
ONLINE,SES011985,SES011985,False,USR000507,2025-04-21 00:03:02,2025-04-21 00:06:15,193,Mobile,False,False,
ONLINE,SES011986,SES011986,False,USR003709,2025-04-21 00:06:41,2025-04-21 00:10:39,238,PC,False,False,
ONLINE,SES011987,SES011987,True,,2025-04-21 00:08:05,2025-04-21 00:31:12,1387,Mobile,False,False,
ONLINE,SES011988,SES011988,True,,2025-04-21 00:10:00,2025-04-21 00:23:06,786,Mobile,False,False,
ONLINE,SES011989,SES011989,True,,2025-04-21 00:10:13,2025-04-21 00:20:07,594,Mobile,False,False,
ONLINE,SES011990,SES011990,True,,2025-04-21 00:41:11,2025-04-21 00:46:14,303,PC,False,False,
ONLINE,SES011991,SES011991,True,,2025-04-21 01:03:08,2025-04-21 01:09:27,379,Mobile,True,False,
ONLINE,SES011992,SES011992,False,USR002487,2025-04-21 01:10:30,2025-04-21 01:32:32,1322,Mobile,True,True,TXN008312
ONLINE,SES011993,SES011993,True,,2025-04-21 01:17:42,2025-04-21 01:26:42,540,PC,False,False,
ONLINE,SES011994,SES011994,True,,2025-04-21 01:17:46,2025-04-21 01:25:30,464,Mobile,False,False,
ONLINE,SES011995,SES011995,True,,2025-04-21 01:27:23,2025-04-21 01:36:50,567,Mobile,False,False,
ONLINE,SES011996,SES011996,True,,2025-04-21 01:35:22,2025-04-21 01:36:53,91,PC,False,False,
ONLINE,SES011997,SES011997,True,,2025-04-21 01:58:28,2025-04-21 02:01:52,204,Mobile,True,True,TXN008313
ONLINE,SES011998,SES011998,False,USR000903,2025-04-21 02:38:23,2025-04-21 02:48:30,607,Mobile,False,False,
ONLINE,SES011999,SES011999,True,,2025-04-21 02:39:04,2025-04-21 02:57:24,1100,PC,True,False,
ONLINE,SES012000,SES012000,True,,2025-04-21 03:02:39,2025-04-21 03:35:32,1973,PC,True,True,TXN008316
ONLINE,SES012001,SES012001,False,USR003502,2025-04-21 04:00:05,2025-04-21 04:25:24,1519,PC,False,False,
ONLINE,SES012002,SES012002,True,,2025-04-21 04:17:46,2025-04-21 04:23:58,372,Mobile,False,False,
ONLINE,SES012003,SES012003,True,,2025-04-21 04:20:00,2025-04-21 04:22:19,139,Mobile,False,False,
ONLINE,SES012004,SES012004,True,,2025-04-21 04:25:27,2025-04-21 04:41:26,959,PC,False,False,
ONLINE,SES012005,SES012005,True,,2025-04-21 04:32:32,2025-04-21 05:08:39,2167,Mobile,True,True,TXN008317
ONLINE,SES012006,SES012006,False,USR000217,2025-04-21 04:34:44,2025-04-21 05:09:50,2106,Mobile,False,False,
ONLINE,SES012007,SES012007,True,,2025-04-21 04:43:10,2025-04-21 04:46:40,210,Mobile,False,False,
ONLINE,SES012008,SES012008,False,USR000482,2025-04-21 04:44:12,2025-04-21 04:46:41,149,PC,False,False,
ONLINE,SES012009,SES012009,False,USR000982,2025-04-21 05:00:26,2025-04-21 05:43:51,2605,Mobile,True,True,TXN008318
ONLINE,SES012010,SES012010,True,,2025-04-21 05:21:57,2025-04-21 05:28:13,376,Mobile,False,False,
ONLINE,SES012011,SES012011,True,,2025-04-21 05:27:38,2025-04-21 05:29:22,104,Mobile,True,False,
ONLINE,SES012012,SES012012,True,,2025-04-21 05:43:40,2025-04-21 06:21:37,2277,Mobile,True,True,TXN008319
ONLINE,SES012013,SES012013,True,,2025-04-21 05:56:27,2025-04-21 06:12:03,936,Mobile,False,False,
ONLINE,SES012014,SES012014,True,,2025-04-21 06:14:38,2025-04-21 06:28:21,823,Mobile,True,True,TXN008320
ONLINE,SES012015,SES012015,True,,2025-04-21 06:15:00,2025-04-21 06:23:23,503,PC,False,False,
ONLINE,SES012016,SES012016,False,USR002264,2025-04-21 06:16:43,2025-04-21 06:51:44,2101,Mobile,False,False,
ONLINE,SES012017,SES012017,False,USR003818,2025-04-21 06:23:48,2025-04-21 06:29:19,331,Mobile,False,False,
ONLINE,SES012018,SES012018,False,USR002395,2025-04-21 06:53:55,2025-04-21 07:14:15,1220,PC,False,False,
ONLINE,SES012019,SES012019,True,,2025-04-21 06:55:34,2025-04-21 07:08:23,769,Mobile,False,False,
ONLINE,SES012020,SES012020,True,,2025-04-21 07:12:56,2025-04-21 07:21:06,490,PC,False,False,
ONLINE,SES012021,SES012021,False,USR002979,2025-04-21 07:21:37,2025-04-21 07:31:31,594,PC,True,True,TXN008321
ONLINE,SES012022,SES012022,False,USR000739,2025-04-21 07:32:44,2025-04-21 07:45:09,745,PC,False,False,
ONLINE,SES012023,SES012023,True,,2025-04-21 07:49:51,2025-04-21 07:56:14,383,Mobile,False,False,
ONLINE,SES012024,SES012024,False,USR001458,2025-04-21 07:50:25,2025-04-21 08:00:35,610,Mobile,False,False,
ONLINE,SES012025,SES012025,True,,2025-04-21 08:05:05,2025-04-21 08:08:06,181,Mobile,False,False,
ONLINE,SES012026,SES012026,True,,2025-04-21 08:06:42,2025-04-21 08:07:41,59,PC,True,False,
ONLINE,SES012027,SES012027,True,,2025-04-21 08:09:44,2025-04-21 08:11:04,80,Mobile,False,False,
ONLINE,SES012028,SES012028,True,,2025-04-21 08:16:58,2025-04-21 08:24:53,475,PC,True,True,TXN008324
ONLINE,SES012029,SES012029,False,USR002526,2025-04-21 08:26:15,2025-04-21 08:29:59,224,Mobile,False,False,
ONLINE,SES012030,SES012030,True,,2025-04-21 08:48:24,2025-04-21 09:00:28,724,Mobile,False,False,
ONLINE,SES012031,SES012031,False,USR001749,2025-04-21 08:58:35,2025-04-21 09:04:59,384,Mobile,True,True,TXN008325
ONLINE,SES012032,SES012032,True,,2025-04-21 08:59:10,2025-04-21 09:07:32,502,Mobile,False,False,
ONLINE,SES012033,SES012033,True,,2025-04-21 10:04:40,2025-04-21 10:20:26,946,Mobile,False,False,
ONLINE,SES012034,SES012034,False,USR003191,2025-04-21 10:08:43,2025-04-21 10:19:42,659,Mobile,False,False,
ONLINE,SES012035,SES012035,False,USR001447,2025-04-21 10:10:59,2025-04-21 10:13:00,121,PC,True,True,TXN008327
ONLINE,SES012036,SES012036,True,,2025-04-21 10:23:34,2025-04-21 10:28:02,268,Mobile,False,False,
ONLINE,SES012037,SES012037,False,USR002629,2025-04-21 10:29:50,2025-04-21 10:53:39,1429,PC,True,True,TXN008328
ONLINE,SES012038,SES012038,True,,2025-04-21 10:31:42,2025-04-21 10:37:34,352,Mobile,False,False,
ONLINE,SES012039,SES012039,True,,2025-04-21 10:42:17,2025-04-21 10:58:26,969,PC,True,False,
ONLINE,SES012040,SES012040,True,,2025-04-21 10:42:39,2025-04-21 10:46:22,223,Mobile,False,False,
ONLINE,SES012041,SES012041,False,USR003186,2025-04-21 10:51:23,2025-04-21 10:55:04,221,Mobile,False,False,
ONLINE,SES012042,SES012042,False,USR001542,2025-04-21 11:04:34,2025-04-21 11:13:10,516,PC,False,False,
ONLINE,SES012043,SES012043,True,,2025-04-21 11:23:36,2025-04-21 11:34:48,672,Mobile,False,False,
ONLINE,SES012044,SES012044,False,USR000074,2025-04-21 11:27:06,2025-04-21 11:37:10,604,Mobile,False,False,
ONLINE,SES012045,SES012045,True,,2025-04-21 11:49:19,2025-04-21 11:53:47,268,PC,True,False,
ONLINE,SES012046,SES012046,False,USR003546,2025-04-21 12:00:16,2025-04-21 12:13:37,801,Mobile,False,False,
ONLINE,SES012047,SES012047,True,,2025-04-21 12:50:28,2025-04-21 12:51:32,64,Mobile,False,False,
ONLINE,SES012048,SES012048,False,USR002027,2025-04-21 13:30:42,2025-04-21 13:53:19,1357,PC,False,False,
ONLINE,SES012049,SES012049,True,,2025-04-21 13:35:38,2025-04-21 13:53:29,1071,PC,True,True,TXN008331
ONLINE,SES012050,SES012050,True,,2025-04-21 13:36:35,2025-04-21 13:40:22,227,Mobile,True,False,
ONLINE,SES012051,SES012051,True,,2025-04-21 13:39:50,2025-04-21 13:50:46,656,Mobile,False,False,
ONLINE,SES012052,SES012052,True,,2025-04-21 13:56:45,2025-04-21 14:15:02,1097,Mobile,False,False,
ONLINE,SES012053,SES012053,False,USR001428,2025-04-21 13:59:34,2025-04-21 14:16:26,1012,Mobile,False,False,
ONLINE,SES012054,SES012054,True,,2025-04-21 14:04:44,2025-04-21 14:18:12,808,Mobile,False,False,
ONLINE,SES012055,SES012055,True,,2025-04-21 14:08:14,2025-04-21 14:11:17,183,PC,False,False,
ONLINE,SES012056,SES012056,True,,2025-04-21 14:24:20,2025-04-21 14:34:59,639,Mobile,False,False,
ONLINE,SES012057,SES012057,True,,2025-04-21 14:46:06,2025-04-21 15:11:27,1521,Mobile,False,False,
ONLINE,SES012058,SES012058,True,,2025-04-21 14:58:51,2025-04-21 15:04:58,367,Mobile,False,False,
ONLINE,SES012059,SES012059,False,USR000446,2025-04-21 15:03:54,2025-04-21 15:10:50,416,Mobile,True,True,TXN008334
ONLINE,SES012060,SES012060,True,,2025-04-21 15:09:45,2025-04-21 15:16:19,394,PC,False,False,
ONLINE,SES012061,SES012061,True,,2025-04-21 16:18:38,2025-04-21 16:28:15,577,Mobile,False,False,
ONLINE,SES012062,SES012062,True,,2025-04-21 16:24:50,2025-04-21 16:44:39,1189,Mobile,True,True,TXN008336
ONLINE,SES012063,SES012063,True,,2025-04-21 16:28:07,2025-04-21 16:34:18,371,Mobile,True,False,
ONLINE,SES012064,SES012064,True,,2025-04-21 16:49:16,2025-04-21 17:03:39,863,Mobile,False,False,
ONLINE,SES012065,SES012065,False,USR000016,2025-04-21 16:53:23,2025-04-21 16:56:04,161,Mobile,False,False,
ONLINE,SES012066,SES012066,True,,2025-04-21 17:17:11,2025-04-21 17:36:21,1150,Mobile,True,False,
ONLINE,SES012067,SES012067,True,,2025-04-21 17:26:27,2025-04-21 17:30:12,225,Mobile,True,False,
ONLINE,SES012068,SES012068,True,,2025-04-21 17:43:48,2025-04-21 18:04:43,1255,Mobile,True,True,TXN008338
ONLINE,SES012069,SES012069,True,,2025-04-21 17:43:58,2025-04-21 17:46:18,140,PC,False,False,
ONLINE,SES012070,SES012070,True,,2025-04-21 17:44:52,2025-04-21 18:05:29,1237,Mobile,True,True,TXN008337
ONLINE,SES012071,SES012071,False,USR003280,2025-04-21 17:45:00,2025-04-21 17:57:03,723,PC,False,False,
ONLINE,SES012072,SES012072,False,USR002994,2025-04-21 18:01:17,2025-04-21 18:26:42,1525,Mobile,False,False,
ONLINE,SES012073,SES012073,False,USR003369,2025-04-21 18:09:33,2025-04-21 18:15:13,340,Mobile,False,False,
ONLINE,SES012074,SES012074,True,,2025-04-21 18:22:58,2025-04-21 18:33:53,655,PC,False,False,
ONLINE,SES012075,SES012075,True,,2025-04-21 18:24:20,2025-04-21 18:39:24,904,Mobile,False,False,
ONLINE,SES012076,SES012076,False,USR002977,2025-04-21 18:24:41,2025-04-21 18:30:03,322,PC,False,False,
ONLINE,SES012077,SES012077,True,,2025-04-21 18:26:14,2025-04-21 18:40:08,834,PC,True,True,TXN008339
ONLINE,SES012078,SES012078,True,,2025-04-21 18:35:35,2025-04-21 18:58:28,1373,Mobile,False,False,
ONLINE,SES012079,SES012079,True,,2025-04-21 19:10:20,2025-04-21 19:14:00,220,PC,True,False,
ONLINE,SES012080,SES012080,False,USR001452,2025-04-21 19:15:56,2025-04-21 19:26:59,663,PC,False,False,
ONLINE,SES012081,SES012081,True,,2025-04-21 19:15:59,2025-04-21 19:17:47,108,Mobile,False,False,
ONLINE,SES012082,SES012082,True,,2025-04-21 19:47:02,2025-04-21 20:10:13,1391,Mobile,False,False,
ONLINE,SES012083,SES012083,True,,2025-04-21 19:50:37,2025-04-21 20:00:45,608,Mobile,False,False,
ONLINE,SES012084,SES012084,True,,2025-04-21 20:29:42,2025-04-21 20:33:58,256,Mobile,False,False,
ONLINE,SES012085,SES012085,True,,2025-04-21 20:31:54,2025-04-21 20:39:46,472,Mobile,False,False,
ONLINE,SES012086,SES012086,True,,2025-04-21 20:50:38,2025-04-21 20:58:27,469,Mobile,False,False,
ONLINE,SES012087,SES012087,True,,2025-04-21 20:54:41,2025-04-21 20:59:07,266,Mobile,False,False,
ONLINE,SES012088,SES012088,True,,2025-04-21 21:00:48,2025-04-21 21:11:12,624,Mobile,True,True,TXN008344
ONLINE,SES012089,SES012089,True,,2025-04-21 21:08:50,2025-04-21 21:16:29,459,Mobile,True,False,
ONLINE,SES012090,SES012090,True,,2025-04-21 21:15:03,2025-04-21 21:32:41,1058,Mobile,True,True,TXN008345
ONLINE,SES012091,SES012091,True,,2025-04-21 21:23:30,2025-04-21 21:29:30,360,Mobile,False,False,
ONLINE,SES012092,SES012092,True,,2025-04-21 21:42:05,2025-04-21 21:43:31,86,PC,True,False,
ONLINE,SES012093,SES012093,False,USR001878,2025-04-21 21:46:15,2025-04-21 22:06:40,1225,Mobile,False,False,
ONLINE,SES012094,SES012094,True,,2025-04-21 21:47:21,2025-04-21 22:02:28,907,PC,True,True,TXN008346
ONLINE,SES012095,SES012095,True,,2025-04-21 22:01:30,2025-04-21 22:11:48,618,PC,False,False,
ONLINE,SES012096,SES012096,False,USR000499,2025-04-21 22:53:59,2025-04-21 23:07:55,836,PC,False,False,
ONLINE,SES012097,SES012097,False,USR000200,2025-04-21 23:03:34,2025-04-21 23:18:00,866,Mobile,False,False,
ONLINE,SES012098,SES012098,True,,2025-04-21 23:23:15,2025-04-21 23:26:23,188,Mobile,False,False,
ONLINE,SES012099,SES012099,True,,2025-04-21 23:52:45,2025-04-21 23:56:00,195,Mobile,False,False,
ONLINE,SES012100,SES012100,False,USR003264,2025-04-21 23:59:30,2025-04-22 00:06:52,442,Mobile,False,False,
ONLINE,SES012101,SES012101,False,USR002332,2025-04-22 00:17:29,2025-04-22 00:36:06,1117,PC,False,False,
ONLINE,SES012102,SES012102,False,USR000543,2025-04-22 00:35:52,2025-04-22 00:40:58,306,PC,False,False,
ONLINE,SES012103,SES012103,False,USR000542,2025-04-22 00:36:46,2025-04-22 00:54:38,1072,Mobile,False,False,
ONLINE,SES012104,SES012104,True,,2025-04-22 00:38:28,2025-04-22 00:46:49,501,PC,True,True,TXN008348
ONLINE,SES012105,SES012105,True,,2025-04-22 00:45:16,2025-04-22 00:58:11,775,PC,False,False,
ONLINE,SES012106,SES012106,False,USR004216,2025-04-22 00:49:22,2025-04-22 00:57:39,497,PC,False,False,
ONLINE,SES012107,SES012107,False,USR000405,2025-04-22 00:59:04,2025-04-22 01:03:47,283,PC,False,False,
ONLINE,SES012108,SES012108,False,USR000702,2025-04-22 01:06:31,2025-04-22 01:10:47,256,PC,False,False,
ONLINE,SES012109,SES012109,True,,2025-04-22 01:18:11,2025-04-22 01:27:22,551,Mobile,False,False,
ONLINE,SES012110,SES012110,True,,2025-04-22 01:22:51,2025-04-22 01:32:12,561,PC,False,False,
ONLINE,SES012111,SES012111,False,USR000250,2025-04-22 01:32:29,2025-04-22 01:36:00,211,Mobile,True,True,TXN008349
ONLINE,SES012112,SES012112,True,,2025-04-22 01:35:46,2025-04-22 01:39:41,235,Mobile,False,False,
ONLINE,SES012113,SES012113,True,,2025-04-22 01:45:01,2025-04-22 01:49:39,278,Mobile,True,True,TXN008351
ONLINE,SES012114,SES012114,True,,2025-04-22 01:57:00,2025-04-22 01:59:08,128,Mobile,True,True,TXN008352
ONLINE,SES012115,SES012115,False,USR002426,2025-04-22 02:01:48,2025-04-22 02:07:29,341,PC,False,False,
ONLINE,SES012116,SES012116,False,USR000094,2025-04-22 02:10:38,2025-04-22 02:30:07,1169,Mobile,True,False,
ONLINE,SES012117,SES012117,False,USR003710,2025-04-22 02:11:09,2025-04-22 02:14:27,198,Mobile,False,False,
ONLINE,SES012118,SES012118,False,USR001498,2025-04-22 02:49:41,2025-04-22 03:03:01,800,Mobile,True,False,
ONLINE,SES012119,SES012119,False,USR002583,2025-04-22 03:14:28,2025-04-22 03:43:33,1745,Mobile,True,True,TXN008353
ONLINE,SES012120,SES012120,False,USR002852,2025-04-22 03:35:31,2025-04-22 03:38:51,200,Mobile,False,False,
ONLINE,SES012121,SES012121,False,USR002114,2025-04-22 04:22:12,2025-04-22 04:51:48,1776,PC,False,False,
ONLINE,SES012122,SES012122,True,,2025-04-22 04:24:38,2025-04-22 04:32:31,473,PC,False,False,
ONLINE,SES012123,SES012123,True,,2025-04-22 04:43:27,2025-04-22 04:47:22,235,PC,True,False,
ONLINE,SES012124,SES012124,True,,2025-04-22 05:01:33,2025-04-22 05:18:57,1044,Mobile,False,False,
ONLINE,SES012125,SES012125,True,,2025-04-22 05:19:35,2025-04-22 05:21:10,95,Mobile,True,False,
ONLINE,SES012126,SES012126,True,,2025-04-22 06:05:14,2025-04-22 06:10:21,307,Mobile,False,False,
ONLINE,SES012127,SES012127,True,,2025-04-22 06:36:48,2025-04-22 06:39:03,135,PC,True,True,TXN008356
ONLINE,SES012128,SES012128,True,,2025-04-22 06:52:06,2025-04-22 06:57:04,298,Mobile,False,False,
ONLINE,SES012129,SES012129,True,,2025-04-22 06:57:58,2025-04-22 07:02:04,246,PC,True,False,
ONLINE,SES012130,SES012130,False,USR000688,2025-04-22 07:21:39,2025-04-22 07:30:35,536,Mobile,False,False,
ONLINE,SES012131,SES012131,True,,2025-04-22 07:26:56,2025-04-22 07:31:21,265,Mobile,True,True,TXN008357
ONLINE,SES012132,SES012132,False,USR000088,2025-04-22 08:12:07,2025-04-22 08:15:14,187,Mobile,False,False,
ONLINE,SES012133,SES012133,True,,2025-04-22 08:14:49,2025-04-22 08:36:49,1320,Mobile,True,True,TXN008360
ONLINE,SES012134,SES012134,True,,2025-04-22 08:15:17,2025-04-22 08:26:34,677,PC,True,True,TXN008359
ONLINE,SES012135,SES012135,True,,2025-04-22 08:18:29,2025-04-22 08:22:49,260,Mobile,True,False,
ONLINE,SES012136,SES012136,False,USR003953,2025-04-22 08:19:34,2025-04-22 09:03:55,2661,PC,True,True,TXN008361
ONLINE,SES012137,SES012137,True,,2025-04-22 08:36:50,2025-04-22 08:43:29,399,PC,False,False,
ONLINE,SES012138,SES012138,True,,2025-04-22 08:44:12,2025-04-22 08:52:08,476,Mobile,True,False,
ONLINE,SES012139,SES012139,True,,2025-04-22 08:52:14,2025-04-22 08:56:56,282,Mobile,False,False,
ONLINE,SES012140,SES012140,True,,2025-04-22 08:54:50,2025-04-22 08:59:54,304,PC,False,False,
ONLINE,SES012141,SES012141,True,,2025-04-22 09:01:42,2025-04-22 09:03:56,134,Mobile,True,True,TXN008363
ONLINE,SES012142,SES012142,True,,2025-04-22 09:02:15,2025-04-22 09:11:40,565,PC,False,False,
ONLINE,SES012143,SES012143,True,,2025-04-22 09:02:18,2025-04-22 09:05:20,182,PC,False,False,
ONLINE,SES012144,SES012144,True,,2025-04-22 09:15:45,2025-04-22 09:19:30,225,Mobile,False,False,
ONLINE,SES012145,SES012145,True,,2025-04-22 09:16:00,2025-04-22 09:24:44,524,Mobile,False,False,
ONLINE,SES012146,SES012146,True,,2025-04-22 09:45:13,2025-04-22 10:01:00,947,PC,False,False,
ONLINE,SES012147,SES012147,True,,2025-04-22 10:18:22,2025-04-22 10:30:46,744,PC,False,False,
ONLINE,SES012148,SES012148,True,,2025-04-22 10:20:59,2025-04-22 10:42:34,1295,Mobile,False,False,
ONLINE,SES012149,SES012149,True,,2025-04-22 10:27:07,2025-04-22 10:36:07,540,Mobile,False,False,
ONLINE,SES012150,SES012150,False,USR003929,2025-04-22 10:34:56,2025-04-22 10:43:13,497,PC,True,False,
ONLINE,SES012151,SES012151,False,USR000545,2025-04-22 10:45:24,2025-04-22 11:15:35,1811,Mobile,True,True,TXN008365
ONLINE,SES012152,SES012152,True,,2025-04-22 11:08:07,2025-04-22 11:28:01,1194,PC,True,True,TXN008366
ONLINE,SES012153,SES012153,True,,2025-04-22 11:17:47,2025-04-22 11:32:48,901,PC,False,False,
ONLINE,SES012154,SES012154,True,,2025-04-22 12:00:37,2025-04-22 12:01:18,41,PC,False,False,
ONLINE,SES012155,SES012155,False,USR004240,2025-04-22 12:14:12,2025-04-22 12:18:37,265,Mobile,False,False,
ONLINE,SES012156,SES012156,False,USR001824,2025-04-22 12:21:34,2025-04-22 12:31:08,574,Mobile,True,False,
