cluster_id_1,cluster_id_2,cluster_size_1,cluster_size_2,blocking_rules,blocking_rule_names,blocking_hits,record_pairs_compared,record_id_1,source_system_1,source_record_id_1,record_id_2,source_system_2,source_record_id_2,email_available,email_similarity,phone_available,phone_similarity,name_available,name_similarity,address_available,address_similarity,postcode_available,postcode_similarity,date_of_birth_available,date_of_birth_similarity,weighted_similarity_score,evidence_coverage,strong_identifiers,supporting_features,corroborating_features,supporting_feature_count,corroborating_feature_count,static_conflict,preliminary_decision,preliminary_reason,final_decision,final_reason,merge_performed,probabilistic_cluster_id_1,probabilistic_cluster_id_2
DCL002012,DCL009629,3,1,B04,Email domain and local-part prefix,1,3,STG012883,ECOMMERCE,TXN004883,STG022238,MARKETING,MKT000936,True,1.0,False,0.0,True,0.9412,False,0.0,True,0.6667,False,0.0,0.9248,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002012,PCL002012
DCL002013,DCL010570,5,4,B04,Email domain and local-part prefix,1,20,STG074680,SUPPORT,SUP001378,STG076709,SUPPORT,SUP003407,True,0.9811,False,0.0,True,0.963,False,0.0,False,0.0,False,0.0,0.9739,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002013,PCL002013
DCL002034,DCL010587,1,1,B04,Email domain and local-part prefix,1,1,STG002034,CRM,CRM002034,STG074749,SUPPORT,SUP001447,True,1.0,False,0.0,True,0.9231,False,0.0,False,0.0,False,0.0,0.9692,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002034,PCL002034
DCL002045,DCL009918,9,1,B04,Email domain and local-part prefix,1,9,STG077873,SUPPORT,SUP004571,STG025794,MARKETING,MKT004492,True,0.9778,False,0.0,True,0.9565,False,0.0,False,0.0,False,0.0,0.9693,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002045,PCL002045
DCL002049,DCL008630,2,1,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,2,STG002049,CRM,CRM002049,STG014050,ECOMMERCE,TXN006050,True,0.9565,True,1.0,True,0.9091,True,1.0,True,1.0,False,0.0,0.9671,0.95,email | phone,address | email | name | phone | postcode,address | name | postcode,5,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002049,PCL002049
DCL002064,DCL009025,2,4,B04,Email domain and local-part prefix,1,8,STG002064,CRM,CRM002064,STG074733,SUPPORT,SUP001431,True,0.898,False,0.0,True,0.8148,False,0.0,False,0.0,False,0.0,0.8647,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002064,PCL002064
DCL002070,DCL010511,2,1,B04,Email domain and local-part prefix,1,2,STG002070,CRM,CRM002070,STG073336,SUPPORT,SUP000034,True,0.9615,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.9769,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002070,PCL002070
DCL002113,DCL010044,3,1,B04,Email domain and local-part prefix,1,3,STG076796,SUPPORT,SUP003494,STG027277,MARKETING,MKT005975,True,1.0,False,0.0,True,0.96,False,0.0,False,0.0,False,0.0,0.984,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002113,PCL002113
DCL002127,DCL010018,1,1,B04,Email domain and local-part prefix,1,1,STG002127,CRM,CRM002127,STG026919,MARKETING,MKT005617,True,1.0,False,0.0,True,0.9565,False,0.0,True,0.6,False,0.0,0.9188,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002127,PCL002127
DCL002141,DCL010714,10,1,B04,Email domain and local-part prefix,1,10,STG076960,SUPPORT,SUP003658,STG077545,SUPPORT,SUP004243,True,0.9787,True,1.0,True,0.96,False,0.0,False,0.0,False,0.0,0.9808,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002141,PCL002141
DCL002146,DCL008028,11,7,B04,Email domain and local-part prefix,1,77,STG025756,MARKETING,MKT004454,STG074287,SUPPORT,SUP000985,True,0.9831,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.9898,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002146,PCL002146
DCL002154,DCL008068,1,3,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,3,STG002154,CRM,CRM002154,STG015445,ECOMMERCE,TXN007445,False,0.0,True,1.0,True,0.7826,False,0.0,True,1.0,False,0.0,0.9209,0.55,phone,name | phone | postcode,name | postcode,3,2,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002154,PCL002154
DCL002159,DCL008726,3,4,B04,Email domain and local-part prefix,1,12,STG029199,MARKETING,MKT007897,STG077154,SUPPORT,SUP003852,True,0.898,False,0.0,True,0.8148,False,0.0,False,0.0,False,0.0,0.8647,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002159,PCL002159
DCL002173,DCL009456,4,2,B02 | B03,Phone suffix and surname initial | Surname initial and postcode outward code,2,8,STG078135,SUPPORT,SUP004833,STG020929,ECOMMERCE,TXN012929,True,0.6667,True,1.0,True,0.9474,False,0.0,False,0.0,False,0.0,0.8526,0.75,phone,name | phone,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002173,PCL002173
DCL002276,DCL010618,3,1,B04,Email domain and local-part prefix,1,3,STG010578,ECOMMERCE,TXN002578,STG075436,SUPPORT,SUP002134,True,0.9825,True,0.9091,True,1.0,False,0.0,False,0.0,False,0.0,0.9627,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002276,PCL002276
DCL002283,DCL010515,13,1,B04,Email domain and local-part prefix,1,13,STG027755,MARKETING,MKT006453,STG073432,SUPPORT,SUP000130,True,0.9787,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.9872,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002283,PCL002283
DCL002289,DCL010397,3,1,B04,Email domain and local-part prefix,1,3,STG020893,ECOMMERCE,TXN012893,STG031898,MARKETING,MKT010596,True,1.0,False,0.0,True,0.8889,False,0.0,True,0.5714,False,0.0,0.8915,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002289,PCL002289
DCL002293,DCL010533,2,1,B04,Email domain and local-part prefix,1,2,STG002293,CRM,CRM002293,STG073775,SUPPORT,SUP000473,True,0.9778,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.9867,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002293,PCL002293
DCL002309,DCL009989,9,1,B04,Email domain and local-part prefix,1,9,STG012918,ECOMMERCE,TXN004918,STG026618,MARKETING,MKT005316,True,1.0,False,0.0,True,0.9167,False,0.0,True,0.6667,False,0.0,0.9167,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002309,PCL002309
DCL002330,DCL010509,4,1,B04,Email domain and local-part prefix,1,4,STG075906,SUPPORT,SUP002604,STG073319,SUPPORT,SUP000017,True,0.9545,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.9727,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002330,PCL002330
DCL002346,DCL010658,3,2,B04,Email domain and local-part prefix,1,6,STG031246,MARKETING,MKT009944,STG076297,SUPPORT,SUP002995,True,0.913,False,0.0,True,0.88,False,0.0,False,0.0,False,0.0,0.8998,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002346,PCL002346
DCL002358,DCL010652,12,1,B04,Email domain and local-part prefix,1,12,STG077082,SUPPORT,SUP003780,STG076161,SUPPORT,SUP002859,True,0.9583,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.975,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002358,PCL002358
DCL002379,DCL010388,5,1,B04,Email domain and local-part prefix,1,5,STG076606,SUPPORT,SUP003304,STG031760,MARKETING,MKT010458,True,1.0,False,0.0,True,0.9333,False,0.0,False,0.0,False,0.0,0.9733,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002379,PCL002379
DCL002389,DCL008082,6,4,B04,Email domain and local-part prefix,1,24,STG017731,ECOMMERCE,TXN009731,STG075109,SUPPORT,SUP001807,True,0.9643,False,0.0,True,0.9333,False,0.0,False,0.0,False,0.0,0.9519,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002389,PCL002389
DCL002393,DCL008234,7,4,B04,Email domain and local-part prefix,1,28,STG009935,ECOMMERCE,TXN001935,STG073862,SUPPORT,SUP000560,True,0.85,False,0.0,True,0.9,False,0.0,False,0.0,False,0.0,0.87,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002393,PCL002393
DCL002417,DCL010453,3,1,B04,Email domain and local-part prefix,1,3,STG073308,SUPPORT,SUP000006,STG032687,MARKETING,MKT011385,True,0.92,False,0.0,True,0.8333,False,0.0,False,0.0,False,0.0,0.8853,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002417,PCL002417
DCL002467,DCL008429,1,6,B02 | B04,Email domain and local-part prefix | Surname initial and postcode outward code,2,6,STG002467,CRM,CRM002467,STG077218,SUPPORT,SUP003916,True,1.0,False,0.0,True,0.9091,False,0.0,False,0.0,False,0.0,0.9636,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002467,PCL002467
DCL002493,DCL010560,7,1,B04,Email domain and local-part prefix,1,7,STG076963,SUPPORT,SUP003661,STG074267,SUPPORT,SUP000965,True,0.9524,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.9714,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002493,PCL002493
DCL002503,DCL010321,6,1,B04,Email domain and local-part prefix,1,6,STG074674,SUPPORT,SUP001372,STG030823,MARKETING,MKT009521,True,1.0,False,0.0,True,0.9167,False,0.0,False,0.0,False,0.0,0.9667,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002503,PCL002503
DCL002534,DCL009978,7,1,B04,Email domain and local-part prefix,1,7,STG020373,ECOMMERCE,TXN012373,STG026476,MARKETING,MKT005174,True,1.0,False,0.0,True,0.9,False,0.0,True,0.6,False,0.0,0.9,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002534,PCL002534
DCL002539,DCL008949,8,2,B04,Email domain and local-part prefix,1,16,STG033229,MARKETING,MKT011927,STG023049,MARKETING,MKT001747,True,0.9787,False,0.0,True,1.0,False,0.0,True,0.3333,False,0.0,0.8783,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002539,PCL002539
DCL002547,DCL009853,7,2,B04,Email domain and local-part prefix,1,14,STG016159,ECOMMERCE,TXN008159,STG029744,MARKETING,MKT008442,True,1.0,False,0.0,True,0.8,False,0.0,True,0.6,False,0.0,0.8667,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_transitive_support,Clusters were already connected by stronger accepted matches,False,PCL002547,PCL002547
DCL002547,DCL010607,7,1,B04,Email domain and local-part prefix,1,7,STG016159,ECOMMERCE,TXN008159,STG075207,SUPPORT,SUP001905,True,0.9778,True,0.9091,True,0.8,False,0.0,False,0.0,False,0.0,0.9075,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002547,PCL002547
DCL002551,DCL009295,3,3,B04,Email domain and local-part prefix,1,9,STG028494,MARKETING,MKT007192,STG027448,MARKETING,MKT006146,True,0.9565,False,0.0,True,1.0,False,0.0,True,0.3333,False,0.0,0.8671,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002551,PCL002551
DCL002554,DCL010673,2,1,B04,Email domain and local-part prefix,1,2,STG020214,ECOMMERCE,TXN012214,STG076652,SUPPORT,SUP003350,True,0.9787,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.9872,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002554,PCL002554
DCL002578,DCL010732,12,1,B04,Email domain and local-part prefix,1,12,STG078273,SUPPORT,SUP004971,STG077922,SUPPORT,SUP004620,True,1.0,False,0.0,True,0.96,False,0.0,False,0.0,False,0.0,0.984,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002578,PCL002578
DCL002587,DCL008918,11,3,B02,Surname initial and postcode outward code,1,33,STG075101,SUPPORT,SUP001799,STG026894,MARKETING,MKT005592,True,0.9362,False,0.0,True,0.8,False,0.0,False,0.0,False,0.0,0.8817,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002587,PCL002587
DCL002617,DCL009213,2,2,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,4,STG002617,CRM,CRM002617,STG019546,ECOMMERCE,TXN011546,True,0.7843,True,1.0,True,0.96,True,1.0,True,1.0,False,0.0,0.9235,0.95,phone,address | email | name | phone | postcode,address | email | name | postcode,5,4,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002617,PCL002617
DCL002644,DCL010600,12,1,B04,Email domain and local-part prefix,1,12,STG076654,SUPPORT,SUP003352,STG075092,SUPPORT,SUP001790,True,1.0,False,0.0,True,0.9655,False,0.0,False,0.0,False,0.0,0.9862,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002644,PCL002644
DCL002666,DCL008848,1,4,B02 | B04,Email domain and local-part prefix | Surname initial and postcode outward code,2,4,STG002666,CRM,CRM002666,STG026844,MARKETING,MKT005542,True,1.0,False,0.0,True,0.9091,False,0.0,True,0.6,False,0.0,0.903,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002666,PCL002666
DCL002672,DCL009420,13,4,B04,Email domain and local-part prefix,1,52,STG025216,MARKETING,MKT003914,STG077638,SUPPORT,SUP004336,True,0.9565,False,0.0,True,0.9167,False,0.0,False,0.0,False,0.0,0.9406,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002672,PCL002672
DCL002680,DCL008617,3,3,B04,Email domain and local-part prefix,1,9,STG074629,SUPPORT,SUP001327,STG013990,ECOMMERCE,TXN005990,True,0.9048,False,0.0,True,0.8,False,0.0,False,0.0,False,0.0,0.8629,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002680,PCL002680
DCL002688,DCL009907,12,1,B04,Email domain and local-part prefix,1,12,STG013455,ECOMMERCE,TXN005455,STG025651,MARKETING,MKT004349,True,1.0,False,0.0,True,0.9565,False,0.0,True,0.6,False,0.0,0.9188,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002688,PCL002688
DCL002699,DCL010613,10,1,B04,Email domain and local-part prefix,1,10,STG033214,MARKETING,MKT011912,STG075351,SUPPORT,SUP002049,True,0.9804,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.9882,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002699,PCL002699
DCL002704,DCL009061,5,2,B04,Email domain and local-part prefix,1,10,STG074143,SUPPORT,SUP000841,STG031176,MARKETING,MKT009874,True,0.9362,False,0.0,True,0.88,False,0.0,False,0.0,False,0.0,0.9137,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002704,PCL002704
DCL002738,DCL009118,8,7,B04,Email domain and local-part prefix,1,56,STG026573,MARKETING,MKT005271,STG074969,SUPPORT,SUP001667,True,0.898,False,0.0,True,0.8148,False,0.0,False,0.0,False,0.0,0.8647,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002738,PCL002738
DCL002748,DCL009702,5,1,B04,Email domain and local-part prefix,1,5,STG030374,MARKETING,MKT009072,STG023016,MARKETING,MKT001714,True,1.0,False,0.0,True,0.9091,False,0.0,True,0.6,False,0.0,0.903,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002748,PCL002748
DCL002762,DCL009318,5,3,B04,Email domain and local-part prefix,1,15,STG024203,MARKETING,MKT002901,STG076158,SUPPORT,SUP002856,True,0.9091,False,0.0,True,0.7778,False,0.0,False,0.0,False,0.0,0.8566,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002762,PCL002762
DCL002776,DCL008943,9,6,B04,Email domain and local-part prefix,1,54,STG002776,CRM,CRM002776,STG027486,MARKETING,MKT006184,True,0.902,False,0.0,True,0.8276,False,0.0,False,0.0,False,0.0,0.8722,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002776,PCL002776
DCL002791,DCL009512,18,6,B04,Email domain and local-part prefix,1,108,STG076767,SUPPORT,SUP003465,STG031643,MARKETING,MKT010341,True,0.9787,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.9872,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002791,PCL002791
DCL002799,DCL010486,4,1,B04,Email domain and local-part prefix,1,4,STG074483,SUPPORT,SUP001181,STG033072,MARKETING,MKT011770,True,0.96,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.976,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002799,PCL002799
DCL002803,DCL009809,5,1,B04,Email domain and local-part prefix,1,5,STG024861,MARKETING,MKT003559,STG024482,MARKETING,MKT003180,True,1.0,False,0.0,True,0.9091,False,0.0,True,0.6667,False,0.0,0.9141,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002803,PCL002803
DCL002814,DCL010543,6,1,B04,Email domain and local-part prefix,1,6,STG015180,ECOMMERCE,TXN007180,STG074038,SUPPORT,SUP000736,True,0.9767,True,1.0,True,0.8889,False,0.0,False,0.0,False,0.0,0.9611,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002814,PCL002814
DCL002827,DCL010461,4,1,B04,Email domain and local-part prefix,1,4,STG073960,SUPPORT,SUP000658,STG032745,MARKETING,MKT011443,True,1.0,False,0.0,True,0.9091,False,0.0,False,0.0,False,0.0,0.9636,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002827,PCL002827
DCL002861,DCL009959,8,1,B04,Email domain and local-part prefix,1,8,STG076603,SUPPORT,SUP003301,STG026257,MARKETING,MKT004955,True,0.9565,False,0.0,True,0.9,False,0.0,False,0.0,False,0.0,0.9339,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002861,PCL002861
DCL002862,DCL009822,6,1,B04,Email domain and local-part prefix,1,6,STG076804,SUPPORT,SUP003502,STG024659,MARKETING,MKT003357,True,0.9048,False,0.0,True,0.8,False,0.0,False,0.0,False,0.0,0.8629,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002862,PCL002862
DCL002879,DCL009024,9,7,B04,Email domain and local-part prefix,1,63,STG026606,MARKETING,MKT005304,STG073461,SUPPORT,SUP000159,True,0.96,False,0.0,True,0.9286,False,0.0,False,0.0,False,0.0,0.9474,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002879,PCL002879
DCL002897,DCL009745,12,1,B04,Email domain and local-part prefix,1,12,STG076725,SUPPORT,SUP003423,STG023594,MARKETING,MKT002292,True,0.9796,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.9878,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002897,PCL002897
DCL002901,DCL010525,4,1,B04,Email domain and local-part prefix,1,4,STG076089,SUPPORT,SUP002787,STG073635,SUPPORT,SUP000333,True,0.9524,False,0.0,True,1.0,False,0.0,False,0.0,False,0.0,0.9714,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002901,PCL002901
DCL002906,DCL010691,12,1,B04,Email domain and local-part prefix,1,12,STG074949,SUPPORT,SUP001647,STG077183,SUPPORT,SUP003881,True,0.9787,True,0.9,True,1.0,False,0.0,False,0.0,False,0.0,0.9582,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002906,PCL002906
DCL002950,DCL010718,7,1,B04,Email domain and local-part prefix,1,7,STG077181,SUPPORT,SUP003879,STG077604,SUPPORT,SUP004302,True,1.0,False,0.0,True,0.9231,False,0.0,False,0.0,False,0.0,0.9692,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002950,PCL002950
DCL002958,DCL010516,7,1,B04,Email domain and local-part prefix,1,7,STG076409,SUPPORT,SUP003107,STG073456,SUPPORT,SUP000154,True,0.9048,False,0.0,True,0.8,False,0.0,False,0.0,False,0.0,0.8629,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002958,PCL002958
DCL002971,DCL008631,4,2,B01 | B02 | B05,First-name initial and exact postcode | Surname initial and postcode outward code | Surname prefix and exact postcode,3,8,STG018681,ECOMMERCE,TXN010681,STG014053,ECOMMERCE,TXN006053,True,0.9545,False,0.0,True,0.9524,True,1.0,True,1.0,False,0.0,0.9669,0.7,email,address | email | name | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002971,PCL002971
DCL003085,DCL009747,4,1,B04,Email domain and local-part prefix,1,4,STG028183,MARKETING,MKT006881,STG023606,MARKETING,MKT002304,True,1.0,False,0.0,True,0.9286,False,0.0,True,0.6667,False,0.0,0.9206,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003085,PCL003085
DCL003109,DCL008475,12,2,B04,Email domain and local-part prefix,1,24,STG074073,SUPPORT,SUP000771,STG015884,ECOMMERCE,TXN007884,True,0.9388,False,0.0,True,0.8889,False,0.0,False,0.0,False,0.0,0.9188,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003109,PCL003109
DCL003109,DCL010648,12,1,B04,Email domain and local-part prefix,1,12,STG074073,SUPPORT,SUP000771,STG075974,SUPPORT,SUP002672,True,1.0,False,0.0,True,0.9167,False,0.0,False,0.0,False,0.0,0.9667,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003109,PCL003109
DCL003126,DCL009776,6,1,B04,Email domain and local-part prefix,1,6,STG019641,ECOMMERCE,TXN011641,STG023917,MARKETING,MKT002615,True,1.0,False,0.0,True,0.8889,False,0.0,True,0.6667,False,0.0,0.9074,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003126,PCL003126
DCL003143,DCL010634,11,1,B04,Email domain and local-part prefix,1,11,STG077283,SUPPORT,SUP003981,STG075799,SUPPORT,SUP002497,True,1.0,False,0.0,True,0.9524,False,0.0,False,0.0,False,0.0,0.981,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003143,PCL003143
DCL003157,DCL009412,5,3,B04,Email domain and local-part prefix,1,15,STG030474,MARKETING,MKT009172,STG033262,MARKETING,MKT011960,True,0.9804,False,0.0,True,1.0,False,0.0,True,0.1667,False,0.0,0.8513,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003157,PCL003157
DCL003237,DCL008540,12,5,B04,Email domain and local-part prefix,1,60,STG032437,MARKETING,MKT011135,STG073969,SUPPORT,SUP000667,True,0.898,False,0.0,True,0.8148,False,0.0,False,0.0,False,0.0,0.8647,0.5,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003237,PCL003237
