ucr_id,total_linked_records,total_source_systems,source_systems,crm_record_count,ecommerce_record_count,marketing_record_count,online_record_count,support_record_count,ecommerce_transaction_count,ecommerce_total_revenue,ecommerce_total_tickets,ecommerce_average_transaction_value,ecommerce_distinct_events,first_transaction_date_time,last_transaction_date_time,first_attended_event_date,last_attended_event_date,online_session_count,online_total_duration_seconds,online_average_duration_seconds,online_baskets_created,online_baskets_converted,online_linked_transaction_count,first_online_session,last_online_session,online_basket_conversion_rate,marketing_contact_count,marketing_emails_opened,marketing_links_clicked,first_marketing_contact_date,last_marketing_contact_date,latest_marketing_consent_status,support_ticket_count,support_open_ticket_count,support_resolved_ticket_count,support_average_resolution_hours,first_support_ticket,last_support_ticket,first_recorded_interaction,last_recorded_interaction
UCR003682,4,3,CRM | MARKETING | SUPPORT,1,0,1,0,2,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,2,1,2025-06-13,2025-06-13,False,2,0,2,13.8,2025-01-12 14:10:38,2025-07-24 20:47:13,2025-01-12 14:10:38,2025-07-24 20:47:13
UCR003683,4,2,CRM | ONLINE,1,0,0,3,0,0,0.0,0,,,,,,,3,1989.0,663.0,0,0,0,2025-11-03 03:43:39,2025-12-14 15:13:09,0.0,0,0,0,,,,0,0,0,,,,2025-11-03 03:43:39,2025-12-14 15:13:09
UCR003684,2,1,CRM,2,0,0,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,,
UCR003685,6,2,CRM | SUPPORT,1,0,0,0,5,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,0,0,0,,,,5,0,5,14.89,2025-02-17 01:34:08,2025-10-04 06:20:18,2025-02-17 01:34:08,2025-10-04 06:20:18
UCR003686,4,3,CRM | ECOMMERCE | ONLINE,1,2,0,1,0,2,265.72,4,132.86,2.0,2025-03-30 19:17:53,2025-07-06 22:34:04,2025-07-12,2025-09-06,1,620.0,620.0,0,0,0,2025-04-17 07:22:15,2025-04-17 07:22:15,0.0,0,0,0,,,,0,0,0,,,,2025-03-30 19:17:53,2025-07-06 22:34:04
UCR003687,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,173.24,4,173.24,1.0,2025-12-11 01:21:54,2025-12-11 01:21:54,2025-12-20,2025-12-20,0,0.0,,0,0,0,,,0.0,1,6,0,2025-12-02,2025-12-02,False,0,0,0,,,,2025-12-02,2025-12-11 01:21:54
UCR003688,10,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,3,2,3,1,3,183.78,4,61.26,3.0,2025-02-21 04:03:44,2025-07-09 23:59:54,2025-03-01,2025-08-16,3,1016.0,338.67,3,3,3,2025-02-21 04:01:51,2025-07-09 23:53:53,1.0,2,16,6,2025-07-31,2025-12-23,True,1,0,1,1.07,2025-05-21 10:14:31,2025-05-21 10:14:31,2025-02-21 04:01:51,2025-12-23
UCR003689,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,3,0,1,132.76,2,132.76,1.0,2025-10-25 23:19:29,2025-10-25 23:19:29,2025-11-01,2025-11-01,3,1111.0,370.33,0,0,0,2025-10-17 10:53:10,2025-12-21 02:51:02,0.0,1,0,0,2025-12-17,2025-12-17,False,0,0,0,,,,2025-10-17 10:53:10,2025-12-21 02:51:02
UCR003690,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,3,0,2025-11-21,2025-11-21,True,0,0,0,,,,2025-11-21,2025-11-21
UCR003691,10,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,3,1,5,0,3,125.4,4,41.8,3.0,2025-01-14 22:05:04,2025-04-21 11:48:48,2025-05-03,2025-08-02,5,4242.0,848.4,1,0,0,2025-01-07 21:56:16,2025-07-06 23:50:24,0.0,1,4,1,2025-11-21,2025-11-21,True,0,0,0,,,,2025-01-07 21:56:16,2025-11-21
UCR003692,7,3,CRM | ECOMMERCE | ONLINE,1,4,0,2,0,4,271.94,6,67.98,3.0,2025-01-07 22:15:17,2025-04-02 00:29:26,2025-01-18,2025-05-31,2,2902.0,1451.0,2,2,2,2025-01-07 22:05:30,2025-02-17 08:04:50,1.0,0,0,0,,,,0,0,0,,,,2025-01-07 22:05:30,2025-04-02 00:29:26
UCR003693,7,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,3,1,2,0,3,138.94,3,46.31,3.0,2025-01-13 18:24:22,2025-05-23 18:46:01,2025-02-22,2025-08-30,2,3179.0,1589.5,2,2,2,2025-01-13 18:17:40,2025-05-23 18:15:17,1.0,1,7,3,2025-07-26,2025-07-26,False,0,0,0,,,,2025-01-13 18:17:40,2025-07-26
UCR003694,5,3,CRM | MARKETING | ONLINE,1,0,1,3,0,0,0.0,0,,,,,,,3,1268.0,422.67,0,0,0,2025-08-15 20:41:51,2025-12-23 09:18:40,0.0,1,2,0,2025-12-20,2025-12-20,True,0,0,0,,,,2025-08-15 20:41:51,2025-12-23 09:18:40
UCR003695,4,3,CRM | ECOMMERCE | MARKETING,1,1,2,0,0,1,64.68,1,64.68,1.0,2025-07-13 15:12:57,2025-07-13 15:12:57,2025-08-23,2025-08-23,0,0.0,,0,0,0,,,0.0,2,5,0,2025-09-09,2025-11-02,False,0,0,0,,,,2025-07-13 15:12:57,2025-11-02
UCR003696,7,3,CRM | ECOMMERCE | ONLINE,1,1,0,5,0,1,40.79,1,40.79,1.0,2025-04-17 23:05:33,2025-04-17 23:05:33,2025-06-21,2025-06-21,5,2127.0,425.4,2,1,1,2025-04-17 22:58:51,2025-08-26 16:30:11,0.5,0,0,0,,,,0,0,0,,,,2025-04-17 22:58:51,2025-08-26 16:30:11
UCR003697,7,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1,1,2,0,3,1,57.11,1,57.11,1.0,2025-03-03 00:05:55,2025-03-03 00:05:55,2025-07-05,2025-07-05,0,0.0,,0,0,0,,,0.0,2,11,2,2025-04-05,2025-04-06,False,3,0,3,28.45,2025-01-02 23:04:36,2025-09-17 13:58:44,2025-01-02 23:04:36,2025-09-17 13:58:44
UCR003698,9,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,5,1,1,93.08,2,93.08,1.0,2025-12-03 17:26:53,2025-12-03 17:26:53,2025-12-06,2025-12-06,5,1699.0,339.8,2,1,1,2025-11-24 12:11:02,2025-12-20 04:05:03,0.5,1,5,0,2025-11-28,2025-11-28,False,1,0,1,2.82,2025-12-08 05:50:25,2025-12-08 05:50:25,2025-11-24 12:11:02,2025-12-20 04:05:03
UCR003699,12,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,8,0,1,68.46,1,68.46,1.0,2025-05-21 09:00:38,2025-05-21 09:00:38,2025-05-24,2025-05-24,8,10795.0,1349.38,3,1,1,2025-01-23 19:49:10,2025-12-25 07:31:42,0.3333,2,20,8,2025-03-04,2025-04-06,True,0,0,0,,,,2025-01-23 19:49:10,2025-12-25 07:31:42
UCR003700,3,2,CRM | MARKETING,1,0,2,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,2,9,3,2025-06-13,2025-12-18,True,0,0,0,,,,2025-06-13,2025-12-18
UCR003701,7,3,CRM | ECOMMERCE | ONLINE,1,1,0,5,0,1,42.67,1,42.67,1.0,2025-01-08 23:01:32,2025-01-08 23:01:32,2025-01-11,2025-01-11,5,5810.0,1162.0,2,1,1,2025-01-08 22:45:31,2025-11-30 22:03:02,0.5,0,0,0,,,,0,0,0,,,,2025-01-08 22:45:31,2025-11-30 22:03:02
UCR003702,1,1,CRM,1,0,0,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,,
UCR003703,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,2,1,0,2,75.56,2,37.78,2.0,2025-02-01 22:54:34,2025-02-05 06:21:11,2025-02-08,2025-04-19,1,1046.0,1046.0,1,1,1,2025-02-05 06:09:13,2025-02-05 06:09:13,1.0,2,20,7,2025-01-21,2025-07-10,True,0,0,0,,,,2025-01-21,2025-07-10
UCR003704,6,3,CRM | ECOMMERCE | MARKETING,1,2,3,0,0,2,159.5,3,79.75,2.0,2025-03-28 19:43:31,2025-05-20 23:39:21,2025-05-17,2025-08-30,0,0.0,,0,0,0,,,0.0,3,37,11,2025-06-23,2025-12-14,True,0,0,0,,,,2025-03-28 19:43:31,2025-12-14
UCR003705,3,3,CRM | MARKETING | SUPPORT,1,0,1,0,1,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,4,0,2025-06-28,2025-06-28,True,1,1,0,,2025-04-30 01:37:06,2025-04-30 01:37:06,2025-04-30 01:37:06,2025-06-28
UCR003706,8,2,CRM | ONLINE,1,0,0,7,0,0,0.0,0,,,,,,,7,3699.0,528.43,0,0,0,2025-12-28 05:32:06,2025-12-31 22:34:02,0.0,0,0,0,,,,0,0,0,,,,2025-12-28 05:32:06,2025-12-31 22:34:02
UCR003707,6,3,CRM | MARKETING | SUPPORT,1,0,2,0,3,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,2,4,0,2025-04-19,2025-10-03,False,3,1,2,19.96,2025-04-27 18:21:11,2025-06-27 11:42:49,2025-04-19,2025-10-03
UCR003708,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,1,2,0,2,318.12,4,159.06,2.0,2025-03-02 15:44:59,2025-10-03 12:53:09,2025-03-29,2025-11-08,2,2152.0,1076.0,2,2,2,2025-03-02 15:24:51,2025-10-03 12:48:43,1.0,1,10,4,2025-06-13,2025-06-13,True,0,0,0,,,,2025-03-02 15:24:51,2025-10-03 12:53:09
UCR003709,1,1,CRM,1,0,0,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,,
UCR003710,13,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,1,1,6,3,1,78.1,2,78.1,1.0,2025-04-14 12:26:28,2025-04-14 12:26:28,2025-05-10,2025-05-10,6,923.0,153.83,2,0,0,2025-04-28 22:58:06,2025-12-10 13:32:22,0.0,1,2,0,2025-09-06,2025-09-06,False,3,0,3,15.25,2025-03-15 05:46:23,2025-05-29 20:18:56,2025-03-15 05:46:23,2025-12-10 13:32:22
UCR003711,9,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,6,0,1,27.19,1,27.19,1.0,2025-02-09 07:22:37,2025-02-09 07:22:37,2025-10-11,2025-10-11,6,7984.0,1330.67,3,1,1,2025-02-09 07:05:32,2025-12-07 19:36:21,0.3333,1,9,1,2025-06-05,2025-06-05,True,0,0,0,,,,2025-02-09 07:05:32,2025-12-07 19:36:21
UCR003712,13,4,CRM | ECOMMERCE | MARKETING | ONLINE,2,3,2,6,0,3,257.75,5,85.92,3.0,2025-01-11 11:04:08,2025-08-28 02:21:38,2025-01-18,2025-12-13,6,5894.0,982.33,2,1,1,2025-03-31 22:22:12,2025-09-24 03:40:09,0.5,2,19,11,2025-01-06,2025-05-07,True,0,0,0,,,,2025-01-06,2025-09-24 03:40:09
UCR003713,7,3,CRM | ECOMMERCE | ONLINE,1,1,0,5,0,1,80.57,1,80.57,1.0,2025-03-05 07:22:35,2025-03-05 07:22:35,2025-08-09,2025-08-09,5,1451.0,290.2,3,1,1,2025-02-19 03:24:17,2025-07-03 10:07:05,0.3333,0,0,0,,,,0,0,0,,,,2025-02-19 03:24:17,2025-07-03 10:07:05
UCR003714,8,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,2,2,2,1,2,77.66,3,38.83,2.0,2025-01-22 09:36:40,2025-02-26 12:51:15,2025-04-05,2025-05-03,2,522.0,261.0,0,0,0,2025-02-11 03:17:52,2025-03-15 11:43:23,0.0,2,11,2,2025-01-22,2025-10-10,False,1,0,1,16.1,2025-01-23 03:09:14,2025-01-23 03:09:14,2025-01-22,2025-10-10
UCR003715,9,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,4,2,1,53.98,2,53.98,1.0,2025-01-14 14:08:19,2025-01-14 14:08:19,2025-03-22,2025-03-22,4,1748.0,437.0,2,1,1,2025-01-14 14:06:48,2025-10-11 04:51:13,0.5,1,5,0,2025-11-20,2025-11-20,True,2,0,2,11.99,2025-01-25 01:26:04,2025-08-12 10:08:29,2025-01-14 14:06:48,2025-11-20
UCR003716,4,2,CRM | SUPPORT,1,0,0,0,3,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,0,0,0,,,,3,1,2,6.2,2025-08-08 23:10:49,2025-12-22 14:36:16,2025-08-08 23:10:49,2025-12-22 14:36:16
UCR003717,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,8,1,2025-12-31,2025-12-31,True,0,0,0,,,,2025-12-31,2025-12-31
UCR003718,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,3,0,1,31.7,1,31.7,1.0,2025-03-24 09:03:39,2025-03-24 09:03:39,2025-04-12,2025-04-12,3,582.0,194.0,0,0,0,2025-04-20 16:43:30,2025-12-25 09:37:46,0.0,1,6,2,2025-03-29,2025-03-29,True,0,0,0,,,,2025-03-24 09:03:39,2025-12-25 09:37:46
UCR003719,8,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,4,1,1,35.8,1,35.8,1.0,2025-09-08 16:19:37,2025-09-08 16:19:37,2025-09-13,2025-09-13,4,1467.0,366.75,2,1,1,2025-04-02 08:54:47,2025-11-30 10:29:26,0.5,1,3,0,2025-02-23,2025-02-23,False,1,0,1,29.22,2025-01-15 17:55:33,2025-01-15 17:55:33,2025-01-15 17:55:33,2025-11-30 10:29:26
UCR003720,8,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,3,2,1,66.8,1,66.8,1.0,2025-08-08 14:29:41,2025-08-08 14:29:41,2025-08-30,2025-08-30,3,2376.0,792.0,1,0,0,2025-07-31 17:24:58,2025-10-21 20:20:47,0.0,1,10,4,2025-09-30,2025-09-30,True,2,0,2,17.27,2025-11-14 23:27:55,2025-12-06 04:26:32,2025-07-31 17:24:58,2025-12-06 04:26:32
UCR003721,10,3,CRM | MARKETING | ONLINE,1,0,3,6,0,0,0.0,0,,,,,,,6,4881.0,813.5,0,0,0,2025-01-04 12:02:29,2025-12-26 20:07:41,0.0,3,18,3,2025-01-20,2025-12-18,True,0,0,0,,,,2025-01-04 12:02:29,2025-12-26 20:07:41
UCR003722,12,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,1,3,4,2,1,195.84,4,195.84,1.0,2025-01-12 19:21:11,2025-01-12 19:21:11,2025-06-07,2025-06-07,4,3839.0,959.75,2,1,1,2025-01-12 19:07:20,2025-12-05 03:08:55,0.5,3,25,6,2025-05-10,2025-10-03,True,2,0,2,3.05,2025-01-26 08:57:54,2025-02-19 07:00:23,2025-01-12 19:07:20,2025-12-05 03:08:55
UCR003723,3,2,CRM | MARKETING,1,0,2,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,2,12,3,2025-12-23,2025-12-30,False,0,0,0,,,,2025-12-23,2025-12-30
UCR003724,5,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1,2,1,0,1,2,146.37,5,73.18,2.0,2025-03-27 03:22:44,2025-09-10 22:19:26,2025-04-05,2025-10-25,0,0.0,,0,0,0,,,0.0,1,2,0,2025-05-03,2025-05-03,True,1,0,1,10.8,2025-03-24 07:51:18,2025-03-24 07:51:18,2025-03-24 07:51:18,2025-09-10 22:19:26
UCR003725,4,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1,1,0,1,1,1,57.34,1,57.34,1.0,2025-05-10 10:22:44,2025-05-10 10:22:44,2025-09-20,2025-09-20,1,742.0,742.0,1,1,1,2025-05-10 10:16:44,2025-05-10 10:16:44,1.0,0,0,0,,,,1,0,1,13.5,2025-04-27 13:31:53,2025-04-27 13:31:53,2025-04-27 13:31:53,2025-05-10 10:22:44
UCR003726,12,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,3,2,5,1,3,269.14,5,89.71,3.0,2025-01-09 15:58:05,2025-02-13 10:56:22,2025-01-25,2025-12-06,5,6540.0,1308.0,3,3,3,2025-01-09 15:31:14,2025-08-08 01:00:27,1.0,2,29,9,2025-01-08,2025-10-07,True,1,1,0,,2025-12-10 21:27:34,2025-12-10 21:27:34,2025-01-08,2025-12-10 21:27:34
UCR003727,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,61.38,1,61.38,1.0,2025-01-09 16:39:26,2025-01-09 16:39:26,2025-01-25,2025-01-25,0,0.0,,0,0,0,,,0.0,1,6,2,2025-05-24,2025-05-24,True,0,0,0,,,,2025-01-09 16:39:26,2025-05-24
UCR003728,9,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,5,0,1,63.4,2,63.4,1.0,2025-03-10 20:23:57,2025-03-10 20:23:57,2025-04-12,2025-04-12,5,3466.0,693.2,2,1,1,2025-03-10 20:13:54,2025-12-23 02:32:33,0.5,2,23,8,2025-06-04,2025-11-12,True,0,0,0,,,,2025-03-10 20:13:54,2025-12-23 02:32:33
UCR003729,8,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1,1,0,3,3,1,43.31,1,43.31,1.0,2025-12-08 11:12:28,2025-12-08 11:12:28,2025-12-20,2025-12-20,3,597.0,199.0,2,1,1,2025-12-08 11:10:00,2025-12-27 21:08:09,0.5,0,0,0,,,,3,1,2,18.12,2025-12-22 07:07:22,2025-12-30 06:32:20,2025-12-08 11:10:00,2025-12-30 06:32:20
UCR003730,5,3,CRM | MARKETING | ONLINE,1,0,2,2,0,0,0.0,0,,,,,,,2,297.0,148.5,1,0,0,2025-01-11 02:02:00,2025-06-04 04:44:40,0.0,2,14,2,2025-06-18,2025-10-28,False,0,0,0,,,,2025-01-11 02:02:00,2025-10-28
UCR003731,8,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,2,3,0,2,108.51,2,54.26,2.0,2025-01-05 12:21:07,2025-08-09 19:17:54,2025-10-11,2025-11-01,3,3497.0,1165.67,1,1,1,2025-05-15 04:53:06,2025-10-23 21:04:12,1.0,2,15,7,2025-01-11,2025-11-16,True,0,0,0,,,,2025-01-05 12:21:07,2025-11-16
UCR003732,4,3,CRM | ONLINE | SUPPORT,1,0,0,2,1,0,0.0,0,,,,,,,2,1097.0,548.5,0,0,0,2025-07-05 14:01:41,2025-08-26 03:02:25,0.0,0,0,0,,,,1,0,1,28.47,2025-02-01 02:16:14,2025-02-01 02:16:14,2025-02-01 02:16:14,2025-08-26 03:02:25
UCR003733,3,3,CRM | MARKETING | SUPPORT,1,0,1,0,1,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,4,0,2025-01-05,2025-01-05,True,1,0,1,7.47,2025-09-01 09:47:50,2025-09-01 09:47:50,2025-01-05,2025-09-01 09:47:50
UCR003734,5,3,CRM | ECOMMERCE | MARKETING,1,1,3,0,0,1,26.41,1,26.41,1.0,2025-01-08 10:35:39,2025-01-08 10:35:39,2025-01-11,2025-01-11,0,0.0,,0,0,0,,,0.0,3,9,0,2025-05-11,2025-11-20,False,0,0,0,,,,2025-01-08 10:35:39,2025-11-20
UCR003735,4,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,1,0,1,28.35,1,28.35,1.0,2025-01-29 04:34:54,2025-01-29 04:34:54,2025-04-26,2025-04-26,1,564.0,564.0,1,1,1,2025-01-29 04:29:15,2025-01-29 04:29:15,1.0,1,1,0,2025-07-28,2025-07-28,False,0,0,0,,,,2025-01-29 04:29:15,2025-07-28
UCR003736,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,6,0,2025-10-06,2025-10-06,False,0,0,0,,,,2025-10-06,2025-10-06
UCR003737,3,2,CRM | MARKETING,1,0,2,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,2,11,3,2025-08-03,2025-12-30,True,0,0,0,,,,2025-08-03,2025-12-30
UCR003738,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,13,5,2025-04-18,2025-04-18,True,0,0,0,,,,2025-04-18,2025-04-18
UCR003739,4,3,CRM | ECOMMERCE | MARKETING,1,2,1,0,0,2,71.42,2,35.71,2.0,2025-02-20 16:18:11,2025-09-05 14:59:55,2025-03-01,2025-09-13,0,0.0,,0,0,0,,,0.0,1,3,1,2025-05-04,2025-05-04,False,0,0,0,,,,2025-02-20 16:18:11,2025-09-05 14:59:55
UCR003740,9,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,2,4,1,1,43.08,2,43.08,1.0,2025-02-02 09:46:58,2025-02-02 09:46:58,2025-04-05,2025-04-05,4,2008.0,502.0,2,1,1,2025-02-02 09:42:55,2025-12-30 19:02:42,0.5,2,12,2,2025-02-11,2025-07-17,False,1,0,1,7.53,2025-10-23 22:24:00,2025-10-23 22:24:00,2025-02-02 09:42:55,2025-12-30 19:02:42
UCR003741,13,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,2,8,1,1,28.62,1,28.62,1.0,2025-07-15 15:00:29,2025-07-15 15:00:29,2025-11-29,2025-11-29,8,5251.0,656.38,3,1,1,2025-03-06 10:31:43,2025-11-27 14:41:24,0.3333,2,21,6,2025-06-24,2025-07-29,True,1,0,1,5.25,2025-02-16 02:27:40,2025-02-16 02:27:40,2025-02-16 02:27:40,2025-11-27 14:41:24
UCR003742,5,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,1,0,1,68.46,1,68.46,1.0,2025-05-03 15:57:33,2025-05-03 15:57:33,2025-05-24,2025-05-24,1,578.0,578.0,1,1,1,2025-05-03 15:52:08,2025-05-03 15:52:08,1.0,2,11,1,2025-03-02,2025-04-21,True,0,0,0,,,,2025-03-02,2025-05-03 15:57:33
UCR003743,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,5,0,2025-03-01,2025-03-01,False,0,0,0,,,,2025-03-01,2025-03-01
UCR003744,8,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,1,4,0,2,100.75,3,50.38,2.0,2025-09-21 14:01:11,2025-12-12 12:55:03,2025-12-13,2025-12-27,4,2346.0,586.5,1,1,1,2025-09-21 13:53:54,2025-12-09 21:42:29,1.0,1,5,1,2025-10-10,2025-10-10,False,0,0,0,,,,2025-09-21 13:53:54,2025-12-12 12:55:03
UCR003745,5,3,CRM | MARKETING | SUPPORT,1,0,2,0,2,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,2,11,2,2025-11-03,2025-11-26,True,2,0,2,16.24,2025-07-19 18:00:35,2025-11-20 09:09:46,2025-07-19 18:00:35,2025-11-26
UCR003746,2,2,CRM | ECOMMERCE,1,1,0,0,0,1,35.86,1,35.86,1.0,2025-03-21 16:50:27,2025-03-21 16:50:27,2025-08-23,2025-08-23,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-03-21 16:50:27,2025-03-21 16:50:27
UCR003747,11,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,6,2,1,20.89,1,20.89,1.0,2025-08-15 00:28:24,2025-08-15 00:28:24,2025-11-29,2025-11-29,6,3001.0,500.17,2,0,0,2025-02-15 20:08:00,2025-10-08 00:16:14,0.0,1,5,0,2025-03-15,2025-03-15,True,2,0,2,22.17,2025-07-12 11:52:32,2025-12-22 12:00:42,2025-02-15 20:08:00,2025-12-22 12:00:42
UCR003748,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,8,2,2025-06-11,2025-06-11,False,0,0,0,,,,2025-06-11,2025-06-11
UCR003749,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,2,0,1,62.67,3,62.67,1.0,2025-11-26 18:02:35,2025-11-26 18:02:35,2025-11-29,2025-11-29,2,1085.0,542.5,2,1,1,2025-11-17 12:39:03,2025-11-26 17:55:22,0.5,2,16,3,2025-11-26,2025-12-10,False,0,0,0,,,,2025-11-17 12:39:03,2025-12-10
UCR003750,4,3,CRM | ECOMMERCE | MARKETING,1,2,1,0,0,2,91.8,2,45.9,2.0,2025-01-07 03:46:47,2025-01-16 05:12:11,2025-04-12,2025-09-13,0,0.0,,0,0,0,,,0.0,1,4,0,2025-01-29,2025-01-29,True,0,0,0,,,,2025-01-07 03:46:47,2025-01-29
UCR003751,2,2,CRM | ECOMMERCE,1,1,0,0,0,1,31.35,1,31.35,1.0,2025-01-28 22:51:37,2025-01-28 22:51:37,2025-02-22,2025-02-22,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-01-28 22:51:37,2025-01-28 22:51:37
UCR003752,6,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1,1,2,0,2,1,249.3,3,249.3,1.0,2025-08-25 14:07:09,2025-08-25 14:07:09,2025-10-25,2025-10-25,0,0.0,,0,0,0,,,0.0,2,13,1,2025-03-08,2025-09-24,True,2,0,2,17.38,2025-10-06 13:24:38,2025-11-23 10:05:39,2025-03-08,2025-11-23 10:05:39
UCR003753,8,3,CRM | MARKETING | ONLINE,1,0,3,4,0,0,0.0,0,,,,,,,4,4568.0,1142.0,1,0,0,2025-05-17 10:25:22,2025-12-23 19:15:28,0.0,3,18,5,2025-02-05,2025-07-20,False,0,0,0,,,,2025-02-05,2025-12-23 19:15:28
UCR003754,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,6,2,2025-02-25,2025-02-25,False,0,0,0,,,,2025-02-25,2025-02-25
UCR003755,1,1,CRM,1,0,0,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,,
UCR003756,8,4,CRM | ECOMMERCE | MARKETING | SUPPORT,2,2,3,0,1,2,293.75,5,146.88,2.0,2025-03-02 08:19:50,2025-10-30 00:58:08,2025-03-22,2025-12-06,0,0.0,,0,0,0,,,0.0,3,24,6,2025-06-21,2025-12-18,False,1,0,1,34.95,2025-07-12 17:53:18,2025-07-12 17:53:18,2025-03-02 08:19:50,2025-12-18
UCR003757,4,3,CRM | ECOMMERCE | MARKETING,1,1,2,0,0,1,195.84,4,195.84,1.0,2025-04-15 17:59:59,2025-04-15 17:59:59,2025-06-07,2025-06-07,0,0.0,,0,0,0,,,0.0,2,8,3,2025-08-01,2025-10-08,True,0,0,0,,,,2025-04-15 17:59:59,2025-10-08
UCR003758,5,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,2,0,1,240.84,4,240.84,1.0,2025-06-09 19:32:09,2025-06-09 19:32:09,2025-10-25,2025-10-25,2,1069.0,534.5,1,1,1,2025-06-09 19:26:32,2025-06-10 02:58:53,1.0,1,4,0,2025-09-11,2025-09-11,False,0,0,0,,,,2025-06-09 19:26:32,2025-09-11
UCR003759,2,2,CRM | ONLINE,1,0,0,1,0,0,0.0,0,,,,,,,1,247.0,247.0,0,0,0,2025-10-15 12:03:56,2025-10-15 12:03:56,0.0,0,0,0,,,,0,0,0,,,,2025-10-15 12:03:56,2025-10-15 12:03:56
